Datetime,NOx (ppb),NH3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2020-03-14 16:00:00,37.01,27.52,137.0,26.98,2.16,0.44,14.5
2020-03-14 17:00:00,34.71,28.81,157.0,26.15,2.18,0.47,24.42
2020-03-14 18:00:00,39.59,28.06,146.03,31.83,1.79,0.49,12.33
2020-03-14 19:00:00,45.6,26.71,156.0,26.02,1.95,0.54,8.82
2020-03-14 20:00:00,52.56,27.52,149.02,27.33,2.61,0.64,6.92
2020-03-14 21:00:00,59.86,27.74,178.0,38.83,3.01,0.74,6.64
2020-03-14 22:00:00,63.66,29.19,152.07,31.8,3.22,0.79,6.58
2020-03-14 23:00:00,67.75,28.61,141.03,24.08,3.67,0.81,6.37
2020-03-15 00:00:00,68.44,27.65,119.0,27.0,3.66,0.78,6.26
2020-03-15 01:00:00,70.25,26.39,122.99,26.98,4.0,0.76,6.27
2020-03-15 02:00:00,72.75,24.69,117.02,26.12,4.08,0.73,6.46
2020-03-15 03:00:00,75.27,23.88,113.01,31.1,4.21,0.71,6.61
2020-03-15 04:00:00,78.82,24.45,112.0,36.05,4.47,0.74,6.49
2020-03-15 05:00:00,80.45,24.96,167.0,76.78,4.57,0.75,6.64
2020-03-15 06:00:00,81.06,25.3,151.05,67.6,4.64,0.77,6.88
2020-03-15 07:00:00,79.11,25.18,140.03,53.0,4.45,0.74,6.7
2020-03-15 08:00:00,82.94,24.72,144.0,53.98,4.69,0.77,6.85
2020-03-15 09:00:00,91.63,26.08,247.71,92.33,5.12,0.85,6.78
2020-03-15 10:00:00,101.62,27.44,215.09,104.08,5.42,0.9,6.54
2020-03-15 11:00:00,103.32,26.18,210.01,71.62,4.98,0.88,6.5
2020-03-15 12:00:00,96.05,24.67,155.15,56.33,4.26,0.81,7.36
2020-03-15 13:00:00,76.63,24.1,110.25,32.8,3.29,0.71,7.7
2020-03-15 14:00:00,62.95,24.17,,24.85,2.89,0.62,
2020-03-15 15:00:00,51.51,23.5,65.0,19.12,1.97,0.52,13.16
2020-03-15 16:00:00,40.42,23.62,96.91,24.05,1.75,0.47,14.11
2020-03-15 17:00:00,41.85,24.0,108.97,25.95,1.84,0.48,11.59
2020-03-15 18:00:00,44.92,23.96,130.93,24.17,2.17,0.51,9.5
2020-03-15 19:00:00,51.41,23.04,133.0,29.8,2.3,0.57,6.89
2020-03-15 20:00:00,59.8,22.07,128.01,22.43,2.8,0.72,6.29
2020-03-15 21:00:00,67.31,22.51,167.89,38.78,3.43,0.87,6.45
2020-03-15 22:00:00,73.25,23.52,148.06,31.4,3.82,0.98,6.51
2020-03-15 23:00:00,81.0,23.76,139.03,45.77,4.2,1.02,7.03
2020-03-16 00:00:00,85.44,23.7,115.07,36.08,4.71,1.02,6.62
2020-03-16 01:00:00,89.41,24.7,115.0,39.08,5.26,1.03,6.52
2020-03-16 02:00:00,96.65,25.82,119.98,43.05,5.75,1.07,7.02
2020-03-16 03:00:00,107.41,25.57,186.81,84.38,6.1,1.16,6.48
2020-03-16 04:00:00,115.04,24.81,200.0,99.3,6.46,1.23,6.87
2020-03-16 05:00:00,115.46,23.77,202.0,109.93,6.38,1.24,7.04
2020-03-16 06:00:00,118.15,22.85,156.13,72.35,6.74,1.24,6.84
2020-03-16 07:00:00,120.01,23.14,211.84,123.48,6.81,1.26,9.59
2020-03-16 08:00:00,121.48,23.16,165.13,67.92,6.23,1.25,7.8
2020-03-16 09:00:00,121.46,23.98,167.0,64.12,6.44,1.21,7.34
2020-03-16 10:00:00,106.14,22.06,146.06,29.95,5.03,1.0,7.89
2020-03-16 11:00:00,84.87,22.39,135.03,27.98,3.75,0.8,7.35
2020-03-16 12:00:00,61.15,23.47,143.97,27.08,2.6,0.65,11.88
2020-03-16 13:00:00,37.03,24.34,121.08,30.05,2.16,0.55,24.81
2020-03-16 14:00:00,35.43,24.56,124.99,32.0,2.1,0.53,29.21
2020-03-16 15:00:00,26.91,28.52,127.0,32.02,2.72,0.44,74.03
2020-03-16 16:00:00,34.51,30.49,120.02,32.85,1.94,0.42,51.69
2020-03-16 17:00:00,29.42,32.38,101.05,26.98,2.46,0.42,80.7
2020-03-16 18:00:00,35.31,29.27,94.04,26.05,1.78,0.45,48.26
2020-03-16 19:00:00,41.83,29.85,114.94,28.32,2.1,0.54,10.15
2020-03-16 20:00:00,55.62,22.77,161.0,41.42,2.63,0.72,7.38
2020-03-16 21:00:00,64.53,20.38,197.9,58.62,2.98,0.88,7.29
2020-03-16 22:00:00,71.12,19.58,190.02,83.3,3.56,1.04,6.72
2020-03-16 23:00:00,80.05,19.42,231.86,95.35,4.21,1.31,7.69
2020-03-17 00:00:00,88.3,19.08,245.96,108.78,4.95,1.46,6.86
2020-03-17 01:00:00,96.29,18.52,217.16,99.93,5.43,1.55,7.16
2020-03-17 02:00:00,100.28,19.76,210.04,97.25,5.83,1.58,7.74
2020-03-17 03:00:00,104.22,20.06,212.99,106.72,6.15,1.61,7.54
2020-03-17 04:00:00,107.02,20.37,206.02,96.26,6.25,1.64,8.59
2020-03-17 05:00:00,109.12,20.3,200.03,107.03,6.66,1.64,7.9
2020-03-17 06:00:00,113.72,19.93,205.98,107.8,6.68,1.64,8.75
2020-03-17 07:00:00,119.78,19.8,201.01,102.3,7.0,1.68,7.65
2020-03-17 08:00:00,133.53,19.85,321.67,191.95,7.77,1.79,7.67
2020-03-17 09:00:00,145.64,20.98,336.96,189.62,8.19,1.84,7.68
2020-03-17 10:00:00,143.11,20.03,305.09,173.2,7.62,1.76,7.62
2020-03-17 11:00:00,131.94,19.62,211.26,102.57,6.02,1.61,8.04
2020-03-17 12:00:00,72.55,22.27,198.03,87.2,2.4,1.13,47.58
2020-03-17 13:00:00,38.74,23.15,197.0,94.33,3.06,0.9,55.93
2020-03-17 14:00:00,25.11,21.65,151.13,67.28,2.96,0.59,56.84
2020-03-17 15:00:00,29.97,21.27,104.26,37.0,2.45,0.52,22.77
2020-03-17 16:00:00,25.66,22.24,82.06,37.02,2.96,0.45,69.04
2020-03-17 17:00:00,21.67,19.45,84.0,38.05,2.25,0.41,57.68
2020-03-17 18:00:00,35.43,19.73,85.0,40.03,2.37,0.48,19.51
2020-03-17 19:00:00,46.0,17.31,105.0,41.3,2.19,0.57,12.6
2020-03-17 20:00:00,54.06,17.75,124.94,53.05,2.54,0.71,9.46
2020-03-17 21:00:00,59.8,17.06,131.96,55.7,2.73,0.82,8.73
2020-03-17 22:00:00,63.55,17.13,161.0,82.86,3.02,0.96,9.0
2020-03-17 23:00:00,68.02,18.46,170.89,77.86,3.55,1.13,8.59
2020-03-18 00:00:00,74.37,19.02,167.01,73.22,4.3,1.31,9.0
2020-03-18 01:00:00,79.99,19.5,187.88,83.35,4.91,1.39,9.71
2020-03-18 02:00:00,86.93,20.46,189.0,98.47,5.65,1.45,9.44
2020-03-18 03:00:00,100.47,20.78,306.35,157.38,6.34,1.54,9.22
2020-03-18 04:00:00,108.13,21.97,349.88,208.71,7.08,1.59,8.8
2020-03-18 05:00:00,113.03,22.65,236.63,124.62,7.25,1.59,8.41
2020-03-18 06:00:00,116.47,22.49,185.14,109.25,7.37,1.56,7.83
2020-03-18 07:00:00,116.99,22.36,132.3,76.55,7.4,1.54,8.63
2020-03-18 08:00:00,120.13,22.34,158.93,98.75,7.28,1.57,8.59
2020-03-18 09:00:00,124.73,21.67,229.8,123.95,7.54,1.58,8.04
2020-03-18 10:00:00,124.27,20.55,164.18,82.38,6.95,1.48,10.11
2020-03-18 11:00:00,112.53,19.47,140.0,57.7,5.7,1.27,7.11
2020-03-18 12:00:00,67.17,21.94,124.05,45.91,3.79,0.76,29.98
2020-03-18 13:00:00,29.47,19.57,96.08,41.8,2.52,0.49,37.4
2020-03-18 14:00:00,23.75,19.16,88.02,33.75,2.11,0.42,28.91
2020-03-18 15:00:00,30.5,19.11,81.02,23.95,2.17,0.41,17.41
2020-03-18 16:00:00,30.56,19.03,64.09,22.0,2.25,0.4,26.67
2020-03-18 17:00:00,24.27,20.01,67.99,22.07,2.34,0.38,42.46
2020-03-18 18:00:00,25.11,17.04,68.0,24.86,1.82,0.37,24.47
2020-03-18 19:00:00,36.27,16.61,63.03,20.33,2.08,0.39,9.92
2020-03-18 20:00:00,44.72,15.33,73.0,32.53,2.54,0.47,7.88
2020-03-18 21:00:00,54.55,15.3,96.93,50.92,2.87,0.61,6.88
2020-03-18 22:00:00,62.66,15.02,86.06,48.14,3.43,0.7,6.87
2020-03-18 23:00:00,69.97,15.13,84.0,52.55,3.92,0.82,6.62
2020-03-19 00:00:00,78.17,15.24,87.99,35.38,4.6,0.95,6.96
2020-03-19 01:00:00,85.88,15.51,94.96,53.33,5.15,1.04,7.06
2020-03-19 02:00:00,97.44,16.66,194.72,105.86,6.0,1.13,7.07
2020-03-19 03:00:00,107.82,15.87,271.74,134.91,6.43,1.19,7.43
2020-03-19 04:00:00,108.81,17.05,169.28,87.03,6.69,1.22,7.18
2020-03-19 05:00:00,111.9,17.1,172.99,88.08,6.88,1.26,7.46
2020-03-19 06:00:00,114.27,17.69,180.98,90.67,7.08,1.29,7.33
2020-03-19 07:00:00,116.27,17.17,142.11,77.45,7.2,1.24,7.05
2020-03-19 08:00:00,115.23,17.35,107.19,55.67,6.85,1.19,7.15
2020-03-19 09:00:00,117.23,17.22,99.02,43.6,7.03,1.17,6.66
2020-03-19 10:00:00,114.1,16.3,159.8,66.1,6.18,1.06,7.12
2020-03-19 11:00:00,96.09,15.77,87.41,30.75,4.94,0.83,7.13
2020-03-19 12:00:00,71.71,15.8,64.06,20.8,3.36,0.65,6.69
2020-03-19 13:00:00,55.13,16.01,51.07,12.0,2.82,0.51,7.59
2020-03-19 14:00:00,21.19,16.62,47.02,12.02,2.33,0.24,42.96
2020-03-19 15:00:00,12.64,15.88,48.99,12.92,1.83,0.19,42.98
2020-03-19 16:00:00,23.74,16.01,41.02,9.98,1.94,0.23,13.68
2020-03-19 17:00:00,30.95,15.8,40.01,8.97,1.98,0.24,10.68
2020-03-19 18:00:00,31.68,15.5,36.02,8.03,2.06,0.24,13.59
2020-03-19 19:00:00,36.82,13.8,36.0,8.93,2.02,0.25,7.61
2020-03-19 20:00:00,44.69,14.1,40.97,6.35,2.58,0.33,6.48
2020-03-19 21:00:00,55.41,14.28,87.87,20.32,3.1,0.43,6.34
2020-03-19 22:00:00,64.59,14.65,83.02,32.65,3.54,0.53,6.43
2020-03-19 23:00:00,74.83,14.99,74.03,19.12,4.15,0.66,6.36
2020-03-20 00:00:00,83.24,15.33,74.0,24.48,4.86,0.8,6.62
2020-03-20 01:00:00,92.59,16.39,117.88,42.8,5.53,0.89,6.64
2020-03-20 02:00:00,100.44,15.92,98.06,35.25,5.77,0.93,7.06
2020-03-20 03:00:00,106.36,16.97,124.92,45.12,6.29,1.0,6.65
2020-03-20 04:00:00,112.14,17.37,141.95,50.45,6.47,1.03,6.91
2020-03-20 05:00:00,119.28,16.3,137.02,70.19,6.68,1.06,7.29
2020-03-20 06:00:00,122.92,17.8,228.49,146.38,7.13,1.1,7.29
2020-03-20 07:00:00,128.87,18.39,199.0,120.72,7.39,1.12,7.2
2020-03-20 08:00:00,133.97,17.52,137.17,70.8,7.59,1.12,7.6
2020-03-20 09:00:00,137.59,17.53,134.01,62.0,7.68,1.11,6.85
2020-03-20 10:00:00,128.76,16.45,86.16,22.77,7.06,0.97,6.89
2020-03-20 11:00:00,109.37,16.38,43.12,13.84,5.74,0.76,6.56
2020-03-20 12:00:00,84.02,16.06,44.99,7.95,4.48,0.56,6.27
2020-03-20 13:00:00,67.29,15.16,37.05,5.92,3.64,0.43,6.54
2020-03-20 14:00:00,56.56,14.8,29.02,2.98,3.04,0.34,6.18
2020-03-20 15:00:00,47.23,13.96,34.97,2.08,2.4,0.27,6.84
2020-03-20 16:00:00,40.37,15.02,35.98,4.95,2.34,0.25,6.64
2020-03-20 17:00:00,38.77,13.06,29.0,2.92,2.16,0.21,7.18
2020-03-20 18:00:00,37.77,12.25,27.0,0.02,2.22,0.21,6.79
2020-03-20 19:00:00,41.33,11.34,27.0,1.0,2.56,0.26,6.11
2020-03-20 20:00:00,46.91,11.46,24.0,1.18,2.96,0.33,5.99
2020-03-20 21:00:00,56.76,11.45,39.95,8.05,3.59,0.43,6.12
2020-03-20 22:00:00,66.73,11.9,45.97,10.03,4.11,0.5,6.32
2020-03-20 23:00:00,78.22,12.03,51.98,11.0,4.66,0.57,6.4
2020-03-21 00:00:00,87.09,12.5,38.08,10.97,5.15,0.59,6.38
2020-03-21 01:00:00,92.95,12.15,23.09,10.28,5.23,0.6,6.6
2020-03-21 02:00:00,98.41,13.04,58.9,21.48,5.67,0.65,6.55
2020-03-21 03:00:00,105.58,12.93,156.73,78.0,5.96,0.69,6.93
2020-03-21 04:00:00,110.6,13.48,95.34,35.62,6.33,0.69,6.65
2020-03-21 05:00:00,114.59,12.53,60.1,21.0,6.29,0.66,6.77
2020-03-21 06:00:00,116.98,13.74,60.99,21.07,6.49,0.65,6.71
2020-03-21 07:00:00,119.34,12.84,61.0,24.11,6.5,0.65,6.81
2020-03-21 08:00:00,121.29,13.67,81.88,28.88,6.58,0.67,6.53
2020-03-21 09:00:00,118.73,12.93,77.02,24.25,6.27,0.66,6.76
2020-03-21 10:00:00,109.96,11.66,95.95,33.58,5.69,0.62,7.01
2020-03-21 11:00:00,97.16,12.57,54.0,16.77,5.19,0.55,6.69
2020-03-21 12:00:00,79.95,12.4,43.03,8.18,3.77,0.46,6.46
2020-03-21 13:00:00,62.16,12.39,41.01,14.89,2.81,0.37,7.07
2020-03-21 14:00:00,44.49,12.19,37.02,10.9,2.09,0.28,8.07
2020-03-21 15:00:00,34.18,12.06,36.0,6.89,1.94,0.22,9.11
2020-03-21 16:00:00,33.06,11.04,33.01,3.0,2.22,0.2,7.7
2020-03-21 17:00:00,34.42,10.46,31.0,3.02,2.09,0.2,7.33
2020-03-21 18:00:00,35.85,9.79,18.04,3.98,2.19,0.21,6.88
2020-03-21 19:00:00,38.13,9.73,15.02,3.08,2.42,0.26,6.45
2020-03-21 20:00:00,43.86,9.8,26.97,6.17,2.81,0.36,6.09
2020-03-21 21:00:00,53.02,9.31,50.93,13.03,3.21,0.45,6.37
2020-03-21 22:00:00,62.29,9.32,60.97,13.88,3.87,0.51,6.3
2020-03-21 23:00:00,71.16,8.98,56.03,9.03,4.17,0.56,6.58
2020-03-22 00:00:00,77.74,8.87,52.02,9.97,4.62,0.55,6.29
2020-03-22 01:00:00,81.82,9.01,42.05,9.0,4.91,0.51,6.63
2020-03-22 02:00:00,84.19,8.49,40.02,9.02,4.88,0.47,6.36
2020-03-22 03:00:00,83.7,9.86,31.05,9.98,4.92,0.45,6.34
2020-03-22 04:00:00,86.41,8.84,37.98,8.95,5.04,0.41,6.46
2020-03-22 05:00:00,87.81,8.54,30.05,7.05,5.1,0.39,6.79
2020-03-22 06:00:00,88.22,9.45,34.98,8.97,5.19,0.39,6.17
2020-03-22 07:00:00,91.08,8.78,33.01,8.05,5.23,0.37,6.59
2020-03-22 08:00:00,95.94,9.7,42.95,10.97,5.6,0.41,6.21
2020-03-22 09:00:00,100.79,8.83,109.63,48.33,5.62,0.42,6.82
2020-03-22 10:00:00,100.14,8.98,59.28,22.12,5.53,0.41,6.9
2020-03-22 11:00:00,89.62,8.62,71.93,26.53,4.71,0.37,6.53
2020-03-22 12:00:00,70.36,9.39,57.08,9.91,3.53,0.31,6.75
2020-03-22 13:00:00,51.62,10.26,42.08,6.02,2.86,0.25,7.43
2020-03-22 14:00:00,42.16,9.88,48.0,6.93,2.29,0.22,7.67
2020-03-22 15:00:00,33.71,9.27,,4.02,1.87,0.2,7.43
2020-03-22 16:00:00,29.18,9.03,,5.07,1.95,0.2,8.41
2020-03-22 17:00:00,27.13,8.63,,8.07,1.99,0.22,9.96
2020-03-22 18:00:00,26.01,8.23,,11.11,1.86,0.23,10.08
2020-03-22 19:00:00,25.51,8.79,,16.12,1.78,0.26,8.82
2020-03-22 20:00:00,27.14,8.72,,21.32,1.82,0.29,8.09
2020-03-22 21:00:00,29.55,8.86,,33.86,2.16,0.33,6.62
2020-03-22 22:00:00,32.64,8.55,,27.95,2.26,0.36,6.83
2020-03-22 23:00:00,35.71,8.85,,26.07,2.29,0.41,6.6
2020-03-23 00:00:00,39.58,8.96,,29.02,3.07,0.45,6.76
2020-03-23 01:00:00,43.95,8.76,,30.09,3.21,0.45,6.56
2020-03-23 02:00:00,47.73,8.53,,33.77,3.41,0.45,6.83
2020-03-23 03:00:00,51.05,8.43,,24.85,3.72,0.45,6.82
2020-03-23 04:00:00,53.07,8.26,,18.77,3.91,0.43,6.95
2020-03-23 05:00:00,55.38,8.0,,10.03,3.84,0.42,6.58
2020-03-23 06:00:00,56.78,8.04,,10.97,3.78,0.41,6.6
2020-03-23 07:00:00,58.54,7.87,,10.0,4.0,0.39,6.64
2020-03-23 08:00:00,60.89,7.8,,10.25,4.06,0.4,6.81
2020-03-23 09:00:00,63.27,8.17,,20.25,4.39,0.43,6.67
2020-03-23 10:00:00,63.14,8.65,,29.7,4.21,0.43,6.9
2020-03-23 11:00:00,59.3,8.9,,17.98,3.72,0.41,7.09
2020-03-23 12:00:00,50.99,9.27,,17.02,3.1,0.39,7.0
2020-03-23 13:00:00,39.8,10.09,,17.87,2.66,0.35,7.74
2020-03-23 14:00:00,27.51,10.29,,12.03,2.4,0.3,13.98
2020-03-23 15:00:00,23.02,9.82,,13.09,2.42,0.27,15.4
2020-03-23 16:00:00,21.53,9.54,,17.07,2.34,0.27,15.92
2020-03-23 17:00:00,21.83,8.18,,20.27,2.08,0.28,16.97
2020-03-23 18:00:00,22.52,7.75,,30.93,2.11,0.31,14.57
2020-03-23 19:00:00,24.41,7.8,,28.11,2.25,0.35,11.06
2020-03-23 20:00:00,27.74,7.72,,33.15,2.38,0.42,8.69
2020-03-23 21:00:00,29.87,7.8,,38.88,2.44,0.46,8.1
2020-03-23 22:00:00,32.0,7.77,,34.0,2.54,0.46,7.38
2020-03-23 23:00:00,33.81,7.72,,34.12,2.74,0.46,7.24
2020-03-24 00:00:00,36.78,7.75,,39.05,3.13,0.48,7.23
2020-03-24 01:00:00,40.13,7.97,,40.92,3.07,0.47,7.01
2020-03-24 02:00:00,41.87,8.4,,37.98,3.39,0.48,6.95
2020-03-24 03:00:00,45.11,8.54,,37.05,3.59,0.48,6.99
2020-03-24 04:00:00,49.32,8.86,,38.92,3.94,0.48,7.17
2020-03-24 05:00:00,53.38,8.94,,36.02,4.16,0.5,7.17
2020-03-24 06:00:00,58.11,8.84,,37.02,4.34,0.5,7.16
2020-03-24 07:00:00,62.99,8.53,,38.19,4.53,0.52,7.18
2020-03-24 08:00:00,67.72,8.46,,46.05,4.82,0.54,7.26
2020-03-24 09:00:00,71.11,8.8,,47.83,4.93,0.56,7.37
2020-03-24 10:00:00,68.13,8.52,,40.73,4.63,0.52,7.36
2020-03-24 11:00:00,61.83,9.22,,29.93,4.04,0.45,7.28
2020-03-24 12:00:00,50.14,8.44,,26.8,2.91,0.37,7.73
2020-03-24 13:00:00,38.02,8.22,,19.15,2.45,0.32,9.11
2020-03-24 14:00:00,27.26,8.3,,25.02,2.38,0.29,17.96
2020-03-24 15:00:00,22.44,8.01,,26.25,2.65,0.3,21.21
2020-03-24 16:00:00,23.12,7.91,,36.12,2.78,0.35,22.52
2020-03-24 17:00:00,24.06,7.94,,40.88,2.77,0.39,20.97
2020-03-24 18:00:00,25.1,7.82,,35.87,2.52,0.41,9.3
2020-03-24 19:00:00,26.84,7.5,,30.09,2.23,0.42,5.97
2020-03-24 20:00:00,29.53,6.92,,34.27,2.28,0.45,6.17
2020-03-24 21:00:00,31.64,7.25,,45.4,2.6,0.52,6.11
2020-03-24 22:00:00,36.23,7.92,,63.02,2.97,0.71,6.28
2020-03-24 23:00:00,42.48,7.92,,63.93,3.42,0.94,5.99
2020-03-25 00:00:00,46.95,7.92,,61.2,3.79,1.1,6.2
2020-03-25 01:00:00,50.49,8.35,,69.9,4.24,1.17,5.92
2020-03-25 02:00:00,52.44,8.18,,65.25,4.22,1.12,6.05
2020-03-25 03:00:00,53.31,8.39,,35.3,4.25,0.99,6.07
2020-03-25 04:00:00,55.28,7.84,,11.0,4.18,0.85,6.18
2020-03-25 05:00:00,58.11,8.33,,11.0,4.44,0.78,5.96
2020-03-25 06:00:00,60.19,7.41,,11.25,4.48,0.7,6.18
2020-03-25 07:00:00,60.73,8.32,,21.18,4.61,0.66,5.97
2020-03-25 08:00:00,62.91,7.69,,27.93,4.48,0.63,6.13
2020-03-25 09:00:00,62.1,7.19,,24.85,4.44,0.57,6.09
2020-03-25 10:00:00,58.69,7.36,,19.02,3.98,0.52,5.96
2020-03-25 11:00:00,52.51,7.81,,20.25,3.33,0.48,5.85
2020-03-25 12:00:00,45.7,8.33,,29.9,2.98,0.48,6.38
2020-03-25 13:00:00,38.3,7.31,,26.13,2.41,0.49,5.75
2020-03-25 14:00:00,29.39,7.6,,31.72,2.29,0.43,5.79
2020-03-25 15:00:00,24.73,7.5,,21.91,2.21,0.34,5.93
2020-03-25 16:00:00,23.23,6.89,,18.05,2.25,0.29,5.77
2020-03-25 17:00:00,21.14,6.62,,20.0,2.25,0.27,5.94
2020-03-25 18:00:00,22.08,6.26,,19.98,1.85,0.27,5.8
2020-03-25 19:00:00,25.77,6.04,,19.25,2.09,0.29,5.75
2020-03-25 20:00:00,29.62,5.98,,30.2,2.08,0.35,5.72
2020-03-25 21:00:00,32.02,6.12,,39.02,2.21,0.4,5.75
2020-03-25 22:00:00,32.85,6.34,,39.77,2.2,0.45,5.79
2020-03-25 23:00:00,33.22,6.14,,31.02,2.17,0.46,5.76
2020-03-26 00:00:00,33.04,6.3,,31.84,2.44,0.44,5.84
2020-03-26 01:00:00,34.02,6.38,,25.02,2.48,0.44,5.84
2020-03-26 02:00:00,35.59,6.27,,26.1,2.37,0.43,5.86
2020-03-26 03:00:00,38.37,6.71,,29.85,3.33,0.45,5.85
2020-03-26 04:00:00,43.78,6.51,,24.05,3.54,0.47,5.7
2020-03-26 05:00:00,49.37,6.26,,26.62,3.83,0.48,5.79
2020-03-26 06:00:00,53.39,7.1,,51.8,4.08,0.53,5.89
2020-03-26 07:00:00,57.63,6.86,,86.2,4.24,0.57,6.16
2020-03-26 08:00:00,62.83,6.95,,55.95,4.67,0.63,5.83
2020-03-26 09:00:00,67.18,7.12,,91.88,4.82,0.67,6.22
2020-03-26 10:00:00,64.99,6.71,,47.75,4.15,0.63,6.2
2020-03-26 11:00:00,59.91,6.95,,37.72,3.84,0.6,5.89
2020-03-26 12:00:00,52.02,6.99,,28.1,3.12,0.55,6.15
2020-03-26 13:00:00,41.86,7.55,,31.93,2.54,0.53,5.92
2020-03-26 14:00:00,33.35,7.22,,28.77,2.42,0.44,6.17
2020-03-26 15:00:00,27.44,7.1,,20.03,2.25,0.37,5.75
2020-03-26 16:00:00,24.52,6.64,,20.93,2.35,0.31,5.88
2020-03-26 17:00:00,22.75,6.22,,18.0,2.06,0.26,5.87
2020-03-26 18:00:00,21.63,5.75,,18.02,2.19,0.24,5.93
2020-03-26 19:00:00,23.64,5.28,,19.05,2.02,0.24,6.02
2020-03-26 20:00:00,27.24,5.12,,21.13,1.97,0.27,6.13
2020-03-26 21:00:00,30.51,5.41,,26.98,2.31,0.31,5.88
2020-03-26 22:00:00,34.14,5.14,,25.95,2.36,0.32,6.23
2020-03-26 23:00:00,37.35,5.07,,24.02,2.65,0.33,6.08
2020-03-27 00:00:00,40.09,5.18,,24.95,2.58,0.34,6.22
2020-03-27 01:00:00,42.76,4.99,,23.12,2.63,0.35,6.08
2020-03-27 02:00:00,44.83,4.76,,28.05,3.21,0.34,6.12
2020-03-27 03:00:00,46.98,5.0,,29.52,3.24,0.33,6.22
2020-03-27 04:00:00,50.09,5.05,,10.97,3.71,0.33,6.04
2020-03-27 05:00:00,55.62,5.15,,10.02,4.13,0.33,6.12
2020-03-27 06:00:00,60.53,5.33,,11.0,4.3,0.34,6.01
2020-03-27 07:00:00,61.59,4.96,,10.95,4.21,0.34,6.24
2020-03-27 08:00:00,57.18,4.84,,8.97,3.76,0.32,5.86
2020-03-27 09:00:00,54.44,5.13,,7.92,3.79,0.32,6.23
2020-03-27 10:00:00,52.35,4.71,,5.38,3.48,0.32,5.82
2020-03-27 11:00:00,48.66,5.26,,22.07,3.13,0.33,5.69
2020-03-27 12:00:00,43.69,4.96,,25.03,2.36,0.35,5.72
2020-03-27 13:00:00,38.12,4.86,,26.4,2.06,0.34,5.57
2020-03-27 14:00:00,33.07,5.0,,42.22,2.04,0.34,5.77
2020-03-27 15:00:00,27.6,5.28,,51.25,2.02,0.34,5.64
2020-03-27 16:00:00,24.49,5.18,,21.91,2.0,0.35,5.54
2020-03-27 17:00:00,24.49,5.01,,18.32,2.17,0.35,5.75
2020-03-27 18:00:00,24.94,4.84,,30.78,1.94,0.35,5.86
2020-03-27 19:00:00,25.64,4.89,,21.07,1.97,0.38,5.72
2020-03-27 20:00:00,27.87,4.94,,24.0,2.03,0.39,5.88
2020-03-27 21:00:00,30.98,4.76,,24.2,1.95,0.4,5.55
2020-03-27 22:00:00,33.81,5.01,,32.83,2.29,0.42,5.61
2020-03-27 23:00:00,36.19,4.83,,25.87,2.37,0.41,5.74
2020-03-28 00:00:00,37.18,4.66,,20.13,2.5,0.4,5.88
2020-03-28 01:00:00,38.04,4.91,,26.07,2.65,0.41,5.61
2020-03-28 02:00:00,39.04,4.91,,28.93,2.68,0.41,5.86
2020-03-28 03:00:00,40.31,5.11,,25.91,2.73,0.39,5.75
2020-03-28 04:00:00,41.8,5.14,,21.95,2.88,0.39,6.0
2020-03-28 05:00:00,43.61,5.05,,19.93,3.09,0.37,5.77
2020-03-28 06:00:00,46.2,4.87,,17.02,3.2,0.38,5.91
2020-03-28 07:00:00,50.22,4.77,,18.1,3.67,0.4,5.69
2020-03-28 08:00:00,55.22,4.55,,22.02,3.67,0.41,5.73
2020-03-28 09:00:00,58.66,4.62,,22.95,3.97,0.43,5.81
2020-03-28 10:00:00,54.44,4.11,,21.07,3.31,0.41,5.85
2020-03-28 11:00:00,45.75,4.84,,24.02,2.59,0.39,6.1
2020-03-28 12:00:00,38.76,4.88,,24.98,2.14,0.41,5.83
2020-03-28 13:00:00,31.54,4.96,,24.31,1.92,0.42,6.02
2020-03-28 14:00:00,27.01,5.28,,37.75,1.71,0.43,5.86
2020-03-28 15:00:00,25.08,5.12,,27.93,1.97,0.42,5.95
2020-03-28 16:00:00,24.4,5.11,,24.9,2.02,0.4,5.64
2020-03-28 17:00:00,25.09,4.88,,21.02,1.98,0.38,5.83
2020-03-28 18:00:00,25.7,4.6,,21.79,1.91,0.35,5.59
2020-03-28 19:00:00,25.49,4.43,,12.9,1.8,0.34,5.86
2020-03-28 20:00:00,26.76,4.28,,9.09,2.04,0.32,5.96
2020-03-28 21:00:00,29.86,4.54,,13.29,2.42,0.31,5.89
2020-03-28 22:00:00,34.42,4.3,,25.8,2.48,0.33,6.28
2020-03-28 23:00:00,39.6,4.47,,18.07,3.06,0.37,6.06
2020-03-29 00:00:00,45.55,4.36,,20.88,3.32,0.38,5.96
2020-03-29 01:00:00,50.3,4.11,,15.93,3.21,0.37,5.96
2020-03-29 02:00:00,51.75,4.14,,12.95,3.33,0.35,5.99
2020-03-29 03:00:00,52.55,3.98,,11.0,3.32,0.33,6.03
2020-03-29 04:00:00,51.35,4.05,,10.93,3.38,0.3,6.15
2020-03-29 05:00:00,51.28,4.11,,7.93,3.21,0.29,5.82
2020-03-29 06:00:00,52.65,3.89,,4.92,3.42,0.29,6.11
