Datetime,CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3)
2019-11-14 07:00:00,1.2,37.8,125.0,20.15,431.0,316.0,12.1
2019-11-14 08:00:00,1.65,,,21.5,462.0,340.75,13.4
2019-11-14 09:00:00,1.55,,,20.42,538.0,420.5,10.35
2019-11-14 10:00:00,1.15,44.55,89.28,20.0,607.0,378.5,5.78
2019-11-14 11:00:00,1.65,43.33,57.98,17.25,602.25,386.5,2.83
2019-11-14 12:00:00,1.85,45.2,49.23,22.83,538.5,359.5,7.72
2019-11-14 13:00:00,1.6,42.45,46.85,27.98,460.25,322.5,9.03
2019-11-14 14:00:00,2.67,41.1,52.73,30.7,428.0,306.0,9.27
2019-11-14 15:00:00,3.9,43.1,92.77,20.3,463.0,324.25,9.38
2019-11-14 16:00:00,4.35,43.38,98.35,20.4,512.0,337.25,10.1
2019-11-14 17:00:00,4.75,42.03,88.9,23.2,490.75,310.5,10.0
2019-11-14 18:00:00,5.35,41.17,98.5,28.35,520.5,314.0,11.95
2019-11-14 19:00:00,2.42,41.55,151.47,31.9,607.5,336.0,17.95
2019-11-14 20:00:00,4.2,43.95,235.42,33.35,640.5,358.75,23.9
2019-11-14 21:00:00,4.53,44.65,290.4,34.42,672.0,406.0,17.02
2019-11-14 22:00:00,4.03,44.48,284.2,31.92,642.75,395.25,16.5
2019-11-14 23:00:00,2.88,41.67,250.15,30.1,579.0,355.25,15.68
2019-11-15 00:00:00,1.35,36.35,169.68,25.38,486.5,292.5,11.93
2019-11-15 01:00:00,0.33,34.25,87.58,18.8,425.5,260.25,6.83
2019-11-15 02:00:00,,42.4,43.38,18.7,428.5,288.0,1.77
2019-11-15 03:00:00,5.45,49.65,23.7,19.1,600.75,423.0,1.2
2019-11-15 04:00:00,4.65,50.3,23.75,18.77,726.0,531.0,
2019-11-15 05:00:00,4.6,49.92,25.62,18.3,800.0,589.5,9.18
2019-11-15 06:00:00,4.17,49.48,26.25,17.88,791.0,591.0,12.6
2019-11-15 07:00:00,1.15,48.18,33.62,17.23,788.0,591.75,14.18
2019-11-15 08:00:00,1.17,48.65,40.08,18.12,812.5,598.25,14.35
2019-11-15 09:00:00,1.1,50.8,43.1,17.2,827.0,634.5,11.07
2019-11-15 10:00:00,0.68,48.38,43.6,20.3,813.75,633.5,9.27
2019-11-15 11:00:00,0.4,45.92,42.72,30.38,701.5,544.0,8.0
2019-11-15 12:00:00,0.48,45.88,40.52,51.55,650.0,508.75,6.42
2019-11-15 13:00:00,0.95,46.3,34.02,83.83,676.25,524.75,11.15
2019-11-15 14:00:00,0.4,39.85,33.68,91.92,625.75,465.0,12.85
2019-11-15 15:00:00,,30.15,27.6,95.6,449.0,328.5,13.0
2019-11-15 16:00:00,,32.7,30.1,91.28,382.25,279.5,12.15
2019-11-15 17:00:00,,29.27,35.9,58.6,440.75,310.0,11.7
2019-11-15 18:00:00,1.45,26.38,68.62,21.57,353.0,235.0,12.53
2019-11-15 19:00:00,1.7,26.7,145.98,17.0,402.0,240.5,18.58
2019-11-15 20:00:00,1.62,28.15,153.85,17.85,400.75,244.5,22.27
2019-11-15 21:00:00,2.0,29.35,172.03,18.98,386.0,252.25,17.32
2019-11-15 22:00:00,1.15,30.6,199.38,18.65,428.0,275.5,18.43
2019-11-15 23:00:00,0.45,32.05,168.45,17.8,415.5,266.5,17.8
2019-11-16 00:00:00,,33.62,123.1,16.65,423.0,271.0,15.82
2019-11-16 01:00:00,0.45,34.45,79.82,15.15,429.0,271.0,10.8
2019-11-16 02:00:00,0.8,35.0,57.65,15.8,394.25,263.0,6.98
2019-11-16 03:00:00,,30.9,42.7,17.03,364.75,252.75,6.35
2019-11-16 04:00:00,,30.07,34.62,16.98,329.5,235.5,3.3
2019-11-16 05:00:00,1.2,29.07,27.55,16.1,302.75,219.25,10.07
2019-11-16 06:00:00,1.3,28.42,23.27,16.75,293.0,212.75,11.45
2019-11-16 07:00:00,,27.77,24.3,15.67,292.25,212.5,11.6
2019-11-16 08:00:00,,26.7,32.25,16.23,263.0,196.0,11.35
2019-11-16 09:00:00,,,,,,,
2019-11-16 10:00:00,0.8,25.7,27.8,30.6,245.0,152.0,13.4
2019-11-16 11:00:00,0.43,25.0,25.8,42.75,245.75,151.5,12.07
2019-11-16 12:00:00,0.33,18.27,16.6,61.75,253.25,145.5,13.82
2019-11-16 13:00:00,0.38,7.97,5.45,70.3,245.0,124.25,15.78
2019-11-16 14:00:00,0.12,7.2,4.9,59.83,173.25,90.25,13.4
2019-11-16 15:00:00,0.2,6.55,5.97,57.58,170.5,57.5,11.65
2019-11-16 16:00:00,0.12,6.05,5.55,58.1,183.0,56.25,10.23
2019-11-16 17:00:00,0.23,5.97,6.65,56.35,265.0,64.75,12.32
2019-11-16 18:00:00,0.62,5.78,8.67,40.3,286.75,87.0,13.2
2019-11-16 19:00:00,0.88,6.17,13.35,24.83,229.0,82.25,13.8
2019-11-16 20:00:00,1.58,6.05,21.2,21.7,215.75,76.25,14.25
2019-11-16 21:00:00,1.43,6.75,19.0,25.25,229.25,81.25,13.68
2019-11-16 22:00:00,1.52,9.25,20.98,29.98,235.5,113.5,14.02
2019-11-16 23:00:00,1.38,19.88,36.2,31.0,262.25,150.25,13.75
2019-11-17 00:00:00,1.0,21.0,28.4,31.2,253.75,161.75,14.25
2019-11-17 01:00:00,0.67,21.6,24.77,30.45,218.0,152.75,13.0
2019-11-17 02:00:00,0.48,22.0,22.68,25.15,215.5,154.0,11.78
2019-11-17 03:00:00,0.3,19.7,18.55,25.8,189.75,118.75,12.85
2019-11-17 04:00:00,0.35,19.68,16.77,25.85,162.25,108.0,10.93
2019-11-17 05:00:00,0.43,20.5,15.67,27.12,169.25,126.25,12.1
2019-11-17 06:00:00,0.5,20.52,16.27,26.4,184.0,132.25,12.02
2019-11-17 07:00:00,0.53,20.12,18.3,25.02,166.75,118.25,12.23
2019-11-17 08:00:00,0.45,19.95,19.15,23.85,151.0,110.0,12.62
2019-11-17 09:00:00,0.4,19.55,18.15,27.3,144.0,94.0,9.8
2019-11-17 10:00:00,0.3,18.82,16.03,34.4,135.0,83.0,8.38
2019-11-17 11:00:00,0.28,17.8,15.42,43.83,133.0,72.0,7.75
2019-11-17 12:00:00,0.2,3.7,1.6,54.25,136.0,70.0,7.83
2019-11-17 13:00:00,0.23,1.65,1.8,51.38,139.0,55.0,9.8
2019-11-17 14:00:00,0.12,2.15,1.3,54.2,169.0,46.0,11.07
2019-11-17 15:00:00,0.03,2.0,0.88,54.53,133.0,46.0,10.03
2019-11-17 16:00:00,0.03,1.8,1.12,53.77,106.0,25.0,9.73
2019-11-17 17:00:00,0.1,1.65,1.2,51.15,99.0,22.0,10.6
2019-11-17 18:00:00,0.3,1.62,1.97,39.9,88.0,22.0,11.6
2019-11-17 19:00:00,1.3,1.67,5.4,21.7,97.0,24.0,13.2
2019-11-17 20:00:00,1.48,1.98,8.38,20.7,174.0,48.0,14.6
2019-11-17 21:00:00,1.7,2.12,7.55,22.12,186.0,61.0,12.72
2019-11-17 22:00:00,2.08,2.08,8.2,27.2,200.0,89.0,11.9
2019-11-17 23:00:00,1.25,2.45,4.38,32.02,252.0,135.0,12.22
2019-11-18 00:00:00,0.82,1.55,1.48,41.27,245.0,162.0,11.68
2019-11-18 01:00:00,0.67,1.68,1.35,35.92,201.0,144.0,10.0
2019-11-18 02:00:00,0.7,4.33,4.65,30.45,194.0,134.0,9.4
2019-11-18 03:00:00,0.7,10.9,13.1,27.5,223.0,140.0,11.5
2019-11-18 04:00:00,0.57,10.22,12.55,24.48,217.0,150.0,9.32
2019-11-18 05:00:00,0.5,8.68,6.97,27.15,158.0,113.0,10.53
2019-11-18 06:00:00,0.45,8.28,7.28,26.62,169.0,110.0,11.17
2019-11-18 07:00:00,0.5,10.15,14.02,23.85,169.0,102.0,11.15
2019-11-18 08:00:00,0.7,10.2,17.3,21.05,135.0,79.0,11.47
2019-11-18 09:00:00,0.6,9.2,14.65,21.97,134.0,74.0,10.57
2019-11-18 10:00:00,0.57,8.38,10.43,27.52,139.0,68.0,9.98
2019-11-18 11:00:00,0.38,7.18,6.8,40.08,147.0,69.0,8.88
2019-11-18 12:00:00,0.3,5.02,3.75,56.08,150.0,53.0,8.0
2019-11-18 13:00:00,0.3,3.85,1.95,59.58,125.0,40.0,9.8
2019-11-18 14:00:00,0.32,1.05,0.93,63.27,116.0,39.0,10.55
2019-11-18 15:00:00,0.33,1.3,1.23,64.55,101.0,61.0,9.32
2019-11-18 16:00:00,0.23,2.05,1.9,57.42,113.0,,8.93
2019-11-18 17:00:00,0.33,2.98,3.88,53.6,119.0,,9.62
2019-11-18 18:00:00,0.93,1.95,5.85,22.35,106.0,,9.72
2019-11-18 19:00:00,1.83,1.62,10.6,24.07,197.0,58.0,12.65
2019-11-18 20:00:00,3.4,5.05,49.2,27.88,238.0,83.0,18.5
2019-11-18 21:00:00,3.77,5.25,63.0,25.8,331.0,155.0,14.05
2019-11-18 22:00:00,4.3,5.75,74.25,25.48,243.0,103.0,14.12
2019-11-18 23:00:00,3.6,6.65,70.88,26.05,273.0,133.0,14.93
2019-11-19 00:00:00,2.62,6.22,60.4,23.9,216.0,108.0,13.92
2019-11-19 01:00:00,0.82,6.5,53.85,23.7,190.0,96.0,11.05
2019-11-19 02:00:00,0.2,4.33,22.32,24.6,197.0,123.0,8.12
2019-11-19 03:00:00,,1.25,5.8,23.67,180.0,106.0,5.6
2019-11-19 04:00:00,,2.7,11.45,23.7,173.0,111.0,3.83
2019-11-19 05:00:00,,3.12,8.1,23.4,168.0,112.0,10.22
2019-11-19 06:00:00,,5.62,16.77,23.95,175.0,118.0,11.7
2019-11-19 07:00:00,0.6,6.42,19.9,23.52,177.0,105.0,12.75
2019-11-19 08:00:00,0.8,6.32,20.45,23.52,160.0,95.0,12.97
2019-11-19 09:00:00,0.78,6.5,23.92,23.32,180.0,94.0,12.07
2019-11-19 10:00:00,0.6,7.25,15.82,25.27,193.0,97.0,11.48
2019-11-19 11:00:00,0.43,7.0,9.85,33.62,241.0,112.0,7.9
2019-11-19 12:00:00,0.28,6.1,6.95,49.5,201.0,100.0,8.43
2019-11-19 13:00:00,0.47,5.97,5.22,68.9,189.0,85.0,11.77
2019-11-19 14:00:00,0.4,5.65,4.12,87.0,184.0,110.0,11.27
2019-11-19 15:00:00,0.35,4.47,3.05,89.57,158.0,108.0,11.5
2019-11-19 16:00:00,0.3,3.17,3.35,82.55,157.0,85.0,11.33
2019-11-19 17:00:00,0.5,3.38,5.0,55.27,139.0,62.0,11.75
2019-11-19 18:00:00,1.4,3.65,12.15,22.9,135.0,52.0,13.77
2019-11-19 19:00:00,3.08,5.25,40.55,26.35,334.0,77.0,19.3
2019-11-19 20:00:00,3.75,5.65,63.83,26.23,368.0,151.0,25.27
2019-11-19 21:00:00,4.97,6.2,86.05,27.75,272.0,111.0,17.2
2019-11-19 22:00:00,5.62,6.85,94.67,32.25,337.0,153.0,19.17
2019-11-19 23:00:00,4.55,6.75,82.58,29.52,354.0,188.0,19.92
2019-11-20 00:00:00,3.0,6.5,67.25,26.85,263.0,136.0,17.95
2019-11-20 01:00:00,1.27,6.07,57.62,24.58,229.0,116.0,12.88
2019-11-20 02:00:00,1.03,2.28,18.98,26.1,213.0,110.0,10.82
2019-11-20 03:00:00,0.9,0.45,1.9,27.8,210.0,113.0,7.65
2019-11-20 04:00:00,0.75,0.35,3.17,27.33,197.0,114.0,7.83
2019-11-20 05:00:00,0.38,0.65,4.55,27.12,169.0,106.0,10.3
2019-11-20 06:00:00,0.5,0.75,3.65,25.98,172.0,107.0,10.15
2019-11-20 07:00:00,1.23,0.38,2.33,27.25,206.0,122.0,9.7
2019-11-20 08:00:00,1.62,0.32,2.32,27.65,240.0,141.0,11.4
2019-11-20 09:00:00,1.2,1.1,6.77,24.65,288.0,158.0,7.98
2019-11-20 10:00:00,0.7,2.58,8.75,25.6,246.0,127.0,5.72
2019-11-20 11:00:00,0.53,0.62,1.07,32.38,328.0,157.5,3.72
2019-11-20 12:00:00,0.25,13.92,2.95,52.6,328.0,179.0,3.55
2019-11-20 13:00:00,0.32,12.85,12.8,74.6,285.0,159.25,13.33
2019-11-20 14:00:00,0.2,14.55,14.43,93.25,211.5,131.75,13.65
2019-11-20 15:00:00,0.12,14.75,15.82,95.65,211.0,113.5,12.73
2019-11-20 16:00:00,0.18,12.73,16.12,86.25,196.0,94.75,11.4
2019-11-20 17:00:00,0.57,12.1,19.68,64.38,230.25,90.25,12.65
2019-11-20 18:00:00,1.55,11.43,37.12,27.0,350.75,103.75,12.18
2019-11-20 19:00:00,3.32,2.82,19.38,30.1,417.5,139.25,19.43
2019-11-20 20:00:00,5.85,1.1,10.9,36.53,467.0,201.0,29.03
2019-11-20 21:00:00,7.98,14.32,176.22,41.67,499.25,260.0,21.02
2019-11-20 22:00:00,8.33,13.68,212.0,38.12,489.75,276.75,25.02
2019-11-20 23:00:00,8.03,13.98,220.9,36.52,404.5,225.25,28.35
2019-11-21 00:00:00,4.83,12.4,186.45,29.93,346.75,199.0,25.8
2019-11-21 01:00:00,2.85,13.12,165.8,31.4,257.75,148.25,12.08
2019-11-21 02:00:00,2.7,14.48,163.85,30.9,249.75,152.25,9.05
2019-11-21 03:00:00,2.15,18.1,224.95,29.08,229.25,133.75,4.05
2019-11-21 04:00:00,2.42,20.07,242.97,29.8,209.0,133.25,5.5
2019-11-21 05:00:00,2.33,21.27,228.5,32.15,221.75,144.0,8.72
2019-11-21 06:00:00,1.92,24.03,201.97,36.28,239.5,151.75,10.12
2019-11-21 07:00:00,2.45,26.05,203.68,47.25,287.0,183.0,11.12
2019-11-21 08:00:00,3.87,28.48,251.8,68.03,396.25,245.5,15.15
2019-11-21 09:00:00,4.8,26.85,347.15,113.2,472.75,270.75,17.5
2019-11-21 10:00:00,3.9,29.4,320.47,130.88,474.25,244.25,15.12
2019-11-21 11:00:00,1.3,29.95,138.75,53.65,457.75,236.25,8.15
2019-11-21 12:00:00,0.75,27.3,51.25,53.33,397.5,192.5,1.0
2019-11-21 13:00:00,0.35,26.25,29.98,88.78,323.0,162.5,13.35
2019-11-21 14:00:00,0.35,22.33,19.6,102.78,238.5,140.0,12.6
2019-11-21 15:00:00,0.6,20.43,23.25,101.62,184.5,110.5,9.57
2019-11-21 16:00:00,1.27,21.48,36.75,84.72,222.75,111.0,10.38
2019-11-21 17:00:00,1.93,23.92,61.88,46.78,370.5,145.0,15.1
2019-11-21 18:00:00,1.73,24.75,86.57,30.62,395.5,148.0,15.62
2019-11-21 19:00:00,2.98,24.52,129.1,27.02,344.25,130.5,17.25
2019-11-21 20:00:00,5.9,27.65,244.03,37.27,409.75,166.75,24.6
2019-11-21 21:00:00,6.97,28.55,302.12,40.5,480.75,247.25,20.33
2019-11-21 22:00:00,6.75,25.77,353.15,34.5,443.25,243.75,23.25
2019-11-21 23:00:00,6.7,23.95,382.93,32.42,373.5,196.0,26.48
2019-11-22 00:00:00,6.22,16.77,272.27,33.73,334.5,180.5,25.95
2019-11-22 01:00:00,2.12,23.38,316.85,33.38,331.0,206.25,11.52
2019-11-22 02:00:00,1.05,24.2,260.55,32.95,299.5,197.5,5.32
2019-11-22 03:00:00,0.5,22.5,231.85,30.7,275.0,169.5,1.25
2019-11-22 04:00:00,0.3,23.55,201.3,31.1,260.5,167.75,0.7
2019-11-22 05:00:00,,18.02,155.9,31.3,237.25,153.75,13.18
2019-11-22 06:00:00,0.1,15.38,110.05,32.25,246.5,145.75,15.15
2019-11-22 07:00:00,1.33,17.05,85.65,30.2,255.5,160.75,14.88
2019-11-22 08:00:00,1.67,13.77,94.82,31.05,279.5,169.25,15.25
2019-11-22 09:00:00,2.65,18.8,141.15,34.95,367.0,199.5,13.12
2019-11-22 10:00:00,1.0,14.4,92.97,29.05,459.75,226.5,8.9
2019-11-22 11:00:00,0.1,15.75,39.05,30.2,427.25,190.75,3.62
2019-11-22 12:00:00,0.62,17.05,25.82,57.15,312.0,153.25,2.33
2019-11-22 13:00:00,0.5,14.85,18.82,86.88,380.0,155.75,8.28
2019-11-22 14:00:00,0.32,16.23,14.53,105.38,262.5,133.0,9.4
2019-11-22 15:00:00,0.35,15.28,13.6,114.03,226.75,105.75,11.47
2019-11-22 16:00:00,0.43,14.07,15.0,106.55,250.25,114.5,10.28
2019-11-22 17:00:00,0.82,14.38,20.02,76.95,236.25,120.75,14.5
2019-11-22 18:00:00,2.12,15.03,46.78,31.22,299.0,138.0,16.0
2019-11-22 19:00:00,3.45,16.27,116.38,26.07,385.25,153.5,20.12
2019-11-22 20:00:00,5.65,15.03,174.07,29.45,412.75,181.25,31.62
2019-11-22 21:00:00,6.25,12.45,175.3,30.77,421.0,209.25,18.1
2019-11-22 22:00:00,6.38,12.75,158.95,30.38,421.5,218.5,17.3
2019-11-22 23:00:00,5.5,16.38,177.82,29.95,407.25,212.0,18.65
2019-11-23 00:00:00,4.17,14.9,142.95,30.18,357.75,198.0,17.83
2019-11-23 01:00:00,0.9,18.3,114.2,27.45,335.75,196.75,10.8
2019-11-23 02:00:00,,16.0,57.9,22.4,281.75,172.0,4.4
2019-11-23 03:00:00,,20.6,50.45,23.62,244.0,133.25,
2019-11-23 04:00:00,,19.1,44.12,23.9,199.75,124.5,
2019-11-23 05:00:00,,10.0,24.38,22.9,185.0,121.5,6.45
2019-11-23 06:00:00,,13.9,14.95,22.23,195.0,121.75,5.75
2019-11-23 07:00:00,0.53,13.2,16.98,20.45,209.25,131.25,4.25
2019-11-23 08:00:00,0.6,12.52,22.4,22.22,193.75,116.25,4.03
2019-11-23 09:00:00,0.67,12.47,19.47,22.97,220.25,117.5,8.6
2019-11-23 10:00:00,0.7,9.28,15.5,23.4,266.0,128.25,10.25
2019-11-23 11:00:00,0.62,12.8,14.57,27.45,293.5,128.0,11.9
2019-11-23 12:00:00,0.57,9.2,9.05,37.9,312.5,125.0,14.92
2019-11-23 13:00:00,0.5,15.6,14.88,39.02,336.25,118.0,10.15
2019-11-23 14:00:00,0.45,14.0,14.2,51.15,236.0,95.0,8.82
2019-11-23 15:00:00,0.47,14.05,14.17,57.17,200.75,89.5,9.75
2019-11-23 16:00:00,0.43,13.0,14.65,52.0,225.0,89.75,9.75
2019-11-23 17:00:00,0.65,12.23,19.48,34.62,227.0,82.75,14.23
2019-11-23 18:00:00,1.4,12.68,42.17,19.45,246.25,81.25,17.67
2019-11-23 19:00:00,1.35,13.4,58.4,20.62,362.25,105.75,20.07
2019-11-23 20:00:00,1.6,13.78,57.95,21.57,264.0,106.5,22.77
2019-11-23 21:00:00,0.9,8.88,26.9,20.6,243.0,106.0,15.58
2019-11-23 22:00:00,0.95,11.6,32.62,20.62,211.0,92.5,12.57
2019-11-23 23:00:00,0.45,11.4,27.38,21.27,217.0,96.5,12.45
2019-11-24 00:00:00,0.12,13.07,19.82,22.15,192.25,95.25,10.9
2019-11-24 01:00:00,0.45,13.22,14.95,22.55,175.5,97.0,10.2
2019-11-24 02:00:00,0.35,16.32,17.08,23.4,185.75,102.5,10.5
2019-11-24 03:00:00,0.2,21.1,21.75,24.53,180.75,109.0,10.55
2019-11-24 04:00:00,0.2,21.7,20.32,25.9,164.0,102.5,9.18
2019-11-24 05:00:00,0.18,21.7,19.3,24.4,150.75,92.0,11.68
2019-11-24 06:00:00,0.23,23.15,19.9,24.38,153.25,94.75,12.3
2019-11-24 07:00:00,0.55,23.62,23.45,21.32,172.5,103.0,12.12
2019-11-24 08:00:00,0.6,23.68,28.85,21.55,176.0,104.0,12.27
2019-11-24 09:00:00,0.62,23.75,28.85,24.57,185.25,107.25,12.32
2019-11-24 10:00:00,0.5,22.4,22.73,32.55,187.0,104.5,11.88
2019-11-24 11:00:00,0.43,20.65,18.52,45.02,157.25,89.75,11.43
2019-11-24 12:00:00,0.38,18.45,16.2,55.88,135.25,72.0,9.65
2019-11-24 13:00:00,0.4,17.45,15.75,62.48,125.5,58.5,11.57
2019-11-24 14:00:00,0.32,5.55,3.6,67.85,133.5,60.5,11.78
2019-11-24 15:00:00,0.3,6.3,5.25,66.4,120.25,55.5,12.53
2019-11-24 16:00:00,0.48,6.28,7.65,51.6,131.0,62.5,12.28
2019-11-24 17:00:00,1.0,6.05,16.3,22.62,150.75,63.75,13.42
2019-11-24 18:00:00,1.18,7.78,23.05,19.15,211.75,74.75,15.28
2019-11-24 19:00:00,0.78,7.92,21.12,18.52,235.75,85.75,15.85
2019-11-24 20:00:00,1.27,7.12,19.98,19.83,219.75,97.5,15.75
2019-11-24 21:00:00,1.25,7.52,23.42,19.7,243.75,108.75,14.47
2019-11-24 22:00:00,0.95,8.32,22.23,18.88,229.25,110.75,13.2
2019-11-24 23:00:00,0.7,8.12,21.02,20.07,204.75,109.25,13.3
2019-11-25 00:00:00,0.5,8.4,16.62,19.75,196.25,105.25,12.15
2019-11-25 01:00:00,0.78,8.12,16.12,20.88,181.5,104.25,13.85
2019-11-25 02:00:00,0.75,17.65,40.97,20.6,178.25,112.0,14.57
2019-11-25 03:00:00,0.6,21.75,48.35,19.25,173.25,99.0,16.15
2019-11-25 04:00:00,0.55,21.62,45.02,19.2,170.75,103.5,14.68
2019-11-25 05:00:00,0.57,21.83,45.43,18.45,159.75,99.25,11.67
2019-11-25 06:00:00,0.53,21.72,57.27,20.0,183.5,103.25,11.25
2019-11-25 07:00:00,0.95,22.1,85.9,19.07,251.25,112.25,14.15
2019-11-25 08:00:00,1.22,23.48,95.58,19.72,214.75,113.25,14.4
2019-11-25 09:00:00,1.3,24.73,99.67,19.77,264.75,128.0,12.68
2019-11-25 10:00:00,1.18,24.35,78.47,20.8,326.5,136.5,11.48
2019-11-25 11:00:00,1.05,22.43,68.67,19.62,259.75,113.0,11.75
2019-11-25 12:00:00,0.62,19.12,53.83,22.9,204.25,87.5,7.9
2019-11-25 13:00:00,0.57,17.1,39.12,38.32,143.25,51.75,12.2
2019-11-25 14:00:00,0.62,17.95,36.6,49.67,155.25,68.0,14.55
2019-11-25 15:00:00,0.57,10.93,18.62,62.43,153.0,72.25,14.68
2019-11-25 16:00:00,0.55,9.1,15.28,55.55,157.5,71.75,14.5
2019-11-25 17:00:00,0.88,9.23,23.52,36.38,171.0,86.0,13.28
2019-11-25 18:00:00,1.92,7.22,24.55,22.32,217.0,78.0,12.75
2019-11-25 19:00:00,2.83,21.85,136.18,22.33,406.0,103.0,17.02
2019-11-25 20:00:00,5.45,26.3,210.62,24.88,335.0,116.0,25.15
2019-11-25 21:00:00,7.38,27.12,306.07,28.12,460.0,208.0,23.7
2019-11-25 22:00:00,7.53,22.98,276.35,26.05,473.0,241.0,28.7
2019-11-25 23:00:00,6.75,18.62,262.05,24.93,393.0,205.0,31.98
2019-11-26 00:00:00,5.1,18.62,248.85,38.48,321.0,166.0,30.22
2019-11-26 01:00:00,1.4,17.68,198.95,93.42,266.0,135.0,12.0
2019-11-26 02:00:00,0.43,21.6,183.6,144.1,227.0,128.0,6.0
2019-11-26 03:00:00,0.0,21.1,187.8,141.72,197.0,113.0,1.8
2019-11-26 04:00:00,,21.98,174.93,151.48,177.0,105.0,1.3
2019-11-26 05:00:00,,24.8,160.72,151.05,162.0,101.0,9.23
2019-11-26 06:00:00,,24.02,137.57,145.62,205.0,130.0,12.22
2019-11-26 07:00:00,1.57,23.68,144.38,141.78,211.0,117.0,13.2
2019-11-26 08:00:00,2.7,25.3,176.52,142.68,197.0,108.0,15.35
2019-11-26 09:00:00,2.92,25.73,223.43,107.6,304.0,157.0,12.68
2019-11-26 10:00:00,0.62,24.43,106.6,42.23,299.0,144.0,7.28
2019-11-26 11:00:00,0.1,22.4,49.7,24.52,232.0,112.0,3.15
2019-11-26 12:00:00,,22.17,27.4,38.05,202.0,85.0,0.4
2019-11-26 13:00:00,0.17,21.12,15.05,54.23,210.0,86.0,12.03
2019-11-26 14:00:00,0.17,20.77,15.62,57.95,173.0,63.0,12.95
2019-11-26 15:00:00,0.6,20.93,32.62,48.25,124.0,59.0,12.6
2019-11-26 16:00:00,0.85,22.15,42.73,41.9,171.0,77.0,12.28
2019-11-26 17:00:00,1.43,25.12,63.98,24.62,204.0,91.0,13.12
2019-11-26 18:00:00,2.22,28.62,101.35,42.35,301.0,119.0,15.38
2019-11-26 19:00:00,1.35,25.62,108.55,32.17,356.0,155.0,18.5
2019-11-26 20:00:00,,18.95,40.48,21.02,255.0,123.0,18.07
2019-11-26 21:00:00,0.3,16.15,37.55,17.95,172.0,48.0,15.5
2019-11-26 22:00:00,0.28,15.2,34.65,16.8,94.0,33.0,13.6
2019-11-26 23:00:00,0.12,14.65,28.1,16.25,70.0,30.0,12.28
2019-11-27 00:00:00,0.15,13.93,28.45,15.62,52.0,28.0,11.35
2019-11-27 01:00:00,0.23,13.6,27.02,17.72,52.0,19.0,10.7
2019-11-27 02:00:00,0.1,14.32,17.6,22.85,39.0,16.0,9.97
2019-11-27 03:00:00,0.2,13.2,13.55,22.07,34.0,13.0,10.35
2019-11-27 04:00:00,0.3,12.05,15.75,21.25,31.0,12.0,8.85
2019-11-27 05:00:00,0.28,12.22,18.98,16.78,33.0,12.0,10.33
2019-11-27 06:00:00,0.35,13.6,21.23,16.73,24.0,11.0,11.42
2019-11-27 07:00:00,0.73,14.0,36.95,18.32,75.0,35.0,12.98
2019-11-27 08:00:00,1.8,14.67,78.82,19.38,134.75,49.25,16.62
2019-11-27 09:00:00,2.05,14.95,106.32,35.3,182.0,61.75,13.9
2019-11-27 10:00:00,1.05,14.35,69.15,45.17,180.25,67.75,11.43
2019-11-27 11:00:00,0.93,14.35,56.28,33.65,177.75,37.25,10.32
2019-11-27 12:00:00,1.02,15.5,47.65,28.08,181.25,51.0,10.45
2019-11-27 13:00:00,0.62,17.55,42.78,35.42,176.25,68.75,13.57
2019-11-27 14:00:00,0.3,18.82,24.55,54.62,192.5,84.75,13.83
2019-11-27 15:00:00,0.28,18.68,26.57,44.53,157.25,77.75,13.08
2019-11-27 16:00:00,0.7,18.75,44.78,26.28,199.0,72.5,11.7
2019-11-27 17:00:00,0.8,21.85,45.0,27.05,299.5,88.75,13.05
2019-11-27 18:00:00,0.77,20.23,41.55,21.83,192.5,93.5,13.73
2019-11-27 19:00:00,1.08,21.05,61.2,19.2,161.0,87.25,13.98
2019-11-27 20:00:00,1.08,22.02,54.03,41.3,175.25,99.75,13.93
2019-11-27 21:00:00,1.15,21.7,49.42,20.3,164.5,99.0,12.53
2019-11-27 22:00:00,0.38,18.7,33.7,24.2,152.75,88.25,10.97
2019-11-27 23:00:00,0.0,14.62,27.55,28.8,97.75,47.0,10.28
2019-11-28 00:00:00,0.1,13.05,25.75,83.18,50.0,19.0,9.88
2019-11-28 01:00:00,0.25,12.98,24.73,39.03,42.0,16.0,13.78
2019-11-28 02:00:00,0.12,12.88,18.02,30.2,37.5,16.5,15.12
2019-11-28 03:00:00,0.1,11.85,14.75,30.07,39.25,17.5,14.53
2019-11-28 04:00:00,0.15,11.57,15.97,24.3,31.5,15.0,14.4
2019-11-28 05:00:00,0.12,11.43,17.73,27.55,30.5,11.25,10.8
2019-11-28 06:00:00,0.08,11.7,16.23,32.22,23.25,11.0,9.47
2019-11-28 07:00:00,0.32,11.5,19.27,26.83,26.5,17.0,9.02
2019-11-28 08:00:00,0.45,12.28,26.65,19.55,45.75,18.75,9.82
2019-11-28 09:00:00,0.43,12.62,26.17,18.57,75.0,22.0,9.68
2019-11-28 10:00:00,0.57,12.88,29.75,20.15,55.75,16.5,9.85
2019-11-28 11:00:00,0.85,4.78,8.8,31.75,55.5,22.5,9.8
2019-11-28 12:00:00,0.75,3.83,7.27,28.12,77.0,39.5,10.93
