Datetime,PM10 (ug/m3),NOx (ppb),Ozone (ug/m3),CO (mg/m3),PM2.5 (),NH3 (ug/m3),SO2 (ug/m3)
2020-08-17 11:00:00,81.0,16.98,,1.34,30.25,27.84,6.95
2020-08-17 12:00:00,83.0,14.78,,1.23,29.25,30.59,6.85
2020-08-17 13:00:00,84.0,15.94,,1.37,27.25,33.1,6.95
2020-08-17 14:00:00,101.25,23.36,,1.45,28.75,28.41,5.7
2020-08-17 15:00:00,118.0,17.1,,1.23,38.25,28.86,5.2
2020-08-17 16:00:00,124.25,19.32,,1.46,34.25,29.19,5.88
2020-08-17 17:00:00,41.75,17.85,,1.29,25.5,29.48,6.03
2020-08-17 18:00:00,20.0,24.76,,1.9,12.0,28.09,6.17
2020-08-17 19:00:00,26.0,41.28,,2.92,13.0,25.98,6.45
2020-08-17 20:00:00,29.25,53.39,,3.72,23.25,23.32,6.25
2020-08-17 21:00:00,38.5,57.1,,4.02,33.25,21.96,6.53
2020-08-17 22:00:00,58.0,41.15,,3.33,35.75,24.83,6.78
2020-08-17 23:00:00,55.0,31.65,,2.7,37.0,26.22,8.0
2020-08-18 00:00:00,49.0,36.53,,2.73,32.0,24.09,8.3
2020-08-18 01:00:00,53.0,29.47,,2.36,30.0,24.93,7.88
2020-08-18 02:00:00,46.0,21.63,,1.75,30.0,27.08,7.03
2020-08-18 03:00:00,46.0,17.03,,1.47,25.5,27.51,6.62
2020-08-18 04:00:00,53.0,18.18,,1.48,30.5,27.2,6.4
2020-08-18 05:00:00,46.0,18.48,,1.18,35.75,27.31,6.75
2020-08-18 06:00:00,43.0,17.37,,1.64,28.5,28.17,7.38
2020-08-18 07:00:00,42.0,19.57,,1.8,27.0,27.94,7.35
2020-08-18 08:00:00,51.0,24.28,,1.87,28.75,26.59,7.7
2020-08-18 09:00:00,58.0,18.38,,1.56,31.5,27.57,6.65
2020-08-18 10:00:00,72.25,19.63,,2.02,38.5,29.16,5.6
2020-08-18 11:00:00,82.25,21.72,,2.31,45.5,29.17,5.42
2020-08-18 12:00:00,102.75,18.95,,2.1,60.0,28.87,6.45
2020-08-18 13:00:00,82.5,25.72,,1.7,42.5,27.53,6.9
2020-08-18 14:00:00,64.0,38.09,,1.65,29.0,26.35,6.8
2020-08-18 15:00:00,66.0,77.68,,1.71,30.0,23.34,7.33
2020-08-18 16:00:00,,14.73,,0.66,,33.76,5.9
2020-08-18 17:00:00,,15.99,,,,31.79,6.75
2020-08-18 18:00:00,,17.08,32.92,0.28,,31.05,
2020-08-18 19:00:00,25.0,,23.62,0.49,,,
2020-08-18 20:00:00,33.25,28.47,17.55,0.68,7.0,28.46,4.7
2020-08-18 21:00:00,43.25,30.92,16.9,0.7,10.75,29.69,4.58
2020-08-18 22:00:00,54.0,33.78,14.45,0.63,13.75,35.8,4.15
2020-08-18 23:00:00,48.75,29.95,18.45,0.44,19.5,28.9,3.42
2020-08-19 00:00:00,35.0,30.71,14.9,0.61,13.0,26.86,3.75
2020-08-19 01:00:00,34.25,22.49,17.7,0.4,17.5,28.85,4.53
2020-08-19 02:00:00,48.0,20.05,26.18,0.25,18.0,31.48,5.82
2020-08-19 03:00:00,46.0,20.86,23.95,0.25,19.0,32.53,5.78
2020-08-19 04:00:00,39.0,26.62,20.45,0.24,28.25,28.32,5.47
2020-08-19 05:00:00,40.0,28.19,15.43,0.3,18.0,26.98,4.3
2020-08-19 06:00:00,47.0,21.45,20.85,0.18,23.5,28.42,3.92
2020-08-19 07:00:00,37.75,15.62,27.57,0.43,14.75,30.8,3.75
2020-08-19 08:00:00,26.0,16.02,21.05,0.47,14.75,30.12,4.62
2020-08-19 09:00:00,22.0,13.77,29.7,0.25,17.75,30.08,5.35
2020-08-19 10:00:00,14.0,16.41,49.2,0.28,10.5,29.29,5.45
2020-08-19 11:00:00,17.0,21.56,53.53,0.31,8.0,27.84,4.88
2020-08-19 12:00:00,17.0,34.63,27.82,0.75,10.75,24.67,3.5
2020-08-19 13:00:00,16.25,40.45,18.58,0.96,9.25,23.52,3.42
2020-08-19 14:00:00,23.0,30.54,30.77,0.65,16.5,25.23,4.33
2020-08-19 15:00:00,21.0,30.91,34.9,0.78,14.25,27.77,8.98
2020-08-19 16:00:00,21.0,27.48,22.0,0.69,18.5,29.76,11.57
2020-08-19 17:00:00,30.0,25.86,25.83,0.66,19.0,30.05,11.6
2020-08-19 18:00:00,32.25,39.7,23.12,1.45,18.25,27.89,11.28
2020-08-19 19:00:00,44.0,39.13,20.57,1.33,23.75,27.41,11.5
2020-08-19 20:00:00,42.25,41.85,19.07,1.57,26.75,25.96,12.0
2020-08-19 21:00:00,43.25,52.9,17.75,1.93,29.75,23.77,12.78
2020-08-19 22:00:00,53.0,54.36,17.07,1.93,29.0,22.91,13.68
2020-08-19 23:00:00,50.75,37.21,17.6,1.38,28.0,26.22,14.62
2020-08-20 00:00:00,40.0,23.05,21.65,0.87,26.5,28.57,14.5
2020-08-20 01:00:00,40.0,20.0,25.2,0.45,26.0,29.59,12.88
2020-08-20 02:00:00,40.0,27.47,26.0,0.31,23.0,28.07,11.8
2020-08-20 03:00:00,26.0,29.09,43.12,0.17,13.75,33.03,10.22
2020-08-20 04:00:00,18.0,39.31,59.33,0.11,8.25,28.04,9.25
2020-08-20 05:00:00,5.0,36.27,59.1,0.11,4.0,27.27,8.12
2020-08-20 06:00:00,9.0,31.52,56.88,0.13,1.25,27.56,7.85
2020-08-20 07:00:00,9.0,28.85,51.45,0.15,3.0,27.81,7.78
2020-08-20 08:00:00,7.0,30.7,51.9,0.2,2.5,27.26,8.0
2020-08-20 09:00:00,,,,,,,
2020-08-20 10:00:00,,,,,,,
2020-08-20 11:00:00,,,,,,,
2020-08-20 12:00:00,,,,,,,
2020-08-20 13:00:00,,0.0,,0.0,,,
2020-08-20 14:00:00,,6.73,25.8,0.31,,29.77,3.85
2020-08-20 15:00:00,,23.98,24.48,0.68,,19.13,4.47
2020-08-20 16:00:00,,18.16,29.7,0.54,,20.0,4.55
2020-08-20 17:00:00,,21.11,18.98,0.57,,18.13,4.6
2020-08-20 18:00:00,,,,,,,
2020-08-20 19:00:00,,0.0,,0.0,,240.07,
2020-08-20 20:00:00,,28.3,16.6,1.18,,101.21,4.62
2020-08-20 21:00:00,,,,,,,
2020-08-20 22:00:00,,,,,,,
2020-08-20 23:00:00,,,,,,,
2020-08-21 00:00:00,,,,,,,
2020-08-21 01:00:00,,,,,,,
2020-08-21 02:00:00,,,,,,,
2020-08-21 03:00:00,,,,,,,
2020-08-21 04:00:00,,,,,,,
2020-08-21 05:00:00,,,,,,,
2020-08-21 06:00:00,,,,,,,
2020-08-21 07:00:00,,,,,,,
2020-08-21 08:00:00,,,,,,,
2020-08-21 09:00:00,,,,,,,
2020-08-21 10:00:00,,,,,,,
2020-08-21 11:00:00,,,,,,,
2020-08-21 12:00:00,,,,,,,
2020-08-21 13:00:00,,0.0,,0.0,,,
2020-08-21 14:00:00,,3.89,,0.0,,27.81,
2020-08-21 15:00:00,,20.78,,,,17.78,
2020-08-21 16:00:00,,21.25,,,,17.22,
2020-08-21 17:00:00,,17.31,,0.51,,20.19,
2020-08-21 18:00:00,,,196.2,0.92,,,6.3
2020-08-21 19:00:00,,,149.73,1.37,,,6.72
2020-08-21 20:00:00,,,69.45,1.5,,,6.55
2020-08-21 21:00:00,,,66.83,1.55,,,7.2
2020-08-21 22:00:00,,,149.85,1.82,,,5.55
2020-08-21 23:00:00,,,,1.9,,,6.25
2020-08-22 00:00:00,,,,1.92,,,7.0
2020-08-22 01:00:00,,,,0.96,,,8.8
2020-08-22 02:00:00,,,,0.56,,,8.18
2020-08-22 03:00:00,,,,0.43,,,7.72
2020-08-22 04:00:00,,,,0.34,,,8.45
2020-08-22 05:00:00,,,,,,,
2020-08-22 06:00:00,,,,,,,
2020-08-22 07:00:00,,,,,,,
2020-08-22 08:00:00,,0.0,,0.0,,,
2020-08-22 09:00:00,,,,,,,
2020-08-22 10:00:00,,,,,,,
2020-08-22 11:00:00,,0.0,,0.0,,,
2020-08-22 12:00:00,,0.0,73.4,0.0,,,12.1
2020-08-22 13:00:00,,,130.9,,,,5.9
2020-08-22 14:00:00,,,,,,,
2020-08-22 15:00:00,,0.0,,0.0,,,
2020-08-22 16:00:00,,0.0,162.6,0.27,,,5.05
2020-08-22 17:00:00,,29.44,,0.54,,8.53,4.07
2020-08-22 18:00:00,,17.57,190.8,0.64,,14.79,4.05
2020-08-22 19:00:00,,10.18,,0.57,,77.52,3.2
2020-08-22 20:00:00,,21.95,,1.02,,9.04,2.88
2020-08-22 21:00:00,,22.62,,0.91,,9.84,2.88
2020-08-22 22:00:00,,15.38,,0.73,,15.47,3.38
2020-08-22 23:00:00,,16.89,,0.7,,12.56,3.67
2020-08-23 00:00:00,,13.51,,0.65,,15.36,3.9
2020-08-23 01:00:00,,11.38,,0.59,,16.75,3.6
2020-08-23 02:00:00,25.0,12.18,,0.57,19.75,16.1,3.43
2020-08-23 03:00:00,26.0,11.48,,0.53,10.75,16.37,3.1
2020-08-23 04:00:00,24.0,10.81,,0.52,14.75,16.7,2.75
2020-08-23 05:00:00,26.0,11.96,,0.53,14.25,15.46,2.67
2020-08-23 06:00:00,25.0,11.93,,0.58,15.0,15.33,2.92
2020-08-23 07:00:00,34.0,11.38,,0.69,20.5,16.54,2.9
2020-08-23 08:00:00,48.0,13.33,,0.67,23.75,15.05,3.12
2020-08-23 09:00:00,47.75,11.45,,0.64,23.0,16.59,3.17
2020-08-23 10:00:00,34.0,15.5,,0.65,23.75,13.6,4.62
2020-08-23 11:00:00,23.25,9.86,,0.71,15.75,17.87,3.3
2020-08-23 12:00:00,47.25,13.79,,0.65,18.75,14.15,2.83
2020-08-23 13:00:00,57.0,11.81,,0.69,22.75,15.74,2.9
2020-08-23 14:00:00,70.75,13.11,,0.65,21.0,15.16,2.77
2020-08-23 15:00:00,60.25,11.93,,0.65,21.0,16.25,2.83
2020-08-23 16:00:00,63.75,11.93,,0.65,15.5,15.93,2.48
2020-08-23 17:00:00,29.25,13.65,,0.62,12.25,15.06,2.4
2020-08-23 18:00:00,48.0,14.08,,0.63,12.75,13.82,2.27
2020-08-23 19:00:00,45.25,16.84,,0.75,16.75,12.2,2.65
2020-08-23 20:00:00,70.0,16.15,,0.81,16.0,12.37,2.88
2020-08-23 21:00:00,67.0,17.29,,0.88,15.0,13.49,2.95
2020-08-23 22:00:00,68.5,14.95,,0.78,15.0,14.09,3.17
2020-08-23 23:00:00,38.75,11.86,,0.7,7.75,15.56,3.18
2020-08-24 00:00:00,32.0,12.82,,0.71,10.5,15.24,3.3
2020-08-24 01:00:00,42.75,11.56,,0.55,25.75,15.73,3.15
2020-08-24 02:00:00,22.0,12.12,,0.52,12.25,15.73,3.38
2020-08-24 03:00:00,20.0,10.44,,0.49,10.0,17.18,3.32
2020-08-24 04:00:00,13.0,10.44,,0.48,6.25,17.28,2.92
2020-08-24 05:00:00,23.0,10.41,,0.51,7.75,17.25,2.95
2020-08-24 06:00:00,30.0,10.31,,0.51,10.75,16.54,2.65
2020-08-24 07:00:00,17.0,11.67,,0.65,10.0,15.87,2.62
2020-08-24 08:00:00,29.0,11.62,,0.59,10.0,15.77,2.8
2020-08-24 09:00:00,28.0,12.36,,0.64,12.75,16.34,2.85
2020-08-24 10:00:00,39.25,13.56,,0.74,14.75,14.45,2.92
2020-08-24 11:00:00,51.25,16.68,,0.74,18.75,12.49,3.12
2020-08-24 12:00:00,61.0,10.58,,0.69,15.25,16.4,3.17
2020-08-24 13:00:00,49.5,14.17,,0.78,13.0,13.39,2.92
2020-08-24 14:00:00,89.75,13.73,,0.72,18.5,14.79,2.85
2020-08-24 15:00:00,88.75,23.18,,0.82,14.5,11.73,3.23
2020-08-24 16:00:00,75.5,16.29,,0.88,15.0,12.24,3.4
2020-08-24 17:00:00,120.5,23.12,,0.98,20.5,8.53,3.83
2020-08-24 18:00:00,159.0,22.07,,1.04,21.0,8.59,4.08
2020-08-24 19:00:00,161.0,34.57,,1.53,20.0,1.82,4.52
2020-08-24 20:00:00,237.25,41.61,,1.78,26.5,2.67,4.95
2020-08-24 21:00:00,190.0,38.06,,1.78,29.75,3.74,5.48
2020-08-24 22:00:00,192.0,35.36,,1.63,27.25,3.69,6.22
2020-08-24 23:00:00,113.0,20.38,,1.15,22.5,11.39,6.0
2020-08-25 00:00:00,111.0,16.56,,0.96,25.5,13.04,5.7
2020-08-25 01:00:00,42.0,18.19,,0.8,12.0,10.54,7.75
2020-08-25 02:00:00,56.0,13.97,,0.65,18.5,14.91,6.28
2020-08-25 03:00:00,51.75,11.43,,0.59,15.25,16.5,5.8
2020-08-25 04:00:00,37.0,13.42,,0.59,16.0,15.02,5.82
2020-08-25 05:00:00,32.25,12.39,,0.64,17.75,16.16,5.55
2020-08-25 06:00:00,39.0,12.41,,0.67,18.0,15.63,5.35
2020-08-25 07:00:00,39.25,15.95,,0.78,14.25,13.16,5.43
2020-08-25 08:00:00,56.0,13.93,,0.8,16.75,14.96,5.4
2020-08-25 09:00:00,59.0,16.9,,0.82,23.5,11.61,5.2
2020-08-25 10:00:00,186.5,18.86,,0.95,33.25,10.21,5.18
2020-08-25 11:00:00,147.75,20.89,,0.97,28.5,10.8,5.45
2020-08-25 12:00:00,,19.04,162.4,0.95,25.25,10.39,5.48
2020-08-25 13:00:00,,25.6,189.32,1.19,32.25,7.17,5.18
2020-08-25 14:00:00,194.5,19.16,198.7,0.87,38.5,12.75,5.03
2020-08-25 15:00:00,160.5,16.16,,0.82,28.0,13.75,5.05
2020-08-25 16:00:00,197.25,13.89,,0.69,33.5,14.66,5.05
2020-08-25 17:00:00,128.25,17.57,,0.82,24.0,11.53,5.0
2020-08-25 18:00:00,152.5,28.41,,0.79,45.0,5.95,5.25
2020-08-25 19:00:00,203.75,32.34,,1.61,25.75,3.23,5.25
2020-08-25 20:00:00,268.75,34.73,,1.78,24.75,1.49,5.55
2020-08-25 21:00:00,234.75,28.63,,1.66,21.25,6.79,6.05
2020-08-25 22:00:00,220.75,20.32,,1.34,29.25,11.23,6.0
2020-08-25 23:00:00,117.75,18.75,,1.1,26.25,11.4,5.97
2020-08-26 00:00:00,101.0,16.66,,1.12,34.5,12.04,5.7
2020-08-26 01:00:00,68.5,12.21,,0.73,23.0,17.38,6.0
2020-08-26 02:00:00,32.0,10.25,,0.65,26.75,18.05,5.65
2020-08-26 03:00:00,35.0,9.93,,0.59,21.5,17.88,5.22
2020-08-26 04:00:00,31.75,9.18,,0.59,17.25,18.18,4.97
2020-08-26 05:00:00,24.0,9.65,,0.55,16.0,17.88,4.5
2020-08-26 06:00:00,27.0,14.3,,0.61,16.0,14.86,4.42
2020-08-26 07:00:00,27.0,15.52,,0.9,11.25,14.43,4.82
2020-08-26 08:00:00,34.25,17.54,,1.4,9.0,12.05,5.1
2020-08-26 09:00:00,42.0,14.25,,0.72,11.75,14.72,5.0
2020-08-26 10:00:00,56.0,10.95,,0.71,14.0,17.43,4.75
2020-08-26 11:00:00,58.0,13.82,,0.86,12.25,14.35,4.57
2020-08-26 12:00:00,56.75,12.99,112.2,0.79,15.5,18.84,6.32
2020-08-26 13:00:00,49.0,11.78,,0.79,12.25,16.19,4.58
2020-08-26 14:00:00,61.0,13.83,,0.66,14.0,15.32,3.88
2020-08-26 15:00:00,56.25,11.56,,0.71,16.0,16.66,3.88
2020-08-26 16:00:00,70.0,11.83,,0.66,17.0,16.93,3.65
2020-08-26 17:00:00,74.25,12.43,,0.66,16.0,15.32,3.45
2020-08-26 18:00:00,81.75,13.89,,0.75,15.0,13.96,2.6
2020-08-26 19:00:00,81.75,22.55,,1.0,17.75,8.64,2.67
2020-08-26 20:00:00,138.75,35.66,,1.75,13.5,2.2,3.25
2020-08-26 21:00:00,286.25,58.26,,2.34,28.75,,5.15
2020-08-26 22:00:00,136.25,82.15,,2.53,29.0,,6.47
2020-08-26 23:00:00,150.0,48.91,,1.68,31.75,5.21,6.55
2020-08-27 00:00:00,67.0,33.55,,1.45,27.0,4.71,7.15
2020-08-27 01:00:00,74.5,33.18,,1.08,26.0,2.79,6.55
2020-08-27 02:00:00,61.0,30.18,,1.0,31.75,3.55,6.62
2020-08-27 03:00:00,67.5,27.66,,0.9,33.0,5.62,7.1
2020-08-27 04:00:00,45.0,23.5,,0.79,24.75,8.4,7.65
2020-08-27 05:00:00,47.75,23.84,,0.78,21.25,7.96,7.47
2020-08-27 06:00:00,45.0,13.0,,0.68,17.5,17.18,6.95
2020-08-27 07:00:00,37.0,14.58,,0.68,17.0,14.3,5.93
2020-08-27 08:00:00,48.0,15.33,,0.61,13.25,14.39,5.17
2020-08-27 09:00:00,49.25,12.75,,0.6,15.75,15.69,4.75
2020-08-27 10:00:00,74.75,12.73,,0.69,18.75,15.66,4.92
2020-08-27 11:00:00,63.25,12.69,,0.77,20.75,15.79,4.83
2020-08-27 12:00:00,89.0,15.28,,0.76,22.75,13.03,4.4
2020-08-27 13:00:00,95.75,13.95,,0.75,24.75,14.29,3.98
2020-08-27 14:00:00,61.0,13.57,,0.73,12.0,13.72,3.15
2020-08-27 15:00:00,74.25,16.48,,0.7,20.25,11.25,2.85
2020-08-27 16:00:00,86.75,21.51,,0.69,21.0,7.03,2.65
2020-08-27 17:00:00,81.25,18.6,,0.77,16.5,10.62,3.22
2020-08-27 18:00:00,93.5,25.5,,1.03,22.5,7.46,3.47
2020-08-27 19:00:00,130.5,27.34,,1.69,26.75,5.54,3.88
2020-08-27 20:00:00,172.25,28.53,,1.54,36.25,4.24,4.05
2020-08-27 21:00:00,267.0,32.7,,1.91,40.75,4.0,4.28
2020-08-27 22:00:00,100.75,20.44,,1.54,33.75,13.3,4.75
2020-08-27 23:00:00,82.0,30.03,,1.43,28.25,4.31,5.75
2020-08-28 00:00:00,73.0,31.56,,1.54,25.5,2.66,7.05
2020-08-28 01:00:00,72.0,37.14,,1.56,26.0,1.23,7.8
2020-08-28 02:00:00,71.75,32.99,,1.45,31.5,1.67,8.2
2020-08-28 03:00:00,67.0,30.82,,1.32,34.75,3.22,8.45
2020-08-28 04:00:00,74.25,32.39,,1.1,35.0,2.58,8.38
2020-08-28 05:00:00,92.0,33.73,,1.02,33.5,1.41,8.3
2020-08-28 06:00:00,64.25,34.41,,1.0,33.0,1.85,8.55
2020-08-28 07:00:00,76.25,34.16,,1.06,34.0,4.54,9.2
2020-08-28 08:00:00,93.0,28.34,,0.95,34.0,8.57,9.07
2020-08-28 09:00:00,91.0,16.76,,0.87,32.0,14.96,8.57
2020-08-28 10:00:00,167.25,14.5,,0.77,33.75,14.77,6.95
2020-08-28 11:00:00,90.75,12.31,,0.7,30.25,15.76,5.35
2020-08-28 12:00:00,73.0,12.98,,0.74,21.75,14.6,4.0
2020-08-28 13:00:00,78.0,21.93,,0.94,23.75,12.32,9.88
2020-08-28 14:00:00,,0.0,,0.0,,,
2020-08-28 15:00:00,,5.06,142.4,0.61,,124.08,4.8
2020-08-28 16:00:00,,32.54,,0.92,,11.87,5.05
2020-08-28 17:00:00,,63.01,,1.38,161.5,0.17,5.53
2020-08-28 18:00:00,25.25,49.62,,1.9,15.75,0.84,6.1
2020-08-28 19:00:00,39.0,69.59,,2.41,26.25,1.27,7.53
2020-08-28 20:00:00,42.0,59.06,,2.75,27.0,,8.15
2020-08-28 21:00:00,44.0,65.92,,2.89,31.75,,9.53
2020-08-28 22:00:00,60.0,57.43,43.5,2.86,33.75,12.05,11.07
2020-08-28 23:00:00,70.25,35.73,142.8,2.1,43.25,13.59,11.75
2020-08-29 00:00:00,78.0,32.3,,1.86,47.5,7.08,13.45
2020-08-29 01:00:00,80.75,28.38,,1.53,50.0,6.54,12.7
2020-08-29 02:00:00,59.0,19.57,,1.8,40.75,13.62,15.7
2020-08-29 03:00:00,57.0,28.62,,1.62,34.5,6.01,16.15
2020-08-29 04:00:00,70.0,32.08,,1.45,37.75,2.31,9.68
2020-08-29 05:00:00,64.75,27.04,,1.32,41.75,6.39,10.97
2020-08-29 06:00:00,53.25,20.49,,1.08,31.0,12.0,13.55
2020-08-29 07:00:00,62.5,29.4,,1.57,38.25,4.26,13.4
2020-08-29 08:00:00,102.0,25.17,,1.75,55.5,11.3,12.2
2020-08-29 09:00:00,112.0,18.63,,1.42,58.75,15.88,10.8
2020-08-29 10:00:00,108.0,21.68,,1.48,57.25,11.89,10.48
2020-08-29 11:00:00,101.0,17.35,,1.31,47.0,15.01,10.15
2020-08-29 12:00:00,86.0,14.77,,1.04,34.0,15.02,10.5
2020-08-29 13:00:00,79.0,15.11,,1.11,27.5,14.93,11.62
2020-08-29 14:00:00,80.0,14.2,,0.92,29.75,16.42,11.97
2020-08-29 15:00:00,81.25,14.68,,0.84,29.0,15.35,11.4
2020-08-29 16:00:00,108.75,13.3,,0.78,32.75,16.48,18.4
2020-08-29 17:00:00,81.25,17.75,,0.9,23.75,12.59,21.52
2020-08-29 18:00:00,112.0,19.81,,1.04,32.25,12.0,30.18
2020-08-29 19:00:00,124.0,24.67,,1.27,27.5,7.76,27.52
2020-08-29 20:00:00,111.5,47.73,,2.67,28.0,1.36,25.08
2020-08-29 21:00:00,150.75,66.25,,3.04,30.75,,22.0
2020-08-29 22:00:00,146.75,59.36,175.1,2.61,35.5,0.12,21.15
2020-08-29 23:00:00,123.0,59.16,122.3,2.82,43.25,3.85,20.75
2020-08-30 00:00:00,118.0,35.59,,2.03,44.0,9.63,19.7
2020-08-30 01:00:00,81.0,21.04,,1.28,34.75,12.82,18.88
2020-08-30 02:00:00,71.0,13.8,,0.96,28.0,16.9,17.15
2020-08-30 03:00:00,59.75,13.39,,0.73,25.25,15.9,14.15
2020-08-30 04:00:00,52.0,10.56,,0.68,26.0,17.49,12.03
2020-08-30 05:00:00,49.75,10.96,,0.62,28.0,17.48,11.02
2020-08-30 06:00:00,46.0,9.18,,0.61,23.25,18.34,9.68
2020-08-30 07:00:00,52.25,8.49,,0.66,24.0,18.49,10.62
2020-08-30 08:00:00,62.0,10.92,,0.75,26.75,16.24,8.35
2020-08-30 09:00:00,58.0,11.06,,0.62,19.75,16.67,7.17
2020-08-30 10:00:00,62.75,10.32,,0.61,17.25,16.76,6.9
2020-08-30 11:00:00,44.25,10.59,,0.61,12.25,16.8,8.9
2020-08-30 12:00:00,59.75,9.91,,0.61,11.0,17.05,9.05
2020-08-30 13:00:00,43.5,11.75,,0.73,12.0,15.98,8.97
2020-08-30 14:00:00,72.0,12.33,,0.76,13.0,15.23,8.4
2020-08-30 15:00:00,65.25,14.63,,0.74,14.75,13.69,8.57
2020-08-30 16:00:00,82.75,14.03,,0.66,16.0,14.25,7.98
2020-08-30 17:00:00,63.75,11.47,,0.62,11.25,17.0,7.68
2020-08-30 18:00:00,41.25,11.4,,0.58,8.25,17.05,7.2
2020-08-30 19:00:00,51.0,12.25,,0.68,15.25,15.07,6.67
2020-08-30 20:00:00,48.0,13.66,,0.78,12.25,15.33,6.43
2020-08-30 21:00:00,52.0,11.79,,0.75,16.5,16.44,6.55
2020-08-30 22:00:00,53.0,9.3,,0.71,20.5,18.1,6.97
2020-08-30 23:00:00,41.0,11.66,,0.65,14.5,16.93,7.35
2020-08-31 00:00:00,29.0,9.14,,0.62,14.0,18.52,6.8
2020-08-31 01:00:00,26.0,10.81,,0.57,15.75,16.79,6.3
2020-08-31 02:00:00,21.0,8.32,,0.5,15.0,18.91,5.58
2020-08-31 03:00:00,18.0,8.61,,0.5,8.5,18.59,5.38
2020-08-31 04:00:00,17.25,7.98,,0.5,7.0,18.76,5.35
2020-08-31 05:00:00,23.5,7.8,,0.49,5.25,18.27,5.2
2020-08-31 06:00:00,16.0,8.71,,0.51,6.0,18.16,4.93
2020-08-31 07:00:00,18.0,10.27,,0.66,5.0,17.85,4.92
2020-08-31 08:00:00,34.0,10.74,,0.72,8.75,17.91,4.97
2020-08-31 09:00:00,34.25,15.81,,0.93,17.25,13.26,5.07
2020-08-31 10:00:00,53.0,19.5,,1.05,16.0,9.32,5.62
2020-08-31 11:00:00,63.25,18.51,,0.96,20.5,11.66,6.3
2020-08-31 12:00:00,79.0,17.19,,0.94,24.75,11.61,6.08
2020-08-31 13:00:00,80.0,18.62,,0.88,16.75,10.73,6.0
2020-08-31 14:00:00,85.5,13.79,,0.72,19.5,14.87,5.52
2020-08-31 15:00:00,63.25,19.73,,0.94,23.75,10.48,5.47
2020-08-31 16:00:00,82.0,18.89,,0.84,19.5,11.57,5.05
2020-08-31 17:00:00,83.25,17.54,,0.83,19.0,12.47,5.07
2020-08-31 18:00:00,110.0,25.32,,1.12,18.0,7.25,5.7
2020-08-31 19:00:00,153.0,49.85,,1.77,23.5,3.33,6.25
2020-08-31 20:00:00,234.75,51.02,,2.11,32.25,1.21,7.0
2020-08-31 21:00:00,208.5,40.78,,2.01,27.5,2.21,8.3
2020-08-31 22:00:00,186.5,31.13,,1.76,32.5,3.96,8.97
2020-08-31 23:00:00,124.0,31.2,,1.63,34.5,5.11,10.15
2020-09-01 00:00:00,118.0,11.88,,0.95,32.5,20.48,9.65
2020-09-01 01:00:00,55.5,8.4,,0.77,26.0,18.87,8.85
2020-09-01 02:00:00,39.25,10.64,,0.71,16.75,17.54,8.1
2020-09-01 03:00:00,61.0,12.41,,0.77,26.5,16.98,9.9
2020-09-01 04:00:00,52.75,9.3,,0.64,23.5,18.99,8.38
2020-09-01 05:00:00,45.0,9.39,,0.58,24.0,18.87,7.78
2020-09-01 06:00:00,39.0,14.45,,0.67,16.5,14.36,7.4
2020-09-01 07:00:00,42.0,17.77,,0.76,15.0,11.34,7.4
2020-09-01 08:00:00,74.0,9.52,,0.67,22.25,19.03,6.7
2020-09-01 09:00:00,59.25,11.99,,0.72,16.5,15.18,6.4
2020-09-01 10:00:00,75.0,13.2,,0.72,17.0,14.34,5.95
2020-09-01 11:00:00,166.0,20.48,,0.81,23.0,9.3,5.75
2020-09-01 12:00:00,,,,,,,
2020-09-01 13:00:00,,0.0,,0.0,,,
2020-09-01 14:00:00,,0.0,,0.2,,,6.3
2020-09-01 15:00:00,,,,0.86,,,4.5
2020-09-01 16:00:00,,13.81,,0.83,,14.7,4.25
2020-09-01 17:00:00,,14.0,,0.74,,13.91,4.33
2020-09-01 18:00:00,,32.85,,1.22,,3.06,4.83
2020-09-01 19:00:00,,31.59,,1.65,,5.07,5.45
2020-09-01 20:00:00,359.0,37.35,,1.97,31.0,0.83,6.0
2020-09-01 21:00:00,283.0,26.16,,1.64,34.0,6.07,6.95
2020-09-01 22:00:00,197.25,18.89,,1.12,28.5,13.32,8.25
2020-09-01 23:00:00,128.25,16.49,186.5,1.02,28.75,15.13,9.48
2020-09-02 00:00:00,83.0,10.16,,0.8,25.0,18.79,7.15
2020-09-02 01:00:00,59.75,18.38,,0.84,19.0,13.13,6.4
2020-09-02 02:00:00,51.0,13.02,,0.66,17.25,16.84,6.03
2020-09-02 03:00:00,55.0,9.68,,0.56,24.5,19.18,5.9
2020-09-02 04:00:00,39.0,9.8,,0.62,10.25,18.24,6.28
2020-09-02 05:00:00,31.0,9.43,,0.56,12.75,18.42,5.72
2020-09-02 06:00:00,20.5,10.12,,0.59,12.0,17.61,5.17
2020-09-02 07:00:00,30.0,12.0,,0.64,10.25,16.86,4.78
2020-09-02 08:00:00,40.5,11.87,,0.64,10.0,16.79,4.38
2020-09-02 09:00:00,88.25,11.93,,0.67,10.0,16.54,4.3
2020-09-02 10:00:00,32.25,14.22,,0.81,9.0,14.21,4.43
2020-09-02 11:00:00,73.5,14.06,,0.88,14.5,17.77,5.03
2020-09-02 12:00:00,,12.93,146.9,0.84,18.75,18.4,4.72
2020-09-02 13:00:00,,16.77,,1.01,18.25,14.26,7.1
2020-09-02 14:00:00,,14.35,,1.11,10.0,15.07,5.8
