Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),CO (ng/m3),Ozone (ug/m3),SO2 (ug/m3)
2020-07-20 22:00:00,48.0,30.0,21.45,21.5,0.6,37.17,3.83
2020-07-20 23:00:00,42.5,33.25,20.98,17.7,0.6,27.15,4.03
2020-07-21 00:00:00,43.0,32.25,32.23,18.1,0.55,18.88,3.3
2020-07-21 01:00:00,33.5,21.5,42.15,9.75,0.43,20.75,2.9
2020-07-21 02:00:00,12.5,5.25,56.48,6.08,0.3,28.6,2.65
2020-07-21 03:00:00,8.75,6.0,48.8,3.6,0.2,32.92,18.8
2020-07-21 04:00:00,11.75,6.5,33.65,5.85,0.2,32.27,8.82
2020-07-21 05:00:00,12.75,7.75,25.7,8.8,0.2,25.65,5.2
2020-07-21 06:00:00,9.5,7.5,23.55,11.23,0.2,20.95,4.1
2020-07-21 07:00:00,11.0,9.0,23.45,10.88,0.2,18.9,4.45
2020-07-21 08:00:00,,,32.8,9.03,0.25,28.4,4.3
2020-07-21 09:00:00,,,38.38,13.97,0.3,22.77,3.25
2020-07-21 10:00:00,,,37.6,17.98,0.35,26.05,3.25
2020-07-21 11:00:00,41.0,27.0,39.2,23.88,0.4,30.85,3.23
2020-07-21 12:00:00,36.75,23.75,28.0,15.95,0.38,40.05,3.77
2020-07-21 13:00:00,24.0,12.75,22.08,10.1,0.3,44.9,4.17
2020-07-21 14:00:00,26.25,13.0,19.6,11.57,0.35,38.85,4.38
2020-07-21 15:00:00,29.25,22.75,17.0,8.95,0.35,26.27,4.2
2020-07-21 16:00:00,16.75,14.25,26.18,10.43,0.4,18.1,3.75
2020-07-21 17:00:00,13.0,9.0,38.1,15.1,0.4,27.45,3.0
2020-07-21 18:00:00,,,39.05,13.98,0.4,33.55,3.05
2020-07-21 19:00:00,28.0,20.0,42.58,20.6,0.5,28.88,3.32
2020-07-21 20:00:00,31.0,20.0,32.05,24.48,0.57,17.93,4.15
2020-07-21 21:00:00,36.0,19.25,23.77,23.85,0.5,16.77,4.45
2020-07-21 22:00:00,24.25,17.5,22.55,26.12,0.55,14.15,
2020-07-21 23:00:00,26.0,20.0,24.05,20.3,0.53,11.8,
2020-07-22 00:00:00,30.25,24.0,36.42,25.83,0.6,9.28,3.95
2020-07-22 01:00:00,33.25,26.0,47.1,27.88,0.55,16.8,2.9
2020-07-22 02:00:00,31.0,23.0,52.48,21.95,0.5,4.5,2.75
2020-07-22 03:00:00,22.0,14.0,51.6,15.5,0.4,9.53,14.9
2020-07-22 04:00:00,22.0,14.0,31.18,12.12,0.4,15.23,7.6
2020-07-22 05:00:00,8.0,7.0,20.98,8.95,0.3,16.38,5.25
2020-07-22 06:00:00,7.75,6.75,18.02,7.9,0.3,15.82,4.58
2020-07-22 07:00:00,9.75,7.75,16.83,9.82,0.28,13.62,4.85
2020-07-22 08:00:00,18.0,13.0,22.98,19.45,0.38,13.1,4.15
2020-07-22 09:00:00,,,30.42,15.82,0.4,11.85,3.77
2020-07-22 10:00:00,,,36.58,16.17,0.4,11.8,3.5
2020-07-22 11:00:00,30.0,24.0,41.95,28.48,0.47,13.25,3.65
2020-07-22 12:00:00,30.0,24.0,38.33,26.38,0.57,21.18,3.88
2020-07-22 13:00:00,13.0,8.0,23.4,10.85,0.4,23.82,4.22
2020-07-22 14:00:00,13.0,8.0,20.85,9.38,0.47,27.9,4.38
2020-07-22 15:00:00,23.0,18.0,18.98,10.15,0.5,24.1,4.33
2020-07-22 16:00:00,23.0,18.0,30.18,10.92,0.43,18.9,3.73
2020-07-22 17:00:00,14.0,13.0,46.8,11.0,0.4,17.62,3.33
2020-07-22 18:00:00,16.5,13.75,50.33,19.62,0.45,28.28,3.0
2020-07-22 19:00:00,24.25,14.75,52.5,26.3,0.5,17.4,3.23
2020-07-22 20:00:00,24.75,11.75,36.38,28.77,0.62,14.68,3.97
2020-07-22 21:00:00,26.75,16.5,25.55,22.3,0.7,15.23,4.45
2020-07-22 22:00:00,34.0,25.0,22.05,17.9,0.75,14.6,4.35
2020-07-22 23:00:00,30.75,27.0,22.52,18.73,0.7,10.68,4.57
2020-07-23 00:00:00,33.0,25.0,31.35,35.17,0.8,8.2,4.12
2020-07-23 01:00:00,40.25,28.0,43.03,31.73,0.72,8.7,3.23
2020-07-23 02:00:00,34.0,27.75,56.75,33.48,0.7,6.4,3.42
2020-07-23 03:00:00,32.25,26.25,53.7,36.3,0.6,9.1,17.8
2020-07-23 04:00:00,31.75,21.5,31.7,28.2,0.6,10.45,8.4
2020-07-23 05:00:00,19.0,14.0,24.47,21.65,0.5,10.2,5.6
2020-07-23 06:00:00,23.0,18.0,19.52,21.85,0.5,10.52,4.58
2020-07-23 07:00:00,25.75,19.75,16.1,41.45,0.5,8.38,4.2
2020-07-23 08:00:00,34.0,25.0,22.8,26.23,0.5,9.8,3.67
2020-07-23 09:00:00,30.0,28.0,34.02,27.55,0.5,13.55,2.75
2020-07-23 10:00:00,30.0,28.0,41.55,16.68,0.5,21.23,2.77
2020-07-23 11:00:00,44.0,34.0,48.88,11.45,0.47,41.0,2.92
2020-07-23 12:00:00,41.5,33.25,34.75,8.9,0.4,,3.83
2020-07-23 13:00:00,36.0,31.5,25.65,10.18,0.4,,4.5
2020-07-23 14:00:00,42.5,34.5,25.52,9.6,0.4,,3.97
2020-07-23 15:00:00,42.5,35.25,27.88,9.07,0.4,49.0,3.82
2020-07-23 16:00:00,37.5,26.5,46.98,10.45,0.4,46.8,3.88
2020-07-23 17:00:00,34.75,31.5,71.0,8.53,0.4,,2.88
2020-07-23 18:00:00,32.0,25.5,67.6,8.15,0.4,,2.5
2020-07-23 19:00:00,36.75,30.75,56.88,11.55,0.4,48.33,2.52
2020-07-23 20:00:00,42.75,32.5,38.35,16.68,0.5,36.27,3.53
2020-07-23 21:00:00,49.0,34.75,26.45,22.35,0.72,22.18,5.1
2020-07-23 22:00:00,65.5,51.0,23.05,26.95,0.97,16.32,5.28
2020-07-23 23:00:00,83.0,64.75,20.25,35.92,1.15,31.35,5.55
2020-07-24 00:00:00,94.25,63.25,23.27,32.27,1.23,10.62,5.0
2020-07-24 01:00:00,88.5,71.0,36.65,20.4,1.0,12.32,4.0
2020-07-24 02:00:00,78.0,74.0,59.85,16.27,0.75,12.1,3.67
2020-07-24 03:00:00,,,64.2,29.3,0.5,15.45,18.9
2020-07-24 04:00:00,42.0,34.0,40.58,13.22,0.5,21.77,8.2
2020-07-24 05:00:00,41.75,35.25,25.88,13.65,0.4,15.0,5.85
2020-07-24 06:00:00,41.0,39.5,21.07,12.7,0.4,14.65,5.9
2020-07-24 07:00:00,,42.75,18.9,12.45,0.4,14.23,5.75
2020-07-24 08:00:00,,48.75,20.0,13.38,0.4,8.55,5.88
2020-07-24 09:00:00,,47.0,30.3,12.12,0.4,14.45,4.38
2020-07-24 10:00:00,,35.25,42.05,9.0,0.4,18.6,4.2
2020-07-24 11:00:00,,37.0,66.15,9.5,0.38,20.67,3.95
2020-07-24 12:00:00,58.0,34.75,56.45,8.88,0.3,31.35,4.3
2020-07-24 13:00:00,58.0,19.25,37.08,6.6,0.3,36.23,4.33
2020-07-24 14:00:00,55.0,19.75,45.85,5.88,0.3,38.9,4.42
2020-07-24 15:00:00,47.25,20.0,63.65,5.7,0.3,41.23,4.83
2020-07-24 16:00:00,53.75,23.0,134.35,11.88,0.3,24.45,4.1
2020-07-24 17:00:00,63.0,24.25,145.85,9.73,0.3,35.97,3.12
2020-07-24 18:00:00,69.25,31.0,118.9,10.25,0.35,44.85,3.35
2020-07-24 19:00:00,76.5,38.5,101.1,18.18,0.45,35.5,3.38
2020-07-24 20:00:00,60.25,28.75,60.68,18.98,0.45,28.45,3.73
2020-07-24 21:00:00,33.0,15.25,33.45,26.95,0.57,19.82,4.38
2020-07-24 22:00:00,38.25,23.5,27.25,20.65,0.67,16.85,3.95
2020-07-24 23:00:00,66.75,29.5,23.15,18.45,0.65,16.3,4.35
2020-07-25 00:00:00,71.25,32.5,50.72,11.23,0.57,9.18,2.95
2020-07-25 01:00:00,47.25,25.5,111.6,12.45,0.5,11.62,2.1
2020-07-25 02:00:00,39.0,19.75,109.62,10.78,0.43,6.7,2.47
2020-07-25 03:00:00,43.75,23.0,81.7,10.0,0.4,16.55,22.1
2020-07-25 04:00:00,30.75,15.5,51.55,8.07,0.35,16.23,9.6
2020-07-25 05:00:00,29.25,11.5,28.25,5.55,0.3,15.2,4.38
2020-07-25 06:00:00,27.25,12.75,21.25,6.57,0.3,15.0,4.1
2020-07-25 07:00:00,30.5,13.0,18.15,6.55,0.3,14.38,4.2
2020-07-25 08:00:00,45.5,20.5,23.8,9.27,0.38,7.15,3.05
2020-07-25 09:00:00,66.5,34.25,79.3,10.73,0.4,11.35,
2020-07-25 10:00:00,60.5,35.25,90.15,9.22,0.4,12.82,
2020-07-25 11:00:00,59.5,36.5,83.05,14.65,0.4,12.65,
2020-07-25 12:00:00,70.0,36.0,58.02,10.43,0.4,31.0,
2020-07-25 13:00:00,68.0,29.5,28.45,7.3,0.4,39.15,4.55
2020-07-25 14:00:00,64.0,28.75,22.5,5.45,0.3,43.25,4.05
2020-07-25 15:00:00,67.25,29.0,21.98,5.28,0.3,42.12,
2020-07-25 16:00:00,60.0,24.25,61.8,4.57,0.35,25.95,
2020-07-25 17:00:00,58.5,25.25,126.67,9.32,0.4,19.1,
2020-07-25 18:00:00,46.5,17.25,111.68,9.22,0.4,27.95,
2020-07-25 19:00:00,51.0,20.75,91.6,17.12,0.4,25.47,
2020-07-25 20:00:00,50.25,26.0,62.77,14.93,0.4,20.4,
2020-07-25 21:00:00,52.75,18.5,29.43,13.0,0.45,18.17,
2020-07-25 22:00:00,66.25,22.75,22.52,11.77,0.5,17.02,
2020-07-25 23:00:00,61.25,20.5,19.2,9.95,0.5,18.07,
2020-07-26 00:00:00,51.25,17.5,39.4,8.73,0.47,10.52,
2020-07-26 01:00:00,51.25,25.25,106.15,8.35,0.4,12.85,
2020-07-26 02:00:00,66.75,34.5,107.4,8.48,0.4,10.4,
2020-07-26 03:00:00,60.75,31.5,78.9,14.3,0.4,12.53,
2020-07-26 04:00:00,46.25,24.25,55.27,11.65,0.35,22.4,
2020-07-26 05:00:00,52.75,18.0,28.95,13.27,0.3,12.55,
2020-07-26 06:00:00,60.25,26.75,21.5,9.75,0.35,13.52,
2020-07-26 07:00:00,58.75,33.75,18.25,9.28,0.4,13.17,
2020-07-26 08:00:00,66.5,33.75,18.47,8.65,0.4,9.7,
2020-07-26 09:00:00,79.0,43.5,53.15,9.57,0.4,15.18,
2020-07-26 10:00:00,64.75,37.5,96.1,8.35,0.4,19.05,
2020-07-26 11:00:00,56.5,33.0,84.82,9.6,0.32,21.0,
2020-07-26 12:00:00,54.5,31.5,69.78,7.15,0.3,32.3,
2020-07-26 13:00:00,63.25,27.0,32.28,6.43,0.3,43.23,
2020-07-26 14:00:00,63.5,26.25,29.17,4.78,0.3,46.62,
2020-07-26 15:00:00,57.0,25.25,28.95,6.3,0.3,44.5,
2020-07-26 16:00:00,63.75,29.25,27.57,7.92,0.38,31.28,
2020-07-26 17:00:00,49.0,30.0,78.15,18.02,0.5,27.57,
2020-07-26 18:00:00,54.25,29.5,123.62,12.73,0.47,31.85,
2020-07-26 19:00:00,63.75,29.25,103.45,15.95,0.53,45.02,
2020-07-26 20:00:00,70.75,32.25,74.5,17.9,0.55,36.4,
2020-07-26 21:00:00,70.25,32.75,32.42,24.12,0.65,26.62,
2020-07-26 22:00:00,87.0,42.0,25.2,26.48,0.85,21.52,
2020-07-26 23:00:00,113.0,50.25,22.43,35.85,1.2,20.6,
2020-07-27 00:00:00,138.75,68.75,19.02,55.58,1.38,32.35,
2020-07-27 01:00:00,155.0,71.5,45.22,36.12,1.23,13.7,
2020-07-27 02:00:00,106.5,54.25,119.17,33.7,1.15,7.2,
2020-07-27 03:00:00,95.5,47.5,87.7,25.6,0.9,9.88,
2020-07-27 04:00:00,66.75,32.5,65.08,31.97,0.85,20.48,
2020-07-27 05:00:00,68.0,29.75,30.45,30.17,0.72,11.88,
2020-07-27 06:00:00,76.5,35.0,23.67,28.85,0.65,10.1,
2020-07-27 07:00:00,87.0,37.75,19.33,28.12,0.6,10.57,
2020-07-27 08:00:00,102.75,49.25,18.27,28.0,0.6,10.0,
2020-07-27 09:00:00,113.75,51.75,25.77,23.1,0.53,13.32,
2020-07-27 10:00:00,88.0,28.25,116.23,20.25,0.5,16.6,
2020-07-27 11:00:00,98.5,22.75,131.27,16.2,0.45,19.2,
2020-07-27 12:00:00,106.0,20.5,100.7,17.38,0.38,23.32,
2020-07-27 13:00:00,86.0,17.75,41.8,15.48,0.3,45.93,
2020-07-27 14:00:00,82.0,22.0,34.38,11.3,0.3,41.62,
2020-07-27 15:00:00,84.25,18.5,30.08,9.38,0.3,44.07,
2020-07-27 16:00:00,71.25,17.25,40.7,8.32,0.3,34.98,
2020-07-27 17:00:00,65.0,18.25,130.57,13.93,0.3,26.55,
2020-07-27 18:00:00,59.5,18.25,131.18,15.3,0.32,32.58,
2020-07-27 19:00:00,57.5,17.75,101.28,15.2,0.43,40.0,
2020-07-27 20:00:00,75.75,23.5,80.12,33.08,0.6,23.7,
2020-07-27 21:00:00,84.25,25.5,35.72,37.92,0.75,16.73,
2020-07-27 22:00:00,85.0,24.75,27.3,14.98,0.57,23.2,
2020-07-27 23:00:00,57.75,16.5,23.95,15.25,0.5,18.98,
2020-07-28 00:00:00,57.25,14.0,21.2,13.78,0.4,12.15,
2020-07-28 01:00:00,56.0,18.5,53.05,16.6,0.4,11.0,
2020-07-28 02:00:00,48.0,12.75,115.62,17.4,0.32,8.1,
2020-07-28 03:00:00,42.0,10.75,79.4,14.2,0.3,10.22,
2020-07-28 04:00:00,41.25,16.25,62.58,13.22,0.3,24.18,
2020-07-28 05:00:00,39.75,17.0,33.15,21.52,0.2,10.68,
2020-07-28 06:00:00,44.25,17.25,23.23,12.43,0.2,13.12,
2020-07-28 07:00:00,52.0,16.5,19.67,15.18,0.2,13.05,
2020-07-28 08:00:00,55.75,14.0,16.08,22.23,0.25,8.82,
2020-07-28 09:00:00,59.25,19.5,40.27,28.23,0.3,9.7,
2020-07-28 10:00:00,65.5,16.5,85.17,23.8,0.3,12.93,
2020-07-28 11:00:00,76.0,13.25,84.0,15.5,0.3,36.25,
2020-07-28 12:00:00,85.0,17.0,83.38,12.72,0.3,37.2,
2020-07-28 13:00:00,,,78.12,12.65,0.2,40.38,
2020-07-28 14:00:00,118.0,14.0,55.77,12.15,0.05,43.17,3.4
2020-07-28 15:00:00,108.75,13.5,57.33,10.32,0.1,40.4,4.45
2020-07-28 16:00:00,81.0,13.5,63.33,9.35,0.12,43.57,4.58
2020-07-28 17:00:00,82.75,19.75,48.3,10.15,0.15,43.97,3.97
2020-07-28 18:00:00,88.25,26.25,58.58,10.55,0.1,45.92,4.33
2020-07-28 19:00:00,91.0,29.75,58.1,14.02,0.1,41.38,4.65
2020-07-28 20:00:00,97.0,28.5,55.27,16.6,0.2,36.12,4.35
2020-07-28 21:00:00,95.75,27.25,39.82,15.62,0.3,27.12,4.82
2020-07-28 22:00:00,94.75,29.25,38.7,32.58,0.3,15.85,4.1
2020-07-28 23:00:00,102.5,32.25,40.62,31.5,0.3,14.1,4.0
2020-07-29 00:00:00,103.25,30.75,41.9,31.83,0.3,10.88,3.62
2020-07-29 01:00:00,111.75,36.0,47.4,22.7,0.3,12.1,3.38
2020-07-29 02:00:00,115.25,38.0,71.62,7.33,0.3,39.9,3.67
2020-07-29 03:00:00,92.0,17.25,68.3,10.4,0.5,33.15,7.1
2020-07-29 04:00:00,44.0,18.0,52.02,11.7,0.5,26.43,4.9
2020-07-29 05:00:00,64.0,17.75,43.22,11.75,0.5,19.9,4.1
2020-07-29 06:00:00,66.75,17.25,39.98,13.9,0.47,16.2,3.75
2020-07-29 07:00:00,51.5,16.5,37.47,11.5,0.4,16.18,3.83
2020-07-29 08:00:00,38.75,13.5,37.1,13.28,0.4,14.55,3.73
2020-07-29 09:00:00,55.5,21.0,40.88,14.62,0.32,16.4,4.1
2020-07-29 10:00:00,73.25,30.0,46.62,14.2,0.3,24.12,4.1
2020-07-29 11:00:00,80.5,30.25,54.4,13.38,0.3,37.38,4.17
2020-07-29 12:00:00,93.75,32.75,84.75,11.4,0.23,,4.07
2020-07-29 13:00:00,100.0,36.0,71.85,11.07,0.03,,4.6
2020-07-29 14:00:00,88.75,28.5,,,,42.3,
2020-07-29 15:00:00,67.5,24.25,,,,33.2,
2020-07-29 16:00:00,48.75,23.5,61.15,13.65,4.95,27.45,8.25
2020-07-29 17:00:00,37.5,19.0,49.43,10.55,4.52,41.9,4.72
2020-07-29 18:00:00,25.5,20.5,41.5,23.85,3.95,30.52,4.47
2020-07-29 19:00:00,30.25,22.25,39.17,45.85,3.55,13.9,4.92
2020-07-29 20:00:00,44.0,24.25,41.23,47.6,3.15,11.5,5.1
2020-07-29 21:00:00,54.75,24.25,39.35,37.4,2.88,14.52,4.65
2020-07-29 22:00:00,51.25,14.75,38.2,28.25,2.6,17.85,2.0
2020-07-29 23:00:00,53.0,21.75,39.23,24.18,2.35,19.38,1.55
2020-07-30 00:00:00,56.75,27.25,41.77,22.9,2.1,16.17,1.48
2020-07-30 01:00:00,61.0,30.0,48.92,21.53,1.85,15.9,1.25
2020-07-30 02:00:00,64.5,34.0,58.77,12.97,1.65,19.55,1.12
2020-07-30 03:00:00,50.5,26.5,58.6,6.3,0.1,21.8,6.9
2020-07-30 04:00:00,30.25,21.0,47.25,5.42,0.18,25.68,2.55
2020-07-30 05:00:00,26.5,16.75,44.3,6.3,0.2,26.35,1.65
2020-07-30 06:00:00,25.0,12.75,43.05,7.0,0.15,28.45,1.55
2020-07-30 07:00:00,32.5,13.25,44.08,10.17,0.1,25.68,2.05
2020-07-30 08:00:00,31.25,17.25,46.15,12.85,0.1,22.58,1.18
2020-07-30 09:00:00,44.75,22.25,53.23,16.0,0.0,24.68,1.7
2020-07-30 10:00:00,56.0,35.0,56.33,14.95,,36.3,2.0
2020-07-30 11:00:00,64.0,33.25,57.8,14.85,,39.45,2.12
2020-07-30 12:00:00,60.75,22.5,60.12,17.45,,7.5,
2020-07-30 13:00:00,49.25,5.25,50.5,14.65,0.08,4.18,
2020-07-30 14:00:00,39.75,2.75,52.98,8.47,0.23,15.43,
2020-07-30 15:00:00,27.5,1.75,55.0,7.5,0.8,42.6,
2020-07-30 16:00:00,30.0,1.25,48.4,7.03,0.8,,
2020-07-30 17:00:00,34.25,4.25,48.7,10.23,0.8,48.95,
2020-07-30 18:00:00,41.75,11.25,52.05,12.75,0.8,47.2,
2020-07-30 19:00:00,53.5,13.25,51.73,15.7,0.8,42.5,
2020-07-30 20:00:00,54.25,16.75,53.98,24.52,0.8,38.88,
2020-07-30 21:00:00,56.25,16.0,51.7,34.8,0.8,23.72,
2020-07-30 22:00:00,69.75,19.25,45.62,34.42,0.8,22.5,
2020-07-30 23:00:00,74.75,28.5,44.88,31.18,0.9,25.93,
2020-07-31 00:00:00,86.25,28.75,44.8,28.9,0.9,20.45,
2020-07-31 01:00:00,94.75,37.0,46.73,19.8,0.9,18.53,
2020-07-31 02:00:00,86.75,46.0,54.67,14.82,0.9,19.45,
2020-07-31 03:00:00,70.0,44.75,54.6,9.3,1.4,19.45,
2020-07-31 04:00:00,55.25,39.25,44.5,8.6,1.38,22.0,
2020-07-31 05:00:00,46.5,31.5,40.02,9.05,1.3,19.1,
2020-07-31 06:00:00,55.0,27.5,37.38,18.2,1.27,12.9,
2020-07-31 07:00:00,89.0,42.75,37.88,24.52,1.2,13.53,
2020-07-31 08:00:00,90.5,53.0,32.25,23.15,1.2,17.15,
2020-07-31 09:00:00,67.75,49.25,39.1,22.68,1.17,24.18,
2020-07-31 10:00:00,100.0,77.5,48.25,18.8,1.1,31.68,
2020-07-31 11:00:00,115.5,86.0,53.05,15.55,1.1,42.65,
2020-07-31 12:00:00,105.75,76.5,60.0,12.55,1.4,,
2020-07-31 13:00:00,95.5,62.25,67.8,11.5,,,
2020-07-31 14:00:00,84.75,49.75,58.15,13.4,0.55,37.38,
2020-07-31 15:00:00,78.5,41.5,48.25,12.97,0.5,39.62,
2020-07-31 16:00:00,60.25,29.5,44.48,12.2,0.47,45.7,
2020-07-31 17:00:00,57.25,36.5,43.4,9.88,0.45,44.33,
2020-07-31 18:00:00,66.0,43.25,54.1,15.18,0.5,44.77,
2020-07-31 19:00:00,70.0,39.0,64.0,14.65,0.53,33.1,
2020-07-31 20:00:00,68.75,35.0,64.2,27.55,0.7,12.72,
2020-07-31 21:00:00,89.0,40.75,63.17,38.45,0.9,6.33,
2020-07-31 22:00:00,108.5,41.75,50.45,29.4,0.88,6.7,
2020-07-31 23:00:00,101.25,44.0,43.3,19.12,0.65,12.07,
2020-08-01 00:00:00,63.5,33.5,42.62,11.2,0.5,15.3,
2020-08-01 01:00:00,54.0,30.75,46.97,8.25,0.45,12.72,
2020-08-01 02:00:00,49.0,37.5,70.65,9.12,0.4,5.5,
2020-08-01 03:00:00,50.5,38.75,72.0,6.0,0.3,20.32,
2020-08-01 04:00:00,42.25,28.0,58.28,6.7,0.32,31.75,
2020-08-01 05:00:00,28.75,22.0,51.6,11.35,0.32,25.05,
2020-08-01 06:00:00,26.0,12.75,44.12,14.3,0.38,17.42,
2020-08-01 07:00:00,39.5,15.0,40.4,18.7,0.47,8.35,
2020-08-01 08:00:00,49.0,27.5,39.4,18.77,0.52,13.53,
2020-08-01 09:00:00,65.25,39.5,49.0,15.5,0.53,22.15,
2020-08-01 10:00:00,66.25,42.75,62.12,16.08,0.47,27.8,
2020-08-01 11:00:00,56.0,36.5,62.6,10.12,0.4,41.0,
2020-08-01 12:00:00,51.25,30.25,61.48,7.05,0.4,,
2020-08-01 13:00:00,58.0,32.5,64.95,7.12,0.43,,
2020-08-01 14:00:00,71.5,31.5,50.88,7.88,0.5,,
2020-08-01 15:00:00,84.75,44.5,53.95,7.35,0.5,,
2020-08-01 16:00:00,77.75,47.25,53.1,9.48,0.5,42.88,
2020-08-01 17:00:00,55.25,33.25,60.45,14.5,0.45,39.58,
2020-08-01 18:00:00,45.75,33.25,65.47,22.08,0.53,31.73,
2020-08-01 19:00:00,49.75,31.0,67.12,30.2,0.7,24.62,
2020-08-01 20:00:00,49.25,33.75,62.62,27.58,0.75,17.25,
2020-08-01 21:00:00,61.75,41.5,55.55,31.92,0.83,10.32,
2020-08-01 22:00:00,70.75,39.0,45.98,34.92,0.82,7.12,
2020-08-01 23:00:00,69.0,34.25,45.52,24.35,0.7,9.65,
2020-08-02 00:00:00,63.0,31.5,46.23,31.4,0.8,5.0,
2020-08-02 01:00:00,76.0,39.0,47.97,31.6,0.7,4.9,
2020-08-02 02:00:00,58.5,35.5,59.97,22.45,0.55,9.8,
2020-08-02 03:00:00,49.5,26.5,59.4,20.3,0.5,6.38,
2020-08-02 04:00:00,45.75,30.0,49.2,20.5,0.5,6.1,
2020-08-02 05:00:00,45.0,23.25,43.67,17.27,0.4,7.95,
2020-08-02 06:00:00,35.5,14.5,37.35,14.15,0.4,7.08,
2020-08-02 07:00:00,36.75,21.25,36.85,19.15,0.4,6.05,
2020-08-02 08:00:00,44.25,20.25,36.55,21.12,0.4,7.98,
2020-08-02 09:00:00,41.75,22.75,36.45,20.95,0.4,14.2,
2020-08-02 10:00:00,40.75,18.75,38.83,14.22,0.4,27.83,
2020-08-02 11:00:00,41.25,19.75,44.6,10.1,0.4,43.2,
2020-08-02 12:00:00,45.0,23.5,49.15,7.55,0.4,48.67,
2020-08-02 13:00:00,45.25,19.25,52.85,6.22,0.4,48.0,
2020-08-02 14:00:00,47.5,19.25,38.08,5.93,0.4,42.1,
2020-08-02 15:00:00,51.0,16.25,41.85,6.23,0.4,41.25,
2020-08-02 16:00:00,50.0,14.5,44.85,5.9,0.35,40.4,
2020-08-02 17:00:00,57.25,17.75,48.85,5.85,0.38,39.98,
2020-08-02 18:00:00,61.75,22.75,52.15,7.18,0.4,38.53,
2020-08-02 19:00:00,65.25,23.25,55.3,8.77,0.47,35.0,
2020-08-02 20:00:00,67.5,26.25,56.35,16.27,0.55,24.9,
2020-08-02 21:00:00,60.25,22.5,62.75,21.23,0.6,19.33,
2020-08-02 22:00:00,51.75,18.25,47.85,26.05,0.67,10.72,
2020-08-02 23:00:00,52.5,20.0,46.15,33.38,0.78,6.1,
2020-08-03 00:00:00,57.0,24.25,40.25,39.7,0.88,5.2,
2020-08-03 01:00:00,60.75,32.0,33.38,36.1,0.93,4.08,
2020-08-03 02:00:00,72.25,40.0,37.92,33.58,0.8,,
2020-08-03 03:00:00,72.0,28.5,57.3,29.5,0.7,3.2,
2020-08-03 04:00:00,66.5,29.75,44.85,20.25,0.57,9.85,
2020-08-03 05:00:00,59.0,27.75,47.02,16.05,0.43,11.55,
2020-08-03 06:00:00,59.0,25.5,40.4,19.65,0.47,7.1,
2020-08-03 07:00:00,55.75,28.0,36.2,16.62,0.4,11.07,
2020-08-03 08:00:00,43.5,20.0,33.42,13.38,0.4,14.93,
2020-08-03 09:00:00,39.75,15.25,33.47,15.83,0.4,15.58,
2020-08-03 10:00:00,48.75,20.25,38.03,14.43,0.4,21.9,
2020-08-03 11:00:00,41.25,23.75,50.05,13.07,0.4,33.17,
2020-08-03 12:00:00,40.75,22.75,61.23,14.1,0.4,43.9,
2020-08-03 13:00:00,48.5,20.75,74.9,12.82,0.4,49.08,
2020-08-03 14:00:00,54.75,17.5,53.17,10.35,0.4,45.77,
2020-08-03 15:00:00,52.25,19.25,44.45,9.2,0.4,42.28,
2020-08-03 16:00:00,56.75,19.75,40.02,8.75,0.4,41.85,
2020-08-03 17:00:00,60.75,19.75,37.83,9.07,0.4,37.65,
2020-08-03 18:00:00,65.0,23.25,44.38,8.12,0.4,38.25,
2020-08-03 19:00:00,62.0,26.25,57.62,9.78,0.4,37.75,
2020-08-03 20:00:00,65.25,25.0,58.12,22.08,0.57,20.8,
2020-08-03 21:00:00,69.5,25.5,62.88,25.82,0.53,14.78,
2020-08-03 22:00:00,49.25,16.5,50.52,24.97,0.47,17.17,
2020-08-03 23:00:00,39.75,13.25,49.22,23.3,0.5,13.93,
2020-08-04 00:00:00,47.5,17.5,45.1,22.1,0.5,11.93,
2020-08-04 01:00:00,55.75,22.75,42.0,27.4,0.5,8.4,
2020-08-04 02:00:00,51.25,28.5,42.98,10.7,0.32,24.35,
2020-08-04 03:00:00,30.0,12.5,51.7,10.5,0.3,24.77,
2020-08-04 04:00:00,28.5,14.75,41.33,16.65,0.3,14.22,
2020-08-04 05:00:00,33.0,16.75,39.08,11.6,0.3,17.3,
2020-08-04 06:00:00,36.0,16.5,32.5,13.68,0.35,19.93,
2020-08-04 07:00:00,53.75,25.0,32.83,18.52,0.45,11.35,
2020-08-04 08:00:00,79.25,43.5,33.12,17.4,0.45,8.25,
2020-08-04 09:00:00,72.25,35.25,31.7,14.1,0.43,9.57,
2020-08-04 10:00:00,59.5,32.5,32.25,17.27,0.43,21.1,
2020-08-04 11:00:00,78.25,29.0,38.22,11.7,0.38,33.38,
2020-08-04 12:00:00,102.75,22.0,45.08,8.25,0.38,40.75,
2020-08-04 13:00:00,48.0,20.5,51.3,7.53,0.38,41.4,
2020-08-04 14:00:00,49.25,25.0,48.27,6.0,0.38,,
2020-08-04 15:00:00,53.0,24.75,38.8,6.18,0.38,47.23,
2020-08-04 16:00:00,,,,,,,
2020-08-04 17:00:00,,,,,,,
2020-08-04 18:00:00,53.0,,,,,,
2020-08-04 19:00:00,53.0,24.0,,,,,
2020-08-04 20:00:00,,,,,,,
2020-08-04 21:00:00,,,,,,,
2020-08-04 22:00:00,,,,,,,
