Datetime,PM10 (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),NOx (ppb),Ozone (ug/m3),SO2 ()
2019-11-14 18:00:00,396.25,226.5,1.88,48.9,63.78,73.33,14.32
2019-11-14 19:00:00,471.5,245.25,1.85,44.12,74.8,16.05,14.62
2019-11-14 20:00:00,402.5,222.0,1.73,49.4,54.3,23.0,18.8
2019-11-14 21:00:00,436.5,241.25,1.98,44.92,64.9,18.6,16.4
2019-11-14 22:00:00,410.25,247.75,2.33,43.27,118.23,6.17,14.9
2019-11-14 23:00:00,414.0,273.0,2.2,44.1,88.62,6.72,16.12
2019-11-15 00:00:00,468.25,318.25,1.95,46.45,76.53,5.83,16.7
2019-11-15 01:00:00,416.25,309.0,2.0,52.1,57.05,5.75,14.57
2019-11-15 02:00:00,452.0,365.75,2.2,59.77,32.88,11.2,12.05
2019-11-15 03:00:00,616.25,526.25,3.0,87.8,33.8,12.9,10.1
2019-11-15 04:00:00,858.25,750.25,3.1,87.35,33.82,13.22,10.95
2019-11-15 05:00:00,955.25,849.5,3.02,82.1,34.4,11.12,10.47
2019-11-15 06:00:00,918.25,818.0,3.08,76.88,36.05,9.3,10.7
2019-11-15 07:00:00,940.0,869.25,3.3,83.8,46.55,8.38,
2019-11-15 08:00:00,,969.75,3.35,87.3,45.05,8.78,
2019-11-15 09:00:00,,968.0,3.23,86.6,45.95,11.28,
2019-11-15 10:00:00,,934.5,2.88,91.42,43.8,29.98,
2019-11-15 11:00:00,925.0,828.5,2.4,89.55,43.92,70.68,
2019-11-15 12:00:00,888.75,671.0,2.02,85.7,41.7,112.18,
2019-11-15 13:00:00,681.25,495.5,1.12,58.5,28.07,138.45,
2019-11-15 14:00:00,384.5,269.0,1.2,49.48,21.62,155.85,
2019-11-15 15:00:00,364.0,262.25,0.93,45.15,20.65,173.35,
2019-11-15 16:00:00,315.75,221.0,1.48,43.33,24.98,153.35,
2019-11-15 17:00:00,345.25,242.25,1.6,46.7,31.42,119.58,
2019-11-15 18:00:00,365.25,249.0,1.8,50.97,59.38,55.4,
2019-11-15 19:00:00,428.25,258.75,2.52,57.58,126.8,10.02,
2019-11-15 20:00:00,518.75,308.25,2.67,59.65,143.22,5.17,
2019-11-15 21:00:00,486.25,293.75,2.35,62.65,101.0,6.15,9.7
2019-11-15 22:00:00,456.25,317.0,2.47,54.32,112.4,5.93,11.22
2019-11-15 23:00:00,488.5,338.75,2.22,55.67,83.1,5.25,11.68
2019-11-16 00:00:00,478.0,349.75,2.0,52.67,61.55,5.22,12.97
2019-11-16 01:00:00,453.5,347.25,1.85,51.83,49.2,6.58,14.22
2019-11-16 02:00:00,427.25,341.0,1.73,56.77,40.3,7.9,13.57
2019-11-16 03:00:00,405.0,333.75,1.6,61.8,36.7,6.68,9.8
2019-11-16 04:00:00,394.75,319.5,1.6,58.95,32.05,9.65,12.03
2019-11-16 05:00:00,393.0,322.0,1.6,57.48,30.8,7.68,13.55
2019-11-16 06:00:00,410.75,332.75,1.6,47.1,26.18,8.3,12.18
2019-11-16 07:00:00,373.5,308.0,1.65,45.98,38.6,5.28,10.98
2019-11-16 08:00:00,404.5,328.25,1.8,46.85,47.2,6.12,10.7
2019-11-16 09:00:00,432.25,344.25,1.8,53.4,44.02,11.3,13.95
2019-11-16 10:00:00,434.0,343.75,1.38,52.3,34.85,38.35,23.45
2019-11-16 11:00:00,313.75,238.0,1.12,47.0,26.98,82.12,26.2
2019-11-16 12:00:00,245.5,157.75,0.83,41.95,22.75,95.43,18.07
2019-11-16 13:00:00,266.25,96.25,0.7,37.42,19.35,100.17,9.85
2019-11-16 14:00:00,280.75,67.25,0.83,28.58,15.0,113.28,9.28
2019-11-16 15:00:00,274.25,65.75,0.8,24.25,13.03,114.38,9.8
2019-11-16 16:00:00,376.0,65.0,0.93,23.75,13.75,119.2,9.78
2019-11-16 17:00:00,485.5,86.0,1.0,25.1,15.6,116.85,10.27
2019-11-16 18:00:00,301.75,99.75,1.25,31.3,30.85,70.78,8.82
2019-11-16 19:00:00,267.25,110.25,1.38,32.92,47.92,25.02,8.9
2019-11-16 20:00:00,249.25,109.25,1.62,38.2,64.85,9.35,10.3
2019-11-16 21:00:00,287.25,156.5,1.58,41.35,48.8,15.85,9.55
2019-11-16 22:00:00,306.5,217.5,1.7,41.45,34.75,20.65,10.32
2019-11-16 23:00:00,332.0,264.5,1.7,43.45,30.85,15.53,10.35
2019-11-17 00:00:00,341.25,291.5,1.6,43.17,29.6,12.23,10.95
2019-11-17 01:00:00,306.75,256.25,1.58,38.9,22.85,15.35,10.77
2019-11-17 02:00:00,267.5,235.0,1.38,40.33,21.98,,9.25
2019-11-17 03:00:00,216.5,195.5,1.2,45.0,22.0,18.48,7.0
2019-11-17 04:00:00,189.0,163.25,1.2,42.88,21.55,18.1,7.17
2019-11-17 05:00:00,171.5,150.25,1.17,39.77,21.57,16.85,7.55
2019-11-17 06:00:00,163.5,143.75,1.33,33.3,20.2,13.0,9.43
2019-11-17 07:00:00,164.5,142.25,1.42,31.0,19.6,12.18,9.62
2019-11-17 08:00:00,166.5,142.25,1.4,30.52,20.9,16.27,10.25
2019-11-17 09:00:00,146.5,119.75,1.27,30.62,19.35,32.82,13.48
2019-11-17 10:00:00,132.25,105.5,1.15,31.85,18.62,51.38,13.95
2019-11-17 11:00:00,118.25,79.5,1.05,32.23,18.77,66.15,10.22
2019-11-17 12:00:00,120.0,64.75,1.0,32.45,17.45,80.83,8.17
2019-11-17 13:00:00,145.75,50.25,0.97,31.42,17.88,86.9,7.25
2019-11-17 14:00:00,127.75,42.25,0.97,26.02,14.67,91.8,7.53
2019-11-17 15:00:00,114.75,37.0,1.05,20.95,11.82,98.75,8.65
2019-11-17 16:00:00,126.75,43.5,0.7,18.35,10.62,96.47,7.88
2019-11-17 17:00:00,129.75,37.0,0.72,17.52,12.18,92.05,8.0
2019-11-17 18:00:00,107.0,43.0,0.93,21.35,25.25,61.0,7.88
2019-11-17 19:00:00,122.75,61.5,1.27,27.45,50.88,20.43,8.15
2019-11-17 20:00:00,164.5,103.25,1.6,33.75,69.8,8.25,11.03
2019-11-17 21:00:00,207.25,150.5,1.65,35.78,65.82,10.72,12.62
2019-11-17 22:00:00,216.5,176.75,1.52,33.72,42.25,26.68,11.2
2019-11-17 23:00:00,197.0,188.0,1.58,33.8,33.2,27.3,11.12
2019-11-18 00:00:00,,,1.67,36.05,29.02,24.12,10.5
2019-11-18 01:00:00,,,1.6,36.75,27.35,22.02,9.5
2019-11-18 02:00:00,,,1.65,39.88,24.95,,8.55
2019-11-18 03:00:00,,,1.6,48.8,25.2,19.05,5.9
2019-11-18 04:00:00,,,1.58,51.9,24.77,16.02,6.1
2019-11-18 05:00:00,,,1.42,42.35,24.65,16.23,9.57
2019-11-18 06:00:00,,,1.4,36.1,23.7,14.73,11.65
2019-11-18 07:00:00,,,1.45,32.67,26.12,10.88,11.62
2019-11-18 08:00:00,,,1.55,32.17,29.35,12.25,11.28
2019-11-18 09:00:00,,,1.3,33.6,24.98,20.62,11.88
2019-11-18 10:00:00,,,1.2,34.38,21.32,39.7,16.6
2019-11-18 11:00:00,,117.75,1.1,35.35,20.68,68.28,15.47
2019-11-18 12:00:00,,100.25,1.0,35.7,19.7,96.83,13.38
2019-11-18 13:00:00,,81.5,0.97,34.48,18.25,110.0,10.18
2019-11-18 14:00:00,,65.0,0.95,28.48,15.45,114.83,8.2
2019-11-18 15:00:00,,58.5,1.0,23.0,12.15,124.85,9.22
2019-11-18 16:00:00,,62.0,0.8,21.05,12.0,129.1,9.9
2019-11-18 17:00:00,,51.5,0.83,19.38,15.1,109.85,9.4
2019-11-18 18:00:00,,56.0,1.1,21.83,44.08,51.82,8.07
2019-11-18 19:00:00,,156.0,1.75,30.05,88.32,8.95,7.57
2019-11-18 20:00:00,,152.0,1.78,32.3,99.72,8.7,9.7
2019-11-18 21:00:00,,152.75,2.48,33.55,163.43,5.67,21.0
2019-11-18 22:00:00,,193.25,2.4,35.33,155.18,6.05,19.77
2019-11-18 23:00:00,,198.25,1.95,33.3,100.47,5.77,17.45
2019-11-19 00:00:00,,184.25,1.48,32.12,59.02,9.75,17.52
2019-11-19 01:00:00,,164.0,1.27,36.25,35.4,25.02,19.3
2019-11-19 02:00:00,,188.0,1.2,39.58,31.43,,22.03
2019-11-19 03:00:00,,195.5,1.2,36.7,39.7,17.6,11.2
2019-11-19 04:00:00,,167.25,1.12,36.42,35.1,16.18,9.82
2019-11-19 05:00:00,,180.0,1.27,37.52,39.62,8.27,9.67
2019-11-19 06:00:00,,194.75,1.52,39.2,58.03,5.45,11.23
2019-11-19 07:00:00,,202.0,1.62,33.15,81.7,4.77,11.7
2019-11-19 08:00:00,,177.25,1.77,32.85,86.12,5.17,10.55
2019-11-19 09:00:00,,199.0,1.73,36.1,75.03,7.72,14.53
2019-11-19 10:00:00,,218.0,1.55,39.9,46.7,26.38,22.3
2019-11-19 11:00:00,,208.75,1.18,37.0,26.18,68.92,17.52
2019-11-19 12:00:00,,169.75,1.05,36.62,20.6,98.92,14.12
2019-11-19 13:00:00,,152.5,0.9,33.95,17.95,125.42,11.43
2019-11-19 14:00:00,,110.75,0.8,29.73,17.7,142.1,9.5
2019-11-19 15:00:00,,78.75,0.9,22.82,12.77,144.6,9.8
2019-11-19 16:00:00,,71.75,0.8,24.2,14.93,133.18,8.72
2019-11-19 17:00:00,,63.75,0.95,22.77,18.65,117.75,8.38
2019-11-19 18:00:00,,72.75,1.27,23.57,42.1,64.43,9.47
2019-11-19 19:00:00,,94.25,1.7,29.03,96.72,10.82,8.32
2019-11-19 20:00:00,,136.0,2.05,29.2,120.48,9.45,14.68
2019-11-19 21:00:00,,177.75,2.67,33.83,192.22,5.35,16.25
2019-11-19 22:00:00,,210.25,2.2,35.77,108.8,5.6,18.3
2019-11-19 23:00:00,,239.5,1.9,43.92,70.6,10.12,20.4
2019-11-20 00:00:00,,258.5,1.9,36.98,81.17,8.07,17.7
2019-11-20 01:00:00,,222.25,1.77,37.42,76.0,7.9,12.6
2019-11-20 02:00:00,,237.75,1.67,39.4,56.98,16.9,14.88
2019-11-20 03:00:00,,269.75,1.5,49.0,42.5,24.62,16.6
2019-11-20 04:00:00,,260.0,1.52,44.8,61.05,6.58,13.78
2019-11-20 05:00:00,,261.25,1.6,43.48,63.2,4.85,11.1
2019-11-20 06:00:00,,287.5,1.65,52.95,57.52,5.17,10.9
2019-11-20 07:00:00,,345.75,2.1,43.25,134.1,5.6,9.85
2019-11-20 08:00:00,,324.75,2.38,47.32,161.12,6.42,9.77
2019-11-20 09:00:00,,349.25,2.17,53.75,100.68,9.85,15.47
2019-11-20 10:00:00,,376.0,2.0,60.35,63.77,31.0,36.6
2019-11-20 11:00:00,,393.5,1.68,53.9,51.75,85.15,37.95
2019-11-20 12:00:00,,300.0,1.27,45.55,42.75,153.6,25.38
2019-11-20 13:00:00,,232.0,1.18,40.65,33.75,189.9,18.27
2019-11-20 14:00:00,,189.0,0.78,31.77,23.82,199.0,13.0
2019-11-20 15:00:00,,130.0,0.8,29.3,17.75,,14.9
2019-11-20 16:00:00,,123.75,0.8,37.2,15.55,,12.95
2019-11-20 17:00:00,,121.5,0.93,31.78,20.62,139.68,12.4
2019-11-20 18:00:00,,128.75,1.85,32.72,65.22,56.4,11.9
2019-11-20 19:00:00,,177.5,2.52,36.32,101.28,14.43,12.25
2019-11-20 20:00:00,,238.0,4.05,44.8,145.82,8.05,12.4
2019-11-20 21:00:00,,316.75,5.18,49.5,145.18,9.18,14.62
2019-11-20 22:00:00,,357.0,4.65,44.45,134.78,8.45,15.0
2019-11-20 23:00:00,,300.0,3.6,42.35,109.1,8.03,15.05
2019-11-21 00:00:00,,275.75,3.3,42.1,105.4,7.75,14.45
2019-11-21 01:00:00,,283.5,3.0,40.53,126.7,7.78,12.03
2019-11-21 02:00:00,,282.0,2.6,45.65,97.0,,10.3
2019-11-21 03:00:00,,279.5,2.3,52.5,76.6,8.35,9.5
2019-11-21 04:00:00,,276.5,2.12,51.15,76.95,5.75,11.15
2019-11-21 05:00:00,,298.0,2.1,50.68,54.2,6.53,15.9
2019-11-21 06:00:00,,320.5,2.1,48.2,49.92,6.72,16.32
2019-11-21 07:00:00,,314.25,2.27,46.88,54.65,6.03,14.0
2019-11-21 08:00:00,,314.0,2.58,46.4,55.9,8.0,17.65
2019-11-21 09:00:00,,335.25,2.48,51.0,59.3,11.85,40.17
2019-11-21 10:00:00,,363.75,2.85,60.62,81.53,20.6,60.62
2019-11-21 11:00:00,,369.25,2.75,59.65,88.33,40.83,50.75
2019-11-21 12:00:00,,280.0,2.4,53.27,67.93,99.6,29.5
2019-11-21 13:00:00,,208.25,1.75,46.98,26.35,186.0,20.38
2019-11-21 14:00:00,,158.5,1.93,42.27,21.88,,20.55
2019-11-21 15:00:00,,169.75,2.0,43.28,22.92,,20.6
2019-11-21 16:00:00,,164.25,1.2,37.2,17.83,182.75,20.43
2019-11-21 17:00:00,,141.0,1.27,39.85,22.83,140.55,20.15
2019-11-21 18:00:00,,169.0,1.4,46.55,30.25,105.7,17.27
2019-11-21 19:00:00,,189.0,1.73,51.02,38.05,68.35,16.42
2019-11-21 20:00:00,,235.0,2.1,55.2,44.15,50.77,16.3
2019-11-21 21:00:00,,263.0,3.15,55.25,101.5,10.28,14.95
2019-11-21 22:00:00,,294.0,3.33,61.88,135.88,5.82,15.6
2019-11-21 23:00:00,,317.0,4.75,54.6,124.85,8.18,14.3
2019-11-22 00:00:00,,320.0,4.58,52.38,126.9,8.92,13.52
2019-11-22 01:00:00,,298.0,3.23,51.4,117.1,7.82,12.65
2019-11-22 02:00:00,,280.0,3.05,56.27,105.75,8.0,11.38
2019-11-22 03:00:00,,290.0,3.0,61.6,99.9,7.28,8.8
2019-11-22 04:00:00,,272.0,2.88,58.7,101.2,7.5,9.57
2019-11-22 05:00:00,,269.0,2.75,56.02,98.55,7.45,9.15
2019-11-22 06:00:00,,269.0,3.12,52.05,116.97,7.95,10.23
2019-11-22 07:00:00,,283.0,3.17,55.73,114.42,8.32,10.77
2019-11-22 08:00:00,,349.0,3.27,63.47,104.5,8.88,11.8
2019-11-22 09:00:00,,448.0,3.12,69.3,87.15,11.15,20.12
2019-11-22 10:00:00,,465.0,3.25,75.92,86.4,35.02,31.77
2019-11-22 11:00:00,,414.0,2.78,78.55,68.7,99.15,27.75
2019-11-22 12:00:00,,366.0,2.1,69.78,48.52,146.95,25.25
2019-11-22 13:00:00,,248.0,1.7,65.53,29.3,179.47,23.95
2019-11-22 14:00:00,,202.0,1.58,54.33,18.2,197.9,27.18
2019-11-22 15:00:00,,182.0,1.4,,13.47,187.35,25.07
2019-11-22 16:00:00,,141.0,1.08,,13.48,167.68,21.45
2019-11-22 17:00:00,,135.0,1.1,,15.65,138.9,15.93
2019-11-22 18:00:00,,127.0,1.2,,24.7,87.07,13.62
2019-11-22 19:00:00,,158.0,1.82,,53.77,31.28,13.07
2019-11-22 20:00:00,,190.0,2.05,,67.25,8.92,12.6
2019-11-22 21:00:00,,216.0,1.67,,32.75,47.55,13.42
2019-11-22 22:00:00,,232.0,1.55,,21.57,54.27,13.53
2019-11-22 23:00:00,,205.0,1.52,,20.55,50.68,12.7
2019-11-23 00:00:00,,215.0,1.48,,19.62,44.73,11.82
2019-11-23 01:00:00,,216.5,1.25,,14.4,55.5,12.2
2019-11-23 02:00:00,,182.0,1.15,44.2,15.02,51.1,9.47
2019-11-23 03:00:00,,159.75,1.2,47.7,18.8,41.03,6.9
2019-11-23 04:00:00,,156.75,1.2,47.82,20.68,24.0,7.55
2019-11-23 05:00:00,,193.5,1.23,49.9,21.73,15.38,9.4
2019-11-23 06:00:00,,214.75,1.38,47.55,18.0,12.7,13.2
2019-11-23 07:00:00,,213.5,1.5,45.23,26.23,5.0,16.52
2019-11-23 08:00:00,,214.5,1.6,43.35,26.45,6.1,19.82
2019-11-23 09:00:00,,194.5,1.52,41.83,25.12,8.7,20.95
2019-11-23 10:00:00,,185.75,1.3,42.48,20.5,20.77,20.07
2019-11-23 11:00:00,,159.0,1.2,46.33,18.12,35.62,16.38
2019-11-23 12:00:00,,137.0,1.12,44.75,16.25,53.25,12.67
2019-11-23 13:00:00,,110.0,1.08,42.03,14.12,68.58,10.5
2019-11-23 14:00:00,,89.75,1.0,35.92,10.2,82.45,10.55
2019-11-23 15:00:00,,80.5,0.97,30.93,8.95,92.75,9.75
2019-11-23 16:00:00,,68.5,0.8,28.78,8.43,99.18,9.32
2019-11-23 17:00:00,,58.75,0.8,29.23,11.17,81.12,9.72
2019-11-23 18:00:00,,71.0,0.95,32.93,20.65,48.4,9.15
2019-11-23 19:00:00,,81.25,1.38,39.38,42.8,12.82,8.27
2019-11-23 20:00:00,,110.25,1.52,43.75,46.85,7.85,8.12
2019-11-23 21:00:00,,132.5,1.33,45.4,36.38,9.85,7.95
2019-11-23 22:00:00,,134.0,1.32,42.42,28.95,13.97,8.73
2019-11-23 23:00:00,,137.25,1.38,39.12,23.2,14.62,8.9
2019-11-24 00:00:00,,149.5,1.42,38.38,24.73,10.48,9.32
2019-11-24 01:00:00,,152.5,1.18,36.3,16.5,24.55,9.33
2019-11-24 02:00:00,,137.25,1.08,37.02,14.65,,8.27
2019-11-24 03:00:00,,132.25,1.1,47.1,15.0,38.83,7.5
2019-11-24 04:00:00,,133.5,1.02,43.95,15.18,33.0,7.8
2019-11-24 05:00:00,,137.0,1.08,39.6,17.38,21.62,9.18
2019-11-24 06:00:00,,142.5,1.1,36.67,16.23,18.1,9.6
2019-11-24 07:00:00,,139.0,1.2,34.77,19.97,10.28,9.12
2019-11-24 08:00:00,,141.5,1.4,35.05,25.52,8.68,8.55
2019-11-24 09:00:00,,165.25,1.25,37.35,20.68,15.63,10.45
2019-11-24 10:00:00,,158.75,1.2,36.83,17.5,37.95,13.8
2019-11-24 11:00:00,,149.25,1.1,37.9,16.43,70.9,14.05
2019-11-24 12:00:00,,120.25,0.93,36.73,14.18,90.67,11.88
2019-11-24 13:00:00,,78.5,0.8,33.95,13.25,95.33,9.05
2019-11-24 14:00:00,,56.25,0.78,28.32,8.57,95.25,8.57
2019-11-24 15:00:00,,46.25,0.78,24.43,6.97,96.67,9.07
2019-11-24 16:00:00,,43.25,0.7,22.55,8.57,90.8,9.15
2019-11-24 17:00:00,,54.75,0.88,24.8,13.55,70.08,9.62
2019-11-24 18:00:00,,75.5,1.05,30.0,27.48,47.5,9.9
2019-11-24 19:00:00,,104.75,1.32,35.92,37.8,24.98,10.05
2019-11-24 20:00:00,,137.75,1.48,39.67,38.85,15.43,9.55
2019-11-24 21:00:00,,149.75,1.38,40.2,33.1,14.77,13.85
2019-11-24 22:00:00,,171.25,1.6,51.8,37.65,6.65,12.5
2019-11-24 23:00:00,,230.5,1.55,49.27,27.07,8.03,13.28
2019-11-25 00:00:00,,227.75,1.4,42.88,25.95,7.22,12.38
2019-11-25 01:00:00,,207.5,1.4,44.03,22.7,8.6,11.78
2019-11-25 02:00:00,,201.25,1.15,40.88,16.43,,12.38
2019-11-25 03:00:00,,161.75,1.0,42.7,13.4,45.45,11.0
2019-11-25 04:00:00,,141.0,1.05,41.58,13.78,37.1,9.62
2019-11-25 05:00:00,,142.5,1.08,38.3,15.83,26.3,8.75
2019-11-25 06:00:00,,152.0,1.23,40.95,17.9,14.28,9.5
2019-11-25 07:00:00,,213.5,1.55,48.35,38.92,5.45,12.85
2019-11-25 08:00:00,,302.5,1.77,60.23,39.17,5.82,19.23
2019-11-25 09:00:00,,383.25,1.7,58.42,36.88,10.03,34.72
2019-11-25 10:00:00,,331.75,1.55,47.98,32.0,26.7,33.6
2019-11-25 11:00:00,,243.25,1.05,38.17,18.98,67.43,26.4
2019-11-25 12:00:00,,156.0,1.12,40.45,23.72,107.17,26.45
2019-11-25 13:00:00,,164.0,1.02,38.22,23.33,142.82,26.6
2019-11-25 14:00:00,,133.0,0.93,32.75,15.65,171.75,21.95
2019-11-25 15:00:00,,105.75,0.97,30.85,13.12,176.38,21.48
2019-11-25 16:00:00,,105.0,0.85,27.25,11.48,144.75,17.9
2019-11-25 17:00:00,,77.25,0.9,23.8,10.85,99.5,13.95
2019-11-25 18:00:00,,79.75,1.38,25.2,24.52,51.3,12.2
2019-11-25 19:00:00,,105.0,1.98,30.68,42.1,17.68,11.3
2019-11-25 20:00:00,,142.25,2.42,36.58,72.53,6.4,11.0
2019-11-25 21:00:00,,161.75,2.27,38.98,68.88,8.75,12.75
2019-11-25 22:00:00,,176.5,2.0,37.67,47.85,9.7,13.55
2019-11-25 23:00:00,,159.5,1.72,36.75,36.65,9.25,12.93
2019-11-26 00:00:00,,156.25,1.45,34.38,26.27,18.08,16.4
2019-11-26 01:00:00,,148.25,1.5,32.65,25.25,9.2,13.4
2019-11-26 02:00:00,,140.25,1.25,32.67,27.38,,11.07
2019-11-26 03:00:00,,145.75,1.1,40.9,31.6,8.82,7.4
2019-11-26 04:00:00,,150.75,1.1,37.05,26.02,12.52,8.97
2019-11-26 05:00:00,,133.25,1.17,40.17,26.85,7.5,9.68
2019-11-26 06:00:00,,155.0,1.27,35.1,30.4,5.42,10.98
2019-11-26 07:00:00,,129.5,1.45,32.2,34.25,5.38,12.6
2019-11-26 08:00:00,,133.75,1.48,31.45,33.65,6.38,13.18
2019-11-26 09:00:00,,142.75,1.68,33.45,44.2,8.9,14.38
2019-11-26 10:00:00,,172.75,1.6,35.52,43.67,23.5,24.95
2019-11-26 11:00:00,,181.5,1.78,43.4,51.52,100.52,42.35
2019-11-26 12:00:00,,191.25,1.68,47.02,52.12,114.15,38.83
2019-11-26 13:00:00,,159.0,1.73,50.15,61.75,118.4,26.95
2019-11-26 14:00:00,,150.75,1.73,50.55,52.02,153.35,22.85
2019-11-26 15:00:00,,149.25,1.4,41.55,29.07,174.18,21.12
2019-11-26 16:00:00,,133.75,1.25,37.08,23.07,157.35,18.88
2019-11-26 17:00:00,,119.75,1.23,32.52,26.35,94.45,17.95
2019-11-26 18:00:00,,114.75,1.12,35.25,25.52,63.7,18.43
2019-11-26 19:00:00,,101.5,0.83,36.98,19.75,44.62,10.4
2019-11-26 20:00:00,,79.5,0.72,43.2,23.55,35.7,12.62
2019-11-26 21:00:00,,91.5,0.7,40.08,21.95,35.67,13.35
2019-11-26 22:00:00,,67.5,0.8,36.23,13.95,38.6,10.9
2019-11-26 23:00:00,,56.75,0.72,30.7,10.8,38.5,10.5
2019-11-27 00:00:00,,36.75,0.7,26.25,12.07,39.25,11.1
2019-11-27 01:00:00,,32.25,0.7,24.85,9.85,37.1,11.45
2019-11-27 02:00:00,,29.25,0.6,26.1,10.23,,13.07
2019-11-27 03:00:00,,31.75,0.6,33.8,17.8,22.88,13.2
2019-11-27 04:00:00,,44.0,0.6,32.77,15.33,37.62,10.95
2019-11-27 05:00:00,,37.0,0.62,30.05,14.9,37.4,10.38
2019-11-27 06:00:00,,39.5,0.65,29.15,16.25,28.05,9.45
2019-11-27 07:00:00,,49.5,0.8,25.8,16.9,15.62,9.35
2019-11-27 08:00:00,,35.25,0.95,25.7,22.52,13.0,9.53
2019-11-27 09:00:00,,55.75,1.02,27.62,26.05,9.7,10.12
2019-11-27 10:00:00,,77.25,1.0,30.3,24.27,21.02,14.18
2019-11-27 11:00:00,,95.75,0.88,33.1,20.4,38.25,17.52
2019-11-27 12:00:00,,87.5,0.95,38.88,23.12,49.0,15.47
2019-11-27 13:00:00,,96.5,1.1,40.38,29.85,67.6,15.1
2019-11-27 14:00:00,,106.0,1.12,42.05,29.83,84.4,15.38
2019-11-27 15:00:00,,98.5,1.4,40.25,25.88,134.3,16.02
2019-11-27 16:00:00,,116.5,1.4,52.3,38.97,23.8,10.23
2019-11-27 17:00:00,,124.5,1.17,51.83,31.2,47.58,10.43
2019-11-27 18:00:00,,106.5,1.27,52.0,32.05,43.88,9.88
2019-11-27 19:00:00,,101.25,1.17,55.1,32.48,43.85,8.2
2019-11-27 20:00:00,,101.75,1.2,63.22,36.28,32.4,7.58
2019-11-27 21:00:00,,102.0,0.88,56.12,26.52,64.55,7.7
2019-11-27 22:00:00,,65.75,0.7,49.88,22.12,65.43,6.85
2019-11-27 23:00:00,,28.5,0.7,43.85,19.15,77.6,7.75
2019-11-28 00:00:00,,25.75,0.67,38.18,16.88,58.95,7.7
2019-11-28 01:00:00,,25.5,0.6,34.4,15.65,56.8,7.85
2019-11-28 02:00:00,,32.5,0.6,34.8,16.12,,7.15
2019-11-28 03:00:00,,19.75,0.5,46.2,19.2,48.4,5.3
2019-11-28 04:00:00,,17.0,0.55,45.12,20.27,43.2,6.18
2019-11-28 05:00:00,,28.75,0.6,41.15,20.55,41.58,6.58
2019-11-28 06:00:00,,29.75,0.6,38.22,20.32,41.22,6.6
2019-11-28 07:00:00,,35.25,0.67,35.85,18.75,43.4,7.8
2019-11-28 08:00:00,,35.25,0.7,33.75,17.1,48.98,7.62
2019-11-28 09:00:00,,31.75,0.75,33.45,17.5,50.2,7.57
2019-11-28 10:00:00,,28.0,0.7,32.75,16.95,48.5,7.4
2019-11-28 11:00:00,,32.5,0.75,37.9,22.48,47.33,7.22
2019-11-28 12:00:00,,45.0,0.75,42.97,23.3,50.73,7.33
2019-11-28 13:00:00,,44.0,0.75,45.1,20.3,59.05,7.5
2019-11-28 14:00:00,,49.0,0.9,45.42,21.75,69.95,7.15
2019-11-28 15:00:00,,46.5,0.9,40.6,17.72,67.25,7.35
2019-11-28 16:00:00,,47.0,0.8,36.42,15.5,79.17,8.15
2019-11-28 17:00:00,,41.5,0.83,33.83,15.48,75.0,8.33
2019-11-28 18:00:00,,38.5,0.9,33.95,17.42,58.92,8.98
2019-11-28 19:00:00,,53.75,1.05,38.43,23.95,35.48,7.9
2019-11-28 20:00:00,,57.0,0.9,42.55,25.3,37.38,6.2
2019-11-28 21:00:00,,52.25,0.93,43.25,25.62,32.48,6.03
2019-11-28 22:00:00,,56.75,1.3,47.0,41.78,14.28,7.4
2019-11-28 23:00:00,,60.75,1.45,49.73,61.83,8.32,8.2
2019-11-29 00:00:00,,66.0,1.42,48.65,69.9,6.78,8.25
2019-11-29 01:00:00,,72.25,1.18,41.6,42.35,7.12,8.57
2019-11-29 02:00:00,,87.5,0.97,39.27,36.6,6.1,10.1
2019-11-29 03:00:00,,78.75,0.8,45.2,27.6,8.7,7.3
2019-11-29 04:00:00,,89.25,0.7,52.8,29.48,9.7,7.5
2019-11-29 05:00:00,,98.0,0.7,43.6,28.32,10.38,8.75
2019-11-29 06:00:00,,72.25,0.78,38.05,25.25,10.95,9.88
2019-11-29 07:00:00,,61.0,0.93,39.58,25.25,5.57,9.4
2019-11-29 08:00:00,,70.5,1.15,35.85,30.35,8.45,8.88
2019-11-29 09:00:00,,77.5,1.1,37.33,29.25,13.32,12.07
2019-11-29 10:00:00,,89.25,1.05,35.6,27.38,24.48,15.22
2019-11-29 11:00:00,,66.75,0.78,32.12,22.33,40.2,13.5
2019-11-29 12:00:00,,41.0,0.65,32.02,19.05,59.0,11.03
2019-11-29 13:00:00,,40.25,0.65,35.8,19.85,76.45,11.25
2019-11-29 14:00:00,,53.25,0.7,40.9,22.52,101.45,11.97
2019-11-29 15:00:00,,66.0,0.7,38.8,18.9,108.35,10.88
2019-11-29 16:00:00,,47.5,0.78,35.28,17.23,103.95,9.8
2019-11-29 17:00:00,,47.0,0.83,33.42,17.45,91.3,9.38
2019-11-29 18:00:00,,54.25,1.05,35.83,26.87,50.8,9.7
2019-11-29 19:00:00,,74.0,1.95,52.43,82.38,4.8,7.08
2019-11-29 20:00:00,,100.75,1.95,65.85,105.42,4.07,6.4
2019-11-29 21:00:00,,121.75,2.02,70.95,117.93,4.15,7.03
