Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NH3 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3)
2020-04-20 12:00:00,86.5,20.0,30.85,6.0,16.55,0.3,20.9
2020-04-20 13:00:00,63.5,13.75,30.07,4.8,15.68,0.15,24.67
2020-04-20 14:00:00,55.5,11.5,30.52,3.85,13.85,0.1,24.85
2020-04-20 15:00:00,31.0,6.75,31.12,3.88,12.38,0.1,22.75
2020-04-20 16:00:00,16.0,6.0,29.92,4.55,11.7,0.1,22.0
2020-04-20 17:00:00,16.5,6.5,28.15,4.55,12.38,0.12,22.2
2020-04-20 18:00:00,20.25,8.0,24.65,5.38,15.15,0.15,24.2
2020-04-20 19:00:00,30.5,9.5,26.38,6.8,14.85,0.25,20.0
2020-04-20 20:00:00,49.0,19.5,29.7,11.75,14.03,0.48,11.93
2020-04-20 21:00:00,88.0,53.25,36.65,18.02,13.95,0.72,7.08
2020-04-20 22:00:00,129.0,90.0,34.05,13.8,13.18,0.5,15.33
2020-04-20 23:00:00,105.75,41.0,30.0,7.9,13.55,0.35,23.43
2020-04-21 00:00:00,72.0,29.25,30.5,7.9,15.05,0.4,23.22
2020-04-21 01:00:00,75.0,31.25,31.05,8.88,16.77,0.4,21.68
2020-04-21 02:00:00,80.25,33.75,30.95,9.32,18.48,0.4,18.2
2020-04-21 03:00:00,68.5,30.25,29.35,10.55,15.3,0.4,21.62
2020-04-21 04:00:00,65.5,32.0,28.4,9.82,16.75,0.43,13.28
2020-04-21 05:00:00,61.75,36.0,28.8,9.82,16.27,0.47,10.53
2020-04-21 06:00:00,62.25,38.25,28.88,9.55,15.5,0.45,10.8
2020-04-21 07:00:00,58.25,35.75,29.32,11.82,15.25,0.47,10.68
2020-04-21 08:00:00,68.0,36.25,31.15,13.45,17.48,0.53,14.43
2020-04-21 09:00:00,82.75,38.75,32.0,13.27,18.02,0.45,22.52
2020-04-21 10:00:00,77.0,36.25,33.5,14.05,20.73,0.55,34.92
2020-04-21 11:00:00,90.25,41.75,32.5,10.12,25.57,0.5,42.9
2020-04-21 12:00:00,85.75,42.5,30.3,6.83,22.75,0.35,40.25
2020-04-21 13:00:00,63.25,32.25,30.9,4.45,22.98,0.3,39.42
2020-04-21 14:00:00,65.5,39.25,32.15,4.1,19.5,0.18,33.62
2020-04-21 15:00:00,50.25,27.25,30.48,4.12,11.9,0.1,32.52
2020-04-21 16:00:00,44.25,16.75,30.52,4.3,11.83,0.1,33.1
2020-04-21 17:00:00,43.0,18.5,29.48,4.17,11.1,0.1,33.1
2020-04-21 18:00:00,45.5,17.75,26.45,4.65,12.73,0.2,34.77
2020-04-21 19:00:00,42.5,19.0,24.12,4.85,13.48,0.2,33.3
2020-04-21 20:00:00,39.5,16.0,23.27,7.6,14.72,0.28,27.05
2020-04-21 21:00:00,47.5,17.5,25.4,12.95,15.43,0.5,18.95
2020-04-21 22:00:00,66.5,27.75,29.1,18.98,15.15,0.62,11.55
2020-04-21 23:00:00,92.75,47.75,30.9,21.23,14.05,0.67,12.8
2020-04-22 00:00:00,93.5,54.5,29.97,15.83,14.97,0.55,15.9
2020-04-22 01:00:00,93.0,50.25,31.17,13.78,16.27,0.5,14.25
2020-04-22 02:00:00,104.0,51.5,31.2,15.25,18.5,0.6,10.1
2020-04-22 03:00:00,100.0,51.75,29.35,13.5,16.85,0.55,14.18
2020-04-22 04:00:00,95.5,49.25,30.62,14.38,18.12,0.6,7.1
2020-04-22 05:00:00,90.25,52.75,29.58,13.97,17.75,0.6,6.95
2020-04-22 06:00:00,88.75,50.5,28.95,14.62,17.38,0.6,7.0
2020-04-22 07:00:00,92.0,47.25,30.18,17.15,17.05,0.7,8.95
2020-04-22 08:00:00,108.0,57.0,31.85,20.77,19.65,0.78,12.48
2020-04-22 09:00:00,147.75,76.5,35.05,19.0,25.55,0.72,26.07
2020-04-22 10:00:00,138.0,73.75,31.62,11.72,25.85,0.5,39.85
2020-04-22 11:00:00,103.5,54.75,29.9,8.65,27.65,0.47,50.75
2020-04-22 12:00:00,98.25,56.25,28.5,6.0,24.82,0.32,39.95
2020-04-22 13:00:00,66.25,33.25,25.62,4.8,19.25,0.2,38.45
2020-04-22 14:00:00,57.5,24.5,26.23,4.6,16.95,0.12,36.83
2020-04-22 15:00:00,54.5,21.25,27.05,4.65,12.97,0.1,33.12
2020-04-22 16:00:00,48.0,16.25,25.82,4.67,11.38,0.03,30.9
2020-04-22 17:00:00,41.0,15.75,24.4,5.08,10.85,0.0,29.2
2020-04-22 18:00:00,38.0,11.75,21.92,5.92,11.15,0.08,29.55
2020-04-22 19:00:00,38.25,12.5,19.2,6.83,14.07,0.2,32.62
2020-04-22 20:00:00,59.75,32.25,25.93,12.75,14.78,0.57,20.18
2020-04-22 21:00:00,112.25,68.5,26.35,17.4,17.07,0.57,15.73
2020-04-22 22:00:00,89.25,44.0,30.05,22.73,18.18,0.72,13.1
2020-04-22 23:00:00,121.0,63.25,35.08,28.2,16.65,1.05,14.55
2020-04-23 00:00:00,156.0,84.5,39.83,26.58,15.85,0.98,15.25
2020-04-23 01:00:00,151.5,91.25,37.97,25.2,15.67,1.15,16.3
2020-04-23 02:00:00,169.5,111.75,41.2,24.1,19.07,0.95,13.7
2020-04-23 03:00:00,149.5,93.5,33.95,23.1,16.65,0.75,15.57
2020-04-23 04:00:00,130.75,76.25,33.88,19.07,19.25,0.78,12.75
2020-04-23 05:00:00,129.25,70.75,30.35,11.93,22.4,0.65,16.45
2020-04-23 06:00:00,118.75,61.25,30.57,11.45,21.23,0.62,15.07
2020-04-23 07:00:00,128.5,63.75,32.95,13.25,23.98,0.6,30.12
2020-04-23 08:00:00,151.25,70.25,36.22,14.07,24.7,0.67,26.3
2020-04-23 09:00:00,160.0,77.0,39.55,11.5,27.5,0.62,30.57
2020-04-23 10:00:00,173.75,82.5,40.85,9.62,28.07,0.57,35.85
2020-04-23 11:00:00,139.25,66.5,35.12,7.6,25.73,0.5,42.52
2020-04-23 12:00:00,114.0,46.5,34.77,7.68,21.9,0.4,38.88
2020-04-23 13:00:00,71.0,34.75,34.2,5.25,19.7,0.35,41.97
2020-04-23 14:00:00,90.0,30.25,35.2,6.28,18.2,0.28,37.67
2020-04-23 15:00:00,132.5,23.25,34.33,5.2,12.68,0.08,22.5
2020-04-23 16:00:00,55.25,8.5,30.65,5.2,10.57,0.0,18.1
2020-04-23 17:00:00,35.0,7.25,30.67,6.57,9.88,0.08,20.57
2020-04-23 18:00:00,33.5,8.25,29.75,8.0,9.93,0.1,20.93
2020-04-23 19:00:00,30.25,9.75,24.72,8.98,13.55,0.28,22.47
2020-04-23 20:00:00,37.5,13.25,26.48,13.77,14.55,0.45,13.55
2020-04-23 21:00:00,54.25,22.5,27.73,19.92,14.85,0.6,8.72
2020-04-23 22:00:00,76.0,39.75,28.62,25.4,14.82,0.7,5.73
2020-04-23 23:00:00,84.0,42.5,31.42,28.25,13.88,0.83,7.15
2020-04-24 00:00:00,87.75,48.75,35.2,29.62,14.22,0.8,8.93
2020-04-24 01:00:00,103.25,61.5,34.5,27.05,14.25,0.8,10.03
2020-04-24 02:00:00,88.75,58.5,36.35,25.93,15.07,0.85,10.5
2020-04-24 03:00:00,91.0,64.25,37.2,22.3,14.7,0.8,13.97
2020-04-24 04:00:00,111.0,74.75,39.08,24.18,16.78,0.9,8.03
2020-04-24 05:00:00,145.25,96.75,40.72,21.98,17.1,0.95,7.6
2020-04-24 06:00:00,147.5,97.75,38.15,22.95,18.5,0.85,6.33
2020-04-24 07:00:00,142.5,83.5,37.75,23.82,17.75,0.8,8.25
2020-04-24 08:00:00,142.0,79.5,40.05,20.97,22.5,0.75,11.33
2020-04-24 09:00:00,139.5,76.5,40.82,14.03,25.8,0.57,20.17
2020-04-24 10:00:00,126.0,66.75,43.27,11.7,26.18,0.62,29.0
2020-04-24 11:00:00,127.75,71.75,37.65,8.93,25.1,0.65,41.75
2020-04-24 12:00:00,103.75,50.0,33.2,7.3,24.32,0.5,45.88
2020-04-24 13:00:00,99.0,41.25,33.38,6.07,23.85,0.32,46.02
2020-04-24 14:00:00,99.75,41.25,34.2,5.1,20.65,0.28,46.58
2020-04-24 15:00:00,84.25,37.0,36.7,5.45,16.85,0.2,46.52
2020-04-24 16:00:00,83.25,31.5,39.15,7.33,14.07,0.18,44.22
2020-04-24 17:00:00,84.25,32.25,40.55,6.78,12.75,0.1,43.8
2020-04-24 18:00:00,101.0,31.25,40.45,7.7,12.75,0.2,39.88
2020-04-24 19:00:00,100.75,35.0,35.62,10.53,14.62,0.55,40.0
2020-04-24 20:00:00,123.25,45.0,36.88,14.38,16.88,0.77,25.5
2020-04-24 21:00:00,138.0,74.25,38.42,22.5,16.82,0.98,15.95
2020-04-24 22:00:00,137.0,74.25,40.15,20.15,17.3,1.0,15.78
2020-04-24 23:00:00,140.75,77.5,39.47,19.73,16.9,0.85,19.15
2020-04-25 00:00:00,126.75,64.5,41.65,13.35,14.78,0.78,22.32
2020-04-25 01:00:00,100.0,50.25,39.25,9.23,13.35,0.38,21.93
2020-04-25 02:00:00,84.75,31.0,43.4,10.55,13.2,0.38,15.7
2020-04-25 03:00:00,79.75,32.75,32.2,12.5,15.45,0.35,19.73
2020-04-25 04:00:00,63.25,25.75,30.88,7.4,16.23,0.3,22.82
2020-04-25 05:00:00,49.5,15.5,31.48,6.6,15.95,0.3,18.18
2020-04-25 06:00:00,41.0,14.5,31.05,7.55,16.08,0.3,17.3
2020-04-25 07:00:00,41.75,13.5,31.62,4.97,14.82,0.2,28.33
2020-04-25 08:00:00,49.25,7.5,33.7,6.2,14.25,0.2,27.82
2020-04-25 09:00:00,40.25,12.25,36.52,8.48,13.82,0.25,27.7
2020-04-25 10:00:00,48.5,13.0,38.9,7.55,13.0,0.2,30.95
2020-04-25 11:00:00,49.5,13.0,36.02,6.25,13.62,0.28,34.45
2020-04-25 12:00:00,37.75,12.5,31.6,4.73,16.02,0.23,35.85
2020-04-25 13:00:00,33.75,11.75,29.67,3.45,17.48,0.23,37.25
2020-04-25 14:00:00,35.0,14.0,29.45,3.38,14.9,0.2,36.05
2020-04-25 15:00:00,41.0,16.0,28.98,3.85,13.42,0.1,35.78
2020-04-25 16:00:00,42.25,14.75,31.72,4.72,11.68,0.12,39.25
2020-04-25 17:00:00,53.75,15.0,34.22,5.2,12.15,0.2,44.8
2020-04-25 18:00:00,74.5,26.0,33.92,6.1,11.62,0.2,41.25
2020-04-25 19:00:00,78.75,34.5,35.2,8.93,11.5,0.5,36.85
2020-04-25 20:00:00,107.75,62.0,30.23,11.83,14.95,0.6,27.88
2020-04-25 21:00:00,91.0,42.0,28.9,20.88,14.85,0.85,15.45
2020-04-25 22:00:00,106.5,55.0,33.4,22.38,15.3,1.05,12.28
2020-04-25 23:00:00,134.25,78.5,32.73,16.92,16.38,0.78,14.88
2020-04-26 00:00:00,139.5,61.0,36.77,15.97,16.62,0.9,13.4
2020-04-26 01:00:00,160.5,68.75,39.35,16.67,15.3,0.88,12.6
2020-04-26 02:00:00,153.75,73.75,39.25,29.58,16.45,0.88,12.7
2020-04-26 03:00:00,144.0,72.0,37.85,25.45,16.15,0.75,15.9
2020-04-26 04:00:00,136.0,67.0,34.67,12.65,19.33,0.65,24.1
2020-04-26 05:00:00,141.0,62.75,33.98,10.32,19.07,0.65,24.77
2020-04-26 06:00:00,151.75,69.25,34.92,9.3,18.4,0.7,23.75
2020-04-26 07:00:00,169.25,74.25,36.25,8.8,19.23,0.62,22.25
2020-04-26 08:00:00,174.75,78.25,38.42,9.88,17.0,0.7,16.05
2020-04-26 09:00:00,166.25,82.0,40.97,10.38,16.9,0.72,17.9
2020-04-26 10:00:00,153.75,75.75,36.1,8.07,16.1,0.4,23.2
2020-04-26 11:00:00,74.0,32.5,37.17,7.38,15.5,0.4,28.25
2020-04-26 12:00:00,65.25,40.25,36.17,7.22,18.45,0.45,34.3
2020-04-26 13:00:00,145.0,38.5,36.17,7.58,19.58,0.38,29.68
2020-04-26 14:00:00,284.25,27.5,34.93,11.12,16.38,0.3,26.35
2020-04-26 15:00:00,64.0,16.25,37.2,6.85,16.4,0.25,27.62
2020-04-26 16:00:00,38.25,13.5,39.08,6.88,13.93,0.2,28.35
2020-04-26 17:00:00,35.25,11.75,42.15,7.05,13.0,0.15,28.75
2020-04-26 18:00:00,40.25,10.5,41.65,5.7,15.58,0.12,29.28
2020-04-26 19:00:00,36.25,11.0,41.52,6.03,14.72,0.32,29.27
2020-04-26 20:00:00,38.25,18.25,36.15,6.25,16.45,0.4,27.48
2020-04-26 21:00:00,30.75,20.75,34.38,6.1,16.93,0.4,25.55
2020-04-26 22:00:00,25.25,17.5,34.62,7.08,16.7,0.4,21.25
2020-04-26 23:00:00,30.0,18.75,34.83,8.88,16.9,0.4,17.5
2020-04-27 00:00:00,34.25,19.5,35.75,9.28,16.1,0.4,17.58
2020-04-27 01:00:00,38.25,23.5,36.7,8.32,15.82,0.4,20.17
2020-04-27 02:00:00,37.0,22.0,37.75,7.08,15.5,0.4,20.9
2020-04-27 03:00:00,32.75,22.5,37.6,7.85,14.55,0.35,24.68
2020-04-27 04:00:00,39.0,25.0,35.2,8.47,16.25,0.43,17.7
2020-04-27 05:00:00,41.0,30.0,34.12,8.07,16.88,0.5,15.43
2020-04-27 06:00:00,35.5,33.0,32.3,6.65,17.18,0.43,17.55
2020-04-27 07:00:00,30.5,24.75,31.75,5.95,16.65,0.4,17.0
2020-04-27 08:00:00,39.5,27.25,32.55,6.1,14.7,0.4,17.9
2020-04-27 09:00:00,46.0,27.25,34.28,6.32,14.05,0.4,22.0
2020-04-27 10:00:00,48.0,23.75,34.4,6.25,13.38,0.3,28.58
2020-04-27 11:00:00,34.25,20.0,35.35,4.88,12.28,0.3,32.67
2020-04-27 12:00:00,28.75,20.75,33.55,4.05,13.28,0.32,37.17
2020-04-27 13:00:00,29.5,21.5,30.9,3.92,14.15,0.3,40.48
2020-04-27 14:00:00,32.75,17.5,31.38,4.38,15.43,0.3,42.58
2020-04-27 15:00:00,31.5,20.0,31.48,4.05,15.95,0.3,47.0
2020-04-27 16:00:00,40.75,22.0,34.35,4.88,14.48,0.25,46.8
2020-04-27 17:00:00,44.0,18.25,37.95,4.8,12.15,0.2,46.05
2020-04-27 18:00:00,37.25,17.5,38.75,5.55,10.93,0.2,43.4
2020-04-27 19:00:00,44.25,24.75,41.05,6.6,11.43,0.38,40.05
2020-04-27 20:00:00,71.25,33.0,37.75,7.15,15.98,0.5,37.05
2020-04-27 21:00:00,66.5,31.75,33.08,7.3,18.3,0.53,28.0
2020-04-27 22:00:00,58.25,28.25,31.75,6.28,19.52,0.5,25.28
2020-04-27 23:00:00,58.5,30.5,32.95,6.82,19.45,0.57,20.75
2020-04-28 00:00:00,64.75,34.5,34.85,7.3,18.77,0.5,21.08
2020-04-28 01:00:00,57.75,34.25,35.83,7.75,18.05,0.45,22.75
2020-04-28 02:00:00,46.0,35.25,37.65,7.53,16.88,0.4,20.6
2020-04-28 03:00:00,40.25,26.5,37.3,8.9,14.75,0.35,25.67
2020-04-28 04:00:00,40.25,24.5,34.77,8.35,16.67,0.4,19.98
2020-04-28 05:00:00,40.0,24.5,32.18,7.15,17.6,0.5,18.8
2020-04-28 06:00:00,47.5,30.25,31.75,8.62,18.85,0.5,16.7
2020-04-28 07:00:00,50.5,33.0,32.08,9.38,19.02,0.5,15.73
2020-04-28 08:00:00,49.0,31.25,33.67,10.4,19.6,0.4,17.8
2020-04-28 09:00:00,56.5,34.0,33.85,7.65,17.27,0.35,23.05
2020-04-28 10:00:00,53.0,31.75,34.38,6.8,15.23,0.38,28.27
2020-04-28 11:00:00,58.75,33.75,35.95,5.85,15.15,0.4,34.62
2020-04-28 12:00:00,64.5,32.0,33.62,4.62,14.97,0.4,40.8
2020-04-28 13:00:00,57.5,30.0,30.45,3.98,16.38,0.4,43.9
2020-04-28 14:00:00,59.75,33.0,29.25,3.8,17.95,0.4,45.85
2020-04-28 15:00:00,61.75,32.25,29.1,4.25,18.45,0.4,49.4
2020-04-28 16:00:00,62.75,31.0,31.4,4.92,17.4,0.3,48.95
2020-04-28 17:00:00,67.0,33.75,36.3,6.25,15.28,0.3,47.65
2020-04-28 18:00:00,65.0,33.75,38.52,6.85,13.95,0.3,46.12
2020-04-28 19:00:00,69.0,36.75,39.62,8.52,13.57,0.48,42.0
2020-04-28 20:00:00,76.0,43.25,39.4,13.55,13.05,0.72,28.6
2020-04-28 21:00:00,89.0,57.25,34.62,20.23,15.02,0.9,18.3
2020-04-28 22:00:00,97.25,64.0,35.07,19.0,15.4,1.0,51.35
2020-04-28 23:00:00,117.25,74.5,36.25,16.02,17.48,1.05,50.05
2020-04-29 00:00:00,130.75,78.0,36.62,12.35,32.88,0.88,99.18
2020-04-29 01:00:00,129.5,73.0,38.0,14.22,22.23,0.7,42.65
2020-04-29 02:00:00,117.75,68.5,40.22,16.12,19.12,0.75,36.9
2020-04-29 03:00:00,111.0,71.75,40.1,15.75,14.7,0.65,38.92
2020-04-29 04:00:00,100.75,67.0,39.02,15.6,16.1,0.7,17.73
2020-04-29 05:00:00,98.5,64.5,34.5,19.75,16.9,0.7,8.6
2020-04-29 06:00:00,103.5,65.25,34.7,22.67,17.1,0.8,6.03
2020-04-29 07:00:00,108.5,64.5,36.42,21.85,16.75,0.75,5.92
2020-04-29 08:00:00,113.5,66.25,38.05,14.3,17.95,0.6,12.25
2020-04-29 09:00:00,95.75,56.25,37.62,9.07,18.32,0.5,24.3
2020-04-29 10:00:00,91.25,50.25,39.85,6.75,17.65,0.47,31.78
2020-04-29 11:00:00,89.25,46.0,40.77,5.9,15.8,0.4,36.5
2020-04-29 12:00:00,89.75,41.0,39.27,5.3,14.93,0.38,42.1
2020-04-29 13:00:00,96.0,44.25,33.67,4.75,17.3,0.43,49.05
2020-04-29 14:00:00,105.75,42.5,30.68,4.3,16.85,0.38,49.53
2020-04-29 15:00:00,70.5,34.0,30.7,4.05,16.73,0.32,49.22
2020-04-29 16:00:00,67.0,32.25,30.67,3.88,16.15,0.3,51.0
2020-04-29 17:00:00,71.25,35.5,35.82,5.4,14.2,0.25,49.38
2020-04-29 18:00:00,74.75,35.75,38.33,6.88,12.9,0.3,45.6
2020-04-29 19:00:00,76.25,40.5,39.02,9.75,12.33,0.53,38.05
2020-04-29 20:00:00,86.25,42.0,41.45,17.62,12.05,0.75,22.65
2020-04-29 21:00:00,103.0,54.0,36.6,17.35,15.5,0.88,27.33
2020-04-29 22:00:00,125.0,61.75,33.5,10.55,16.68,0.75,29.48
2020-04-29 23:00:00,126.5,56.25,33.17,7.83,16.45,0.7,24.9
2020-04-30 00:00:00,121.75,51.25,34.38,8.25,16.5,0.7,18.38
2020-04-30 01:00:00,119.25,51.75,36.38,9.62,15.15,0.55,17.42
2020-04-30 02:00:00,105.5,48.75,38.38,8.8,14.85,0.47,19.1
2020-04-30 03:00:00,80.75,42.5,41.1,8.8,13.35,0.4,27.55
2020-04-30 04:00:00,81.5,43.25,41.12,7.47,15.57,0.5,26.95
2020-04-30 05:00:00,77.5,44.0,36.95,7.05,16.65,0.6,21.95
2020-04-30 06:00:00,82.0,53.0,35.52,8.83,17.3,0.6,15.57
2020-04-30 07:00:00,95.25,53.5,35.15,11.65,17.57,0.6,10.23
2020-04-30 08:00:00,108.0,55.0,35.8,10.07,18.52,0.55,12.62
2020-04-30 09:00:00,111.25,57.25,39.05,9.15,20.07,0.55,17.97
2020-04-30 10:00:00,121.75,65.25,43.45,7.72,20.5,0.53,23.2
2020-04-30 11:00:00,122.75,68.25,46.17,7.45,19.7,0.47,30.2
2020-04-30 12:00:00,114.75,62.0,46.3,6.55,18.98,0.4,36.17
2020-04-30 13:00:00,101.5,48.75,40.1,6.33,20.77,0.5,48.2
2020-04-30 14:00:00,97.0,41.25,35.9,6.25,18.35,0.4,45.58
2020-04-30 15:00:00,88.0,32.0,39.12,5.55,18.25,0.4,44.83
2020-04-30 16:00:00,90.75,38.0,38.3,5.1,18.7,0.38,51.12
2020-04-30 17:00:00,105.25,39.5,45.4,5.97,17.65,0.3,48.73
2020-04-30 18:00:00,123.25,44.25,49.75,7.77,15.5,0.35,43.53
2020-04-30 19:00:00,150.0,45.25,51.17,10.12,13.45,0.45,39.85
2020-04-30 20:00:00,195.75,45.0,50.47,11.4,15.55,0.43,52.58
2020-04-30 21:00:00,76.25,44.75,41.75,11.8,18.1,0.67,40.4
2020-04-30 22:00:00,91.0,54.5,36.65,14.03,18.5,0.78,23.1
2020-04-30 23:00:00,98.5,61.5,36.22,16.28,17.92,0.85,17.48
2020-05-01 00:00:00,105.5,67.75,37.2,17.5,20.82,0.8,41.8
2020-05-01 01:00:00,109.5,65.5,40.3,15.68,20.05,0.6,17.4
2020-05-01 02:00:00,99.0,68.5,45.8,17.73,17.62,0.6,17.0
2020-05-01 03:00:00,93.0,60.0,42.65,11.2,15.2,0.45,25.53
2020-05-01 04:00:00,80.5,50.25,42.28,12.18,15.9,0.5,18.83
2020-05-01 05:00:00,98.25,58.5,40.55,13.45,16.48,0.6,12.58
2020-05-01 06:00:00,107.0,64.5,40.4,13.53,17.6,0.7,5.85
2020-05-01 07:00:00,126.5,70.5,40.62,14.47,17.88,0.7,3.33
2020-05-01 08:00:00,134.5,71.75,39.7,10.45,17.23,0.6,7.12
2020-05-01 09:00:00,121.75,63.0,40.62,7.83,18.02,0.5,11.22
2020-05-01 10:00:00,135.5,66.25,47.88,7.68,18.5,0.5,17.35
2020-05-01 11:00:00,144.0,66.0,51.67,6.78,18.5,0.5,28.23
2020-05-01 12:00:00,144.75,62.0,56.15,6.97,18.73,0.47,35.55
2020-05-01 13:00:00,132.75,56.0,53.58,8.9,18.45,0.57,42.2
2020-05-01 14:00:00,117.25,47.0,41.78,6.18,20.55,0.55,50.22
2020-05-01 15:00:00,117.5,46.75,43.98,6.12,21.57,0.6,56.12
2020-05-01 16:00:00,115.25,44.25,44.38,6.82,22.05,0.55,58.23
2020-05-01 17:00:00,115.0,40.5,48.5,7.68,21.8,0.5,59.92
2020-05-01 18:00:00,121.5,46.5,56.58,7.55,25.15,0.5,87.72
2020-05-01 19:00:00,127.0,48.75,59.03,8.25,19.08,0.47,44.75
2020-05-01 20:00:00,135.25,41.25,59.05,8.5,22.45,0.4,36.6
2020-05-01 21:00:00,119.25,39.0,53.17,8.12,20.35,0.5,35.02
2020-05-01 22:00:00,101.0,38.0,39.83,5.58,18.8,0.53,30.65
2020-05-01 23:00:00,88.75,34.5,38.55,5.67,18.75,0.5,24.73
2020-05-02 00:00:00,84.25,33.25,40.48,6.57,18.45,0.5,20.78
2020-05-02 01:00:00,71.75,32.25,43.0,5.75,18.95,0.32,21.3
2020-05-02 02:00:00,67.5,26.5,49.22,6.23,15.95,0.3,23.3
2020-05-02 03:00:00,68.0,25.0,48.95,5.85,13.7,0.25,27.88
2020-05-02 04:00:00,72.25,25.5,44.65,5.47,14.88,0.3,22.72
2020-05-02 05:00:00,64.25,27.75,41.47,5.2,15.2,0.38,22.52
2020-05-02 06:00:00,57.25,29.25,37.88,5.45,16.45,0.4,19.77
2020-05-02 07:00:00,61.75,27.75,37.5,5.83,16.65,0.4,18.92
2020-05-02 08:00:00,64.0,30.75,38.47,5.53,17.38,0.4,19.02
2020-05-02 09:00:00,67.75,33.5,40.52,5.82,18.02,0.4,19.23
2020-05-02 10:00:00,83.5,35.0,45.05,5.9,17.1,0.4,23.4
2020-05-02 11:00:00,95.75,35.25,48.67,5.88,16.3,0.38,28.85
2020-05-02 12:00:00,95.25,36.0,50.95,5.62,15.0,0.3,31.77
2020-05-02 13:00:00,105.5,34.5,50.3,5.03,14.2,0.45,33.8
2020-05-02 14:00:00,107.25,29.25,36.5,3.83,16.12,0.5,41.9
2020-05-02 15:00:00,107.5,27.5,34.17,3.6,17.23,0.5,42.42
2020-05-02 16:00:00,104.5,28.5,35.5,2.83,17.55,0.43,43.38
2020-05-02 17:00:00,100.75,27.25,36.85,3.6,16.98,0.4,43.08
2020-05-02 18:00:00,101.25,27.25,42.85,4.57,14.88,0.4,39.92
2020-05-02 19:00:00,97.5,25.0,44.33,5.42,13.78,0.4,37.38
2020-05-02 20:00:00,103.0,27.25,46.4,6.85,16.25,0.4,34.77
2020-05-02 21:00:00,105.75,35.25,47.77,7.55,18.97,0.45,33.07
2020-05-02 22:00:00,101.75,37.0,36.75,7.67,20.25,0.5,33.7
2020-05-02 23:00:00,87.5,30.25,32.08,6.1,19.55,0.5,31.4
2020-05-03 00:00:00,73.0,27.25,31.58,7.23,20.68,0.5,27.82
2020-05-03 01:00:00,67.25,24.25,33.73,5.97,19.2,0.38,28.15
2020-05-03 02:00:00,58.75,21.0,38.33,7.0,16.7,0.32,22.7
2020-05-03 03:00:00,58.0,20.75,39.9,7.3,15.05,0.25,28.23
2020-05-03 04:00:00,59.0,26.75,38.12,6.72,15.75,0.3,23.3
2020-05-03 05:00:00,62.25,22.5,36.5,7.62,17.5,0.38,21.78
2020-05-03 06:00:00,64.0,30.0,33.82,7.38,17.85,0.5,20.77
2020-05-03 07:00:00,66.75,30.0,31.65,6.9,17.98,0.5,19.12
2020-05-03 08:00:00,66.25,32.5,31.33,8.22,16.65,0.53,10.47
2020-05-03 09:00:00,67.0,39.75,33.9,8.75,16.25,0.45,11.1
2020-05-03 10:00:00,65.75,38.75,35.75,7.8,15.18,0.43,12.7
2020-05-03 11:00:00,57.75,35.75,37.9,6.65,14.55,0.4,20.05
2020-05-03 12:00:00,48.5,30.0,40.15,6.58,15.5,0.4,24.05
2020-05-03 13:00:00,61.0,34.5,44.27,8.55,15.77,0.47,29.8
2020-05-03 14:00:00,63.5,36.75,36.8,6.3,18.2,0.5,35.42
2020-05-03 15:00:00,50.25,29.75,31.48,4.55,19.32,0.4,34.23
2020-05-03 16:00:00,47.25,30.5,32.33,4.88,17.2,0.45,32.0
2020-05-03 17:00:00,67.5,36.5,35.95,6.0,16.95,0.6,24.42
2020-05-03 18:00:00,81.0,41.0,41.25,7.2,16.43,0.55,19.12
2020-05-03 19:00:00,76.75,38.25,44.4,6.65,15.32,0.47,22.88
2020-05-03 20:00:00,83.0,30.0,46.15,7.92,15.25,0.38,20.48
2020-05-03 21:00:00,110.5,23.0,42.27,4.3,14.38,0.3,22.08
2020-05-03 22:00:00,20.5,2.75,37.35,5.05,15.82,0.3,21.93
2020-05-03 23:00:00,15.5,5.25,33.8,5.98,18.27,0.3,29.3
2020-05-04 00:00:00,15.0,6.75,34.35,5.0,18.93,0.3,21.33
2020-05-04 01:00:00,19.0,10.75,34.8,7.23,18.07,0.3,24.2
2020-05-04 02:00:00,22.0,16.0,40.17,5.45,15.77,0.3,18.5
2020-05-04 03:00:00,22.25,16.25,40.75,5.35,11.75,0.25,23.15
2020-05-04 04:00:00,23.25,17.0,37.3,5.95,12.95,0.3,17.07
2020-05-04 05:00:00,24.0,17.0,34.2,6.18,12.62,0.3,15.5
2020-05-04 06:00:00,25.0,19.0,34.02,6.8,14.05,0.3,11.38
2020-05-04 07:00:00,26.0,19.0,32.65,8.2,14.33,0.4,10.25
2020-05-04 08:00:00,34.75,22.75,33.88,9.22,14.97,0.43,13.5
2020-05-04 09:00:00,53.75,33.25,36.33,7.95,17.55,0.43,18.33
2020-05-04 10:00:00,58.25,30.25,37.62,6.62,19.5,0.4,23.6
2020-05-04 11:00:00,59.25,26.0,37.83,7.6,19.98,0.42,27.18
2020-05-04 12:00:00,64.75,20.0,37.48,8.62,19.23,0.3,38.73
2020-05-04 13:00:00,52.25,19.75,38.9,8.98,19.62,0.35,35.83
2020-05-04 14:00:00,54.5,18.5,34.48,7.67,18.75,0.43,34.77
