Datetime,PM10 (ug/m3),NOx (ppb),Ozone (ug/m3),PM2.5 (ug/m3),CO (mg/m3),NH3 (ug/m3),SO2 (ug/m3)
2019-11-16 14:00:00,,17.62,67.85,121.5,1.05,,3.51
2019-11-16 15:00:00,,18.14,71.01,101.08,1.15,,2.19
2019-11-16 16:00:00,,16.92,77.63,92.38,1.09,,2.0
2019-11-16 17:00:00,,16.53,74.19,114.87,1.14,,2.0
2019-11-16 18:00:00,,23.79,45.97,110.72,1.29,,2.0
2019-11-16 19:00:00,,36.81,19.18,110.77,1.51,,2.0
2019-11-16 20:00:00,,42.48,11.06,142.43,1.19,,2.74
2019-11-16 21:00:00,,43.93,10.95,147.42,1.33,,7.36
2019-11-16 22:00:00,,30.14,13.22,155.58,1.21,,11.63
2019-11-16 23:00:00,,24.3,14.82,155.8,0.85,,12.84
2019-11-17 00:00:00,,22.66,14.67,160.12,0.86,,11.84
2019-11-17 01:00:00,,20.42,13.13,145.47,0.7,,10.35
2019-11-17 02:00:00,,20.24,11.47,132.95,0.68,,9.27
2019-11-17 03:00:00,,18.7,11.19,118.62,0.74,,8.61
2019-11-17 04:00:00,,17.13,11.78,118.24,0.79,,8.0
2019-11-17 05:00:00,,17.02,11.4,133.86,0.76,,7.47
2019-11-17 06:00:00,,18.34,9.82,99.89,0.73,,7.0
2019-11-17 07:00:00,,20.46,9.32,122.87,0.74,,6.44
2019-11-17 08:00:00,,22.0,9.77,96.15,0.98,,7.87
2019-11-17 09:00:00,,20.05,16.38,69.54,1.06,,4.41
2019-11-17 10:00:00,,18.68,25.38,100.5,0.99,,2.55
2019-11-17 11:00:00,,18.98,40.55,85.18,0.77,,2.71
2019-11-17 12:00:00,,17.55,54.55,84.97,0.79,,2.0
2019-11-17 13:00:00,,16.39,60.11,71.4,0.77,,2.0
2019-11-17 14:00:00,,16.13,58.7,61.64,0.69,,2.0
2019-11-17 15:00:00,,15.31,61.37,60.69,0.77,,2.0
2019-11-17 16:00:00,,15.98,56.32,43.2,0.65,,2.0
2019-11-17 17:00:00,,16.69,50.66,58.66,0.67,,2.0
2019-11-17 18:00:00,,24.43,27.62,59.76,0.67,,2.32
2019-11-17 19:00:00,,32.84,16.53,70.99,0.86,,5.61
2019-11-17 20:00:00,,30.6,15.09,89.89,1.04,,9.97
2019-11-17 21:00:00,,31.06,14.38,86.41,1.14,,15.53
2019-11-17 22:00:00,,27.36,19.8,114.91,1.14,,20.2
2019-11-17 23:00:00,,23.09,23.48,131.06,1.02,,21.07
2019-11-18 00:00:00,,22.91,19.89,138.42,1.0,,19.77
2019-11-18 01:00:00,,19.48,22.53,133.68,0.93,,19.0
2019-11-18 02:00:00,,19.13,18.11,123.77,0.83,,18.52
2019-11-18 03:00:00,,17.31,20.59,132.39,0.79,,19.42
2019-11-18 04:00:00,,15.38,23.24,119.87,0.73,,18.94
2019-11-18 05:00:00,,15.16,25.98,119.2,0.75,,17.59
2019-11-18 06:00:00,,18.26,20.34,106.56,0.77,,16.12
2019-11-18 07:00:00,,22.44,13.63,105.75,0.73,,15.56
2019-11-18 08:00:00,,30.99,10.52,99.09,0.88,,14.65
2019-11-18 09:00:00,,23.9,20.54,68.78,0.82,,4.23
2019-11-18 10:00:00,,22.9,31.47,87.94,0.78,,4.68
2019-11-18 11:00:00,,19.72,42.39,69.04,0.63,,3.58
2019-11-18 12:00:00,,16.4,62.24,58.44,0.65,,2.04
2019-11-18 13:00:00,,15.41,68.95,62.05,0.69,,2.0
2019-11-18 14:00:00,,15.15,71.37,52.05,0.75,,2.0
2019-11-18 15:00:00,,16.05,71.98,49.38,0.81,,2.0
2019-11-18 16:00:00,,17.03,72.91,57.74,0.89,,2.0
2019-11-18 17:00:00,,19.03,62.1,60.7,0.81,,2.0
2019-11-18 18:00:00,,27.77,31.73,68.56,0.97,,2.0
2019-11-18 19:00:00,,43.05,9.28,55.3,1.31,,2.0
2019-11-18 20:00:00,,75.03,4.76,68.12,1.69,,2.15
2019-11-18 21:00:00,,67.42,7.67,97.81,1.46,,15.32
2019-11-18 22:00:00,,121.36,4.85,129.54,1.97,,27.02
2019-11-18 23:00:00,,156.18,5.77,154.87,2.56,,36.03
2019-11-19 00:00:00,,107.22,4.68,154.88,2.09,,41.9
2019-11-19 01:00:00,,60.48,3.88,149.64,1.62,,41.04
2019-11-19 02:00:00,,47.45,3.13,118.03,0.82,,38.37
2019-11-19 03:00:00,,45.93,3.92,117.28,0.92,,35.22
2019-11-19 04:00:00,,37.05,2.81,137.63,0.77,,34.1
2019-11-19 05:00:00,,35.28,3.58,98.82,0.71,,31.96
2019-11-19 06:00:00,,40.09,2.45,83.08,0.85,,28.88
2019-11-19 07:00:00,,41.57,2.95,90.37,0.84,,26.02
2019-11-19 08:00:00,,47.86,5.99,96.37,2.05,,19.42
2019-11-19 09:00:00,,46.79,5.65,71.78,2.55,,7.59
2019-11-19 10:00:00,,34.94,16.4,132.88,2.23,,14.2
2019-11-19 11:00:00,,25.33,37.97,127.3,0.95,,13.34
2019-11-19 12:00:00,,21.92,60.03,114.11,0.95,,7.46
2019-11-19 13:00:00,,16.77,80.13,97.4,0.88,,2.99
2019-11-19 14:00:00,,16.91,91.1,86.14,0.64,,2.0
2019-11-19 15:00:00,,17.48,97.45,74.28,0.77,,2.0
2019-11-19 16:00:00,,21.48,81.97,68.06,0.74,,2.0
2019-11-19 17:00:00,,24.73,69.65,98.7,0.87,,2.02
2019-11-19 18:00:00,,33.23,30.12,85.75,1.03,,2.0
2019-11-19 19:00:00,,65.26,10.04,94.11,1.34,,3.67
2019-11-19 20:00:00,,127.79,9.59,109.81,2.09,,13.44
2019-11-19 21:00:00,,121.66,9.45,162.89,2.17,,31.43
2019-11-19 22:00:00,,132.22,8.43,162.0,2.13,,42.76
2019-11-19 23:00:00,,98.83,8.3,166.09,1.58,,43.71
2019-11-20 00:00:00,,88.24,8.16,142.58,1.32,,41.37
2019-11-20 01:00:00,,66.2,8.05,128.82,0.99,,31.38
2019-11-20 02:00:00,,56.88,4.3,128.62,1.24,,27.17
2019-11-20 03:00:00,,57.82,5.63,129.07,1.27,,24.98
2019-11-20 04:00:00,,53.0,5.9,124.41,1.26,,24.05
2019-11-20 05:00:00,,43.95,5.49,131.88,1.31,,25.24
2019-11-20 06:00:00,,37.58,5.05,121.78,1.22,,22.64
2019-11-20 07:00:00,,45.32,4.76,130.24,1.36,,19.08
2019-11-20 08:00:00,,68.15,5.4,135.79,1.16,,19.02
2019-11-20 09:00:00,,70.57,4.84,154.18,1.57,,4.5
2019-11-20 10:00:00,,59.89,9.63,162.81,1.37,,7.18
2019-11-20 11:00:00,,36.95,33.12,183.46,1.23,,11.66
2019-11-20 12:00:00,,23.61,70.47,187.09,1.06,,5.88
2019-11-20 13:00:00,,19.13,99.22,164.89,0.99,,2.0
2019-11-20 14:00:00,,15.45,107.28,153.45,0.74,,2.0
2019-11-20 15:00:00,,16.59,105.59,92.79,0.69,,2.0
2019-11-20 16:00:00,,18.35,108.59,99.76,0.78,,2.0
2019-11-20 17:00:00,,25.96,76.43,109.92,0.73,,2.0
2019-11-20 18:00:00,,27.79,39.67,102.92,0.75,,2.0
2019-11-20 19:00:00,,76.95,9.93,121.87,1.33,,2.0
2019-11-20 20:00:00,,112.46,9.98,139.44,1.73,,7.57
2019-11-20 21:00:00,,90.75,9.89,165.57,1.94,,24.98
2019-11-20 22:00:00,,112.71,10.62,192.29,3.34,,47.17
2019-11-20 23:00:00,,159.38,11.25,247.72,3.98,,77.11
2019-11-21 00:00:00,,204.84,10.53,277.67,4.66,,102.48
2019-11-21 01:00:00,,248.23,10.88,324.45,4.89,,123.76
2019-11-21 02:00:00,,257.79,9.64,291.12,4.18,,135.32
2019-11-21 03:00:00,,247.8,9.15,284.69,4.08,,141.87
2019-11-21 04:00:00,,269.63,12.29,284.84,4.21,,147.6
2019-11-21 05:00:00,,250.35,15.46,274.01,3.64,,149.37
2019-11-21 06:00:00,,196.98,17.52,253.1,2.77,,141.31
2019-11-21 07:00:00,,155.89,12.72,256.36,2.02,,128.43
2019-11-21 08:00:00,,144.21,13.26,231.69,2.37,,114.17
2019-11-21 09:00:00,,208.81,26.92,211.31,2.6,,97.72
2019-11-21 10:00:00,,182.32,108.36,239.18,2.25,,97.38
2019-11-21 11:00:00,,127.93,63.23,232.86,1.68,,89.23
2019-11-21 12:00:00,,80.5,50.07,212.69,1.27,,63.13
2019-11-21 13:00:00,,41.54,73.05,201.52,0.72,,45.89
2019-11-21 14:00:00,,23.23,90.94,177.1,0.96,,30.95
2019-11-21 15:00:00,,19.39,121.44,129.6,1.04,,17.56
2019-11-21 16:00:00,,24.88,122.15,112.62,1.07,,7.57
2019-11-21 17:00:00,,35.8,68.64,116.35,0.84,,3.52
2019-11-21 18:00:00,,48.82,24.04,115.1,1.13,,4.53
2019-11-21 19:00:00,,38.87,19.84,138.82,1.31,,10.71
2019-11-21 20:00:00,,57.91,9.03,148.67,1.8,,16.77
2019-11-21 21:00:00,,210.72,11.31,174.19,3.79,,32.95
2019-11-21 22:00:00,,334.94,9.88,221.97,5.5,,70.53
2019-11-21 23:00:00,,265.64,8.66,290.5,3.82,,116.0
2019-11-22 00:00:00,,159.39,7.05,309.42,2.66,,135.0
2019-11-22 01:00:00,,125.05,5.44,302.44,1.6,,130.08
2019-11-22 02:00:00,,110.01,4.42,280.65,1.95,,114.21
2019-11-22 03:00:00,,137.23,5.21,252.93,2.23,,101.69
2019-11-22 04:00:00,,139.13,5.19,221.75,2.4,,97.86
2019-11-22 05:00:00,,121.25,4.68,225.75,2.04,,99.06
2019-11-22 06:00:00,,103.8,4.55,188.88,1.6,,95.63
2019-11-22 07:00:00,,122.23,5.9,225.26,1.65,,87.75
2019-11-22 08:00:00,,138.89,5.39,203.0,2.31,,69.22
2019-11-22 09:00:00,,136.86,5.65,236.9,2.0,,62.98
2019-11-22 10:00:00,,65.98,15.53,253.99,1.19,,62.29
2019-11-22 11:00:00,,38.38,48.86,220.73,0.86,,48.32
2019-11-22 12:00:00,,30.23,79.23,178.08,0.86,,30.29
2019-11-22 13:00:00,,26.34,102.85,163.23,0.8,,19.25
2019-11-22 14:00:00,,22.38,128.07,152.03,1.06,,10.86
2019-11-22 15:00:00,,23.07,139.7,129.89,1.3,,6.89
2019-11-22 16:00:00,,22.95,133.27,130.42,1.42,,2.61
2019-11-22 17:00:00,,29.98,88.36,126.42,1.08,,2.0
2019-11-22 18:00:00,,37.02,42.98,127.98,1.37,,2.0
2019-11-22 19:00:00,,59.13,8.38,152.8,1.47,,2.54
2019-11-22 20:00:00,,67.16,5.53,153.79,1.54,,7.17
2019-11-22 21:00:00,,40.08,35.03,177.05,1.15,,18.49
2019-11-22 22:00:00,,28.15,39.04,196.3,0.71,,30.99
2019-11-22 23:00:00,,23.67,34.3,181.2,0.93,,28.82
2019-11-23 00:00:00,,23.11,38.69,188.72,0.92,,26.93
2019-11-23 01:00:00,,21.36,36.83,168.96,0.78,,23.36
2019-11-23 02:00:00,,20.63,29.56,175.18,0.95,,18.99
2019-11-23 03:00:00,,25.74,13.78,167.82,1.04,,16.3
2019-11-23 04:00:00,,29.4,5.16,140.54,0.94,,14.64
2019-11-23 05:00:00,,25.18,10.02,166.92,1.02,,16.04
2019-11-23 06:00:00,,23.48,13.47,153.05,0.98,,16.45
2019-11-23 07:00:00,,30.03,4.94,135.14,0.97,,16.37
2019-11-23 08:00:00,,31.74,6.15,136.1,1.76,,11.25
2019-11-23 09:00:00,,30.69,8.88,114.61,2.87,,2.03
2019-11-23 10:00:00,,28.58,14.18,146.78,2.3,,5.18
2019-11-23 11:00:00,,25.13,20.18,124.41,0.74,,4.6
2019-11-23 12:00:00,,23.29,25.28,118.87,0.79,,2.94
2019-11-23 13:00:00,,22.41,37.11,,0.74,,2.0
2019-11-23 14:00:00,,25.65,45.2,23.93,0.94,,
2019-11-23 15:00:00,,23.57,57.45,76.4,0.68,,2.61
2019-11-23 16:00:00,,23.16,56.19,134.01,0.71,,2.61
2019-11-23 17:00:00,,30.14,36.72,140.87,1.0,,3.27
2019-11-23 18:00:00,,42.78,12.04,106.64,1.3,,6.84
2019-11-23 19:00:00,,52.75,6.48,172.49,1.42,,14.66
2019-11-23 20:00:00,,55.92,5.6,158.53,1.5,,22.03
2019-11-23 21:00:00,,43.48,5.81,205.72,1.26,,25.9
2019-11-23 22:00:00,,40.89,5.67,183.41,1.35,,27.57
2019-11-23 23:00:00,,29.02,16.34,160.35,0.84,,26.01
2019-11-24 00:00:00,,24.01,20.9,173.9,0.79,,23.21
2019-11-24 01:00:00,,22.97,18.59,248.31,0.74,,20.48
2019-11-24 02:00:00,,25.83,13.38,201.51,0.83,,19.04
2019-11-24 03:00:00,,22.52,19.34,188.9,0.85,,19.22
2019-11-24 04:00:00,,20.18,22.7,141.89,0.81,,18.39
2019-11-24 05:00:00,,21.64,19.28,137.01,0.88,,17.8
2019-11-24 06:00:00,,20.37,22.53,140.67,0.93,,16.51
2019-11-24 07:00:00,,26.21,11.99,126.57,0.94,,12.38
2019-11-24 08:00:00,,32.81,10.52,193.83,0.94,,8.25
2019-11-24 09:00:00,,31.3,14.21,162.54,0.88,,9.24
2019-11-24 10:00:00,,25.5,26.21,184.59,0.9,,9.62
2019-11-24 11:00:00,,25.0,46.92,173.5,0.93,,13.37
2019-11-24 12:00:00,,20.49,68.5,160.94,0.82,,11.67
2019-11-24 13:00:00,,19.27,76.56,140.82,0.82,,6.68
2019-11-24 14:00:00,,17.09,77.48,109.6,0.78,,3.29
2019-11-24 15:00:00,,17.63,75.27,115.95,0.82,,2.0
2019-11-24 16:00:00,,22.09,56.16,111.43,0.85,,2.0
2019-11-24 17:00:00,,28.75,36.12,90.77,0.81,,2.56
2019-11-24 18:00:00,,32.53,29.91,145.1,0.79,,6.88
2019-11-24 19:00:00,,30.88,21.88,169.41,0.93,,9.69
2019-11-24 20:00:00,,32.76,15.05,177.44,1.28,,11.99
2019-11-24 21:00:00,,31.12,13.96,186.18,1.34,,8.95
2019-11-24 22:00:00,,30.26,12.97,164.23,1.28,,8.9
2019-11-24 23:00:00,,27.79,15.03,167.98,0.62,,9.95
2019-11-25 00:00:00,,29.19,11.75,170.77,0.63,,9.62
2019-11-25 01:00:00,,25.19,16.16,158.87,0.59,,9.25
2019-11-25 02:00:00,,27.09,8.18,124.85,0.53,,8.45
2019-11-25 03:00:00,,24.31,12.39,141.97,0.52,,9.24
2019-11-25 04:00:00,,20.16,13.14,137.87,0.44,,10.82
2019-11-25 05:00:00,,26.24,5.27,149.89,0.86,,10.65
2019-11-25 06:00:00,,28.87,3.72,139.72,0.99,,11.16
2019-11-25 07:00:00,,41.19,3.51,148.89,1.05,,11.13
2019-11-25 08:00:00,,67.15,4.91,122.4,1.21,,11.95
2019-11-25 09:00:00,,52.12,5.79,159.24,1.35,,12.61
2019-11-25 10:00:00,,33.29,23.85,179.74,1.11,,16.82
2019-11-25 11:00:00,,31.61,41.03,164.76,0.76,,27.19
2019-11-25 12:00:00,,34.45,73.22,198.52,0.88,,23.84
2019-11-25 13:00:00,,26.97,102.14,194.56,0.74,,17.38
2019-11-25 14:00:00,,23.17,102.28,183.46,1.04,,9.03
2019-11-25 15:00:00,,23.71,113.83,147.83,1.14,,4.87
2019-11-25 16:00:00,,22.04,111.67,146.74,1.12,,2.32
2019-11-25 17:00:00,,22.09,73.02,135.02,1.0,,2.06
2019-11-25 18:00:00,,26.19,44.55,145.56,1.1,,2.35
2019-11-25 19:00:00,,35.85,16.44,115.41,1.26,,6.17
2019-11-25 20:00:00,,47.16,5.04,99.19,1.64,,10.91
2019-11-25 21:00:00,,79.3,6.65,152.0,2.03,,19.32
2019-11-25 22:00:00,,115.17,9.82,199.58,2.19,,32.72
2019-11-25 23:00:00,,123.8,10.22,188.86,2.23,,42.02
2019-11-26 00:00:00,,106.47,10.06,198.87,2.07,,49.17
2019-11-26 01:00:00,,79.09,9.66,202.86,1.62,,51.22
2019-11-26 02:00:00,,65.43,9.95,185.2,1.32,,49.97
2019-11-26 03:00:00,,58.26,8.49,159.33,1.04,,47.74
2019-11-26 04:00:00,,54.42,8.79,143.22,0.84,,43.6
2019-11-26 05:00:00,,48.26,9.36,161.34,1.17,,40.88
2019-11-26 06:00:00,,40.02,9.2,126.75,1.07,,40.65
2019-11-26 07:00:00,,41.19,31.69,146.37,1.15,,38.98
2019-11-26 08:00:00,,103.08,78.64,142.36,1.44,,36.0
2019-11-26 09:00:00,,125.53,61.62,153.08,1.61,,31.28
2019-11-26 10:00:00,,105.54,24.98,148.0,1.66,,32.41
2019-11-26 11:00:00,,56.72,23.6,169.97,1.09,,28.87
2019-11-26 12:00:00,,32.94,68.41,139.5,0.92,,19.82
2019-11-26 13:00:00,,20.36,87.42,131.9,0.83,,12.3
2019-11-26 14:00:00,,17.48,87.81,87.0,0.7,,5.89
2019-11-26 15:00:00,,17.95,100.9,80.23,0.73,,2.25
2019-11-26 16:00:00,,26.74,111.17,95.94,0.79,,2.0
2019-11-26 17:00:00,,42.69,107.18,115.12,1.52,,2.06
2019-11-26 18:00:00,,44.29,63.86,156.52,1.66,,4.9
2019-11-26 19:00:00,,30.2,38.54,197.74,1.27,,7.89
2019-11-26 20:00:00,,19.05,30.12,177.66,1.09,,6.07
2019-11-26 21:00:00,,19.23,29.5,154.36,0.94,,2.98
2019-11-26 22:00:00,,18.93,26.66,104.48,0.91,,2.06
2019-11-26 23:00:00,,16.75,32.34,63.99,0.81,,2.0
2019-11-27 00:00:00,,17.66,41.26,67.52,0.81,,2.0
2019-11-27 01:00:00,,17.12,27.19,62.5,0.71,,2.0
2019-11-27 02:00:00,,16.77,21.52,47.61,0.94,,2.0
2019-11-27 03:00:00,,15.93,24.32,64.04,0.97,,2.0
2019-11-27 04:00:00,,14.74,30.07,51.7,0.97,,2.0
2019-11-27 05:00:00,,18.88,24.82,41.5,1.04,,2.0
2019-11-27 06:00:00,,16.32,23.27,41.92,1.06,,2.0
2019-11-27 07:00:00,,21.23,11.9,46.72,1.1,,2.0
2019-11-27 08:00:00,,30.52,6.04,50.72,0.79,,2.0
2019-11-27 09:00:00,,53.27,7.76,64.49,1.14,,2.45
2019-11-27 10:00:00,,36.77,16.02,94.31,0.98,,5.13
2019-11-27 11:00:00,,26.23,32.24,90.78,0.75,,4.17
2019-11-27 12:00:00,,36.73,43.16,96.09,0.9,,3.3
2019-11-27 13:00:00,,29.52,55.92,98.57,0.72,,2.94
2019-11-27 14:00:00,,33.41,66.87,133.15,0.79,,14.48
2019-11-27 15:00:00,,37.96,56.27,180.07,0.13,,29.4
2019-11-27 16:00:00,,40.39,43.63,138.61,0.56,,17.85
2019-11-27 17:00:00,,26.34,40.9,145.61,0.28,,12.41
2019-11-27 18:00:00,,25.54,35.85,142.9,0.2,,8.66
2019-11-27 19:00:00,,29.3,28.85,132.13,0.22,,7.17
2019-11-27 20:00:00,,28.47,29.12,145.01,0.89,,7.51
2019-11-27 21:00:00,,28.61,22.37,128.13,0.8,,8.22
2019-11-27 22:00:00,,20.38,48.21,147.09,0.49,,8.85
2019-11-27 23:00:00,,18.37,43.74,109.51,0.77,,6.06
2019-11-28 00:00:00,,18.2,41.31,69.55,0.6,,6.87
2019-11-28 01:00:00,,20.86,35.34,75.68,0.56,,11.87
2019-11-28 02:00:00,,17.2,39.52,51.44,0.84,,8.95
2019-11-28 03:00:00,,17.72,59.49,48.9,0.9,,15.52
2019-11-28 04:00:00,,15.4,39.95,39.27,0.87,,8.71
2019-11-28 05:00:00,,14.65,36.23,34.32,0.69,,7.84
2019-11-28 06:00:00,,14.34,33.22,27.63,0.77,,6.1
2019-11-28 07:00:00,,17.47,23.42,28.31,0.78,,6.55
2019-11-28 08:00:00,,17.65,23.17,36.73,0.61,,5.84
2019-11-28 09:00:00,,18.43,20.41,36.48,0.96,,2.0
2019-11-28 10:00:00,,19.43,26.71,40.78,0.87,,2.0
2019-11-28 11:00:00,,19.39,29.07,31.93,0.65,,2.0
2019-11-28 12:00:00,,18.31,35.53,30.06,0.74,,2.0
2019-11-28 13:00:00,,17.99,39.26,38.32,0.77,,5.35
2019-11-28 14:00:00,,16.69,39.21,59.3,0.8,,12.66
2019-11-28 15:00:00,,15.88,40.46,56.75,0.84,,8.88
2019-11-28 16:00:00,,15.72,46.44,54.34,0.95,,7.91
2019-11-28 17:00:00,,17.0,48.26,42.15,0.77,,7.87
2019-11-28 18:00:00,,19.72,42.11,42.98,0.86,,7.74
2019-11-28 19:00:00,,26.39,20.0,66.65,0.77,,8.54
2019-11-28 20:00:00,,24.42,22.93,67.91,0.79,,11.79
2019-11-28 21:00:00,,26.93,20.92,80.56,0.79,,11.01
2019-11-28 22:00:00,,24.73,20.72,51.08,0.72,,9.91
2019-11-28 23:00:00,,30.12,8.38,62.14,0.59,,11.21
2019-11-29 00:00:00,,37.39,5.5,52.58,0.69,,13.45
2019-11-29 01:00:00,,41.22,2.13,54.4,0.59,,14.4
2019-11-29 02:00:00,,35.49,3.39,40.25,0.76,,15.05
2019-11-29 03:00:00,,33.85,6.66,77.89,0.75,,17.52
2019-11-29 04:00:00,,20.02,10.49,72.79,0.62,,18.43
2019-11-29 05:00:00,,17.4,12.08,52.0,0.4,,17.73
2019-11-29 06:00:00,,18.16,7.86,38.76,0.51,,16.89
2019-11-29 07:00:00,,21.2,5.66,55.89,0.51,,18.05
2019-11-29 08:00:00,,27.19,6.41,61.86,0.66,,19.04
2019-11-29 09:00:00,,32.14,10.4,89.36,0.95,,18.65
2019-11-29 10:00:00,,33.74,13.9,81.41,0.88,,18.18
2019-11-29 11:00:00,,32.2,18.24,68.6,0.78,,18.4
2019-11-29 12:00:00,,25.46,34.11,64.45,0.87,,18.16
2019-11-29 13:00:00,,21.88,45.6,64.75,0.81,,16.84
2019-11-29 14:00:00,,22.52,64.11,44.59,0.75,,13.52
2019-11-29 15:00:00,,20.8,58.45,73.74,0.7,,11.0
2019-11-29 16:00:00,,20.5,69.01,66.98,0.67,,10.37
2019-11-29 17:00:00,,21.39,75.27,52.62,1.01,,8.88
2019-11-29 18:00:00,,29.19,35.56,92.68,1.15,,9.31
2019-11-29 19:00:00,,35.16,15.51,97.82,1.28,,11.59
2019-11-29 20:00:00,,43.81,7.61,96.04,0.98,,16.01
2019-11-29 21:00:00,,74.13,8.01,90.62,1.39,,18.8
2019-11-29 22:00:00,,76.62,6.21,165.92,1.39,,25.6
2019-11-29 23:00:00,,60.96,5.69,146.77,0.96,,28.97
2019-11-30 00:00:00,,37.34,5.92,186.02,0.72,,30.11
2019-11-30 01:00:00,,30.98,7.79,152.82,0.53,,31.78
2019-11-30 02:00:00,,30.08,6.26,160.64,0.83,,28.86
2019-11-30 03:00:00,,34.2,4.94,125.01,0.85,,27.86
2019-11-30 04:00:00,,27.04,5.79,125.87,0.79,,28.61
2019-11-30 05:00:00,,26.2,5.23,123.03,0.81,,27.37
2019-11-30 06:00:00,,24.21,7.91,131.47,0.8,,26.71
2019-11-30 07:00:00,,28.61,5.48,137.69,0.71,,25.28
2019-11-30 08:00:00,,27.89,5.88,127.53,1.16,,21.01
2019-11-30 09:00:00,,29.4,5.96,100.72,1.27,,12.2
2019-11-30 10:00:00,,27.54,11.56,115.36,0.96,,20.97
2019-11-30 11:00:00,,26.15,15.69,101.49,0.76,,23.38
2019-11-30 12:00:00,,22.16,22.93,113.41,0.75,,22.6
2019-11-30 13:00:00,,19.92,31.25,107.9,0.87,,21.27
2019-11-30 14:00:00,,18.5,44.84,83.35,0.73,,19.41
2019-11-30 15:00:00,,18.23,57.64,97.15,0.72,,17.39
2019-11-30 16:00:00,,17.64,68.83,89.97,0.79,,17.09
2019-11-30 17:00:00,,17.84,64.01,73.64,0.61,,15.21
2019-11-30 18:00:00,,31.86,23.28,101.6,0.75,,16.34
2019-11-30 19:00:00,,43.88,6.38,114.99,0.88,,20.38
2019-11-30 20:00:00,,67.94,6.33,144.44,1.72,,25.89
2019-11-30 21:00:00,,96.37,6.25,166.11,2.12,,34.54
2019-11-30 22:00:00,,72.82,6.04,199.36,1.74,,42.14
2019-11-30 23:00:00,,44.9,5.44,202.47,0.98,,42.28
2019-12-01 00:00:00,,40.95,4.85,167.96,1.03,,38.97
2019-12-01 01:00:00,,38.91,5.18,172.93,0.91,,37.17
2019-12-01 02:00:00,,39.23,4.4,180.87,0.89,,36.52
2019-12-01 03:00:00,,36.49,4.59,167.22,1.0,,36.64
2019-12-01 04:00:00,,28.6,6.45,186.58,0.52,,39.28
2019-12-01 05:00:00,,34.46,5.45,208.31,0.58,,35.3
2019-12-01 06:00:00,,33.41,4.71,176.21,0.37,,37.49
2019-12-01 07:00:00,,35.83,5.25,125.29,0.39,,36.7
2019-12-01 08:00:00,,30.13,9.92,125.9,0.89,,35.98
2019-12-01 09:00:00,,36.98,12.24,153.53,0.96,,35.21
2019-12-01 10:00:00,,32.31,21.38,162.93,1.81,,30.29
2019-12-01 11:00:00,,25.7,38.52,165.99,0.73,,28.75
2019-12-01 12:00:00,,23.96,62.58,132.02,0.73,,26.22
2019-12-01 13:00:00,,17.27,77.32,138.33,0.68,,23.97
2019-12-01 14:00:00,,16.59,88.53,117.04,0.59,,20.66
2019-12-01 15:00:00,,17.46,91.89,96.36,0.61,,18.12
2019-12-01 16:00:00,,19.08,86.6,101.33,0.55,,16.36
2019-12-01 17:00:00,,22.99,69.46,90.15,0.89,,16.69
2019-12-01 18:00:00,,32.04,38.21,102.47,0.98,,18.55
2019-12-01 19:00:00,,44.93,7.18,154.45,1.14,,23.75
2019-12-01 20:00:00,,82.68,6.4,162.5,1.38,,30.4
2019-12-01 21:00:00,,89.75,6.37,208.36,1.52,,38.42
2019-12-01 22:00:00,,91.55,5.63,257.19,1.24,,46.5
2019-12-01 23:00:00,,97.75,4.91,271.1,1.31,,51.16
2019-12-02 00:00:00,,120.21,5.07,262.47,1.46,,54.18
2019-12-02 01:00:00,,84.83,5.15,280.11,0.75,,56.71
2019-12-02 02:00:00,,62.66,4.09,261.6,0.99,,56.73
2019-12-02 03:00:00,,46.06,4.8,262.02,0.86,,54.06
2019-12-02 04:00:00,,35.34,5.13,219.06,0.92,,52.13
2019-12-02 05:00:00,,35.14,5.13,220.69,1.12,,50.05
2019-12-02 06:00:00,,31.25,5.87,213.29,1.25,,48.48
2019-12-02 07:00:00,,33.23,5.21,191.39,1.51,,46.19
2019-12-02 08:00:00,,38.53,6.36,164.14,0.93,,43.81
2019-12-02 09:00:00,,41.84,10.75,166.3,1.18,,43.24
2019-12-02 10:00:00,,33.74,21.25,145.08,1.03,,42.18
2019-12-02 11:00:00,,29.67,27.74,112.87,0.63,,24.14
2019-12-02 12:00:00,,24.0,48.77,162.22,0.56,,18.79
2019-12-02 13:00:00,,20.91,62.93,164.86,0.5,,18.38
2019-12-02 14:00:00,,20.33,72.02,119.26,0.54,,16.08
2019-12-02 15:00:00,,20.17,80.59,117.15,0.8,,14.96
2019-12-02 16:00:00,,20.72,82.51,127.02,0.75,,15.96
2019-12-02 17:00:00,,23.75,72.93,130.25,0.63,,16.14
2019-12-02 18:00:00,,35.92,39.26,143.67,0.75,,17.05
2019-12-02 19:00:00,,50.12,8.13,164.58,0.91,,18.62
2019-12-02 20:00:00,,69.51,6.37,188.78,1.34,,20.73
2019-12-02 21:00:00,,83.76,7.42,224.08,1.56,,24.39
2019-12-02 22:00:00,,99.36,10.24,255.15,1.96,,25.62
2019-12-02 23:00:00,,126.45,9.15,294.63,1.62,,28.81
2019-12-03 00:00:00,,115.36,9.95,299.62,1.36,,31.39
2019-12-03 01:00:00,,71.92,9.54,276.95,1.01,,30.68
2019-12-03 02:00:00,,41.77,9.21,252.5,0.72,,29.19
