Datetime,PM10 (ug/m3),PM2.5 (ug/m3),NOx (ppb),CO (mg/m3),Ozone ()
2020-08-10 21:00:00,31.47,18.27,17.2,0.27,16.94
2020-08-10 22:00:00,26.54,24.99,19.97,0.29,11.69
2020-08-10 23:00:00,26.15,23.87,20.86,0.31,13.5
2020-08-11 00:00:00,36.58,33.39,23.75,0.34,14.76
2020-08-11 01:00:00,49.35,32.86,28.61,0.42,11.02
2020-08-11 02:00:00,48.54,41.26,23.35,0.36,12.13
2020-08-11 03:00:00,49.47,37.17,23.01,0.32,12.35
2020-08-11 04:00:00,67.42,42.77,21.71,0.32,12.48
2020-08-11 05:00:00,54.73,40.38,22.04,0.31,11.31
2020-08-11 06:00:00,53.4,36.71,20.19,0.25,11.65
2020-08-11 07:00:00,50.06,34.63,20.07,0.25,11.95
2020-08-11 08:00:00,48.53,41.56,19.29,0.25,15.18
2020-08-11 09:00:00,64.06,47.16,17.61,0.23,23.85
2020-08-11 10:00:00,68.52,56.19,15.33,0.21,29.51
2020-08-11 11:00:00,44.7,40.18,14.3,0.18,32.66
2020-08-11 12:00:00,56.19,48.64,14.61,0.21,50.96
2020-08-11 13:00:00,54.5,44.27,17.83,0.47,74.53
2020-08-11 14:00:00,74.85,50.29,16.4,0.64,64.82
2020-08-11 15:00:00,58.17,47.62,15.22,0.79,35.67
2020-08-11 16:00:00,78.35,55.38,17.15,0.58,47.65
2020-08-11 17:00:00,55.29,45.63,17.33,0.45,60.27
2020-08-11 18:00:00,34.59,32.0,17.14,0.39,37.58
2020-08-11 19:00:00,27.32,23.45,23.38,0.36,23.29
2020-08-11 20:00:00,53.82,37.83,26.81,0.36,15.5
2020-08-11 21:00:00,62.15,33.95,25.58,0.38,9.64
2020-08-11 22:00:00,54.08,41.12,23.37,0.42,14.1
2020-08-11 23:00:00,51.82,44.5,24.07,0.44,11.17
2020-08-12 00:00:00,63.26,43.96,25.51,0.46,7.12
2020-08-12 01:00:00,58.22,36.39,22.7,0.48,7.17
2020-08-12 02:00:00,33.2,18.59,20.56,0.49,8.6
2020-08-12 03:00:00,28.05,13.3,20.81,0.49,9.66
2020-08-12 04:00:00,27.09,8.76,17.19,0.49,17.18
2020-08-12 05:00:00,26.41,8.94,16.98,0.47,15.72
2020-08-12 06:00:00,23.91,10.42,17.55,0.46,16.22
2020-08-12 07:00:00,27.28,7.38,18.48,0.44,14.84
2020-08-12 08:00:00,29.01,11.34,21.64,0.43,14.1
2020-08-12 09:00:00,37.32,10.09,18.03,0.42,17.95
2020-08-12 10:00:00,54.53,15.54,18.32,0.4,23.26
2020-08-12 11:00:00,65.28,21.59,17.98,0.37,28.62
2020-08-12 12:00:00,91.43,30.41,15.29,0.36,34.96
2020-08-12 13:00:00,76.83,24.88,15.45,0.35,37.6
2020-08-12 14:00:00,76.07,19.54,14.92,0.34,40.18
2020-08-12 15:00:00,75.82,24.9,14.8,0.34,47.11
2020-08-12 16:00:00,70.66,19.29,14.79,0.33,44.04
2020-08-12 17:00:00,67.96,26.46,14.59,0.33,43.04
2020-08-12 18:00:00,78.36,23.74,14.85,0.33,41.44
2020-08-12 19:00:00,77.6,23.74,17.12,0.33,49.25
2020-08-12 20:00:00,87.91,33.93,19.56,0.34,51.22
2020-08-12 21:00:00,41.72,20.23,15.52,0.35,53.67
2020-08-12 22:00:00,16.9,15.71,15.76,0.35,41.74
2020-08-12 23:00:00,13.81,15.61,14.05,0.37,53.75
2020-08-13 00:00:00,7.32,2.48,17.28,0.37,30.95
2020-08-13 01:00:00,9.65,4.2,18.01,0.37,26.59
2020-08-13 02:00:00,15.98,11.79,19.33,0.37,26.05
2020-08-13 03:00:00,21.82,13.58,20.61,0.37,20.43
2020-08-13 04:00:00,16.74,11.16,19.83,0.37,38.47
2020-08-13 05:00:00,12.66,8.78,38.19,0.36,32.65
2020-08-13 06:00:00,11.23,2.47,22.03,0.34,37.17
2020-08-13 07:00:00,49.02,18.54,18.31,0.3,35.12
2020-08-13 08:00:00,49.2,29.96,22.63,0.29,29.22
2020-08-13 09:00:00,23.82,15.36,47.18,0.44,25.41
2020-08-13 10:00:00,13.28,,161.9,0.66,23.54
2020-08-13 11:00:00,,,298.67,0.74,20.2
2020-08-13 12:00:00,,,,,
2020-08-13 13:00:00,,,,,
2020-08-13 14:00:00,,,,,
2020-08-13 15:00:00,,,,,
2020-08-13 16:00:00,,,,,
2020-08-13 17:00:00,,,,,
2020-08-13 18:00:00,,,,,
2020-08-13 19:00:00,,,,,
2020-08-13 20:00:00,,,,,
2020-08-13 21:00:00,,,,,
2020-08-13 22:00:00,,,,,
2020-08-13 23:00:00,,,,,
2020-08-14 00:00:00,,,,,
2020-08-14 01:00:00,,,,,
2020-08-14 02:00:00,,,,,
2020-08-14 03:00:00,,,,,
2020-08-14 04:00:00,,,,,
2020-08-14 05:00:00,,,,,
2020-08-14 06:00:00,,,,,
2020-08-14 07:00:00,,,,,
2020-08-14 08:00:00,,,,,
2020-08-14 09:00:00,,,,,
2020-08-14 10:00:00,,,,,
2020-08-14 11:00:00,14.03,13.66,15.33,0.55,36.7
2020-08-14 12:00:00,39.81,19.12,14.15,0.52,46.21
2020-08-14 13:00:00,35.26,22.5,14.42,0.49,48.21
2020-08-14 14:00:00,28.31,11.94,14.32,0.48,50.2
2020-08-14 15:00:00,18.32,12.06,13.82,0.47,48.88
2020-08-14 16:00:00,24.49,20.9,13.37,0.46,50.63
2020-08-14 17:00:00,32.44,23.83,14.07,0.46,42.66
2020-08-14 18:00:00,25.85,10.87,16.62,0.46,26.49
2020-08-14 19:00:00,18.02,16.81,19.11,0.47,35.75
2020-08-14 20:00:00,46.96,29.75,18.32,0.48,23.43
2020-08-14 21:00:00,47.72,30.92,21.29,0.49,17.4
2020-08-14 22:00:00,64.81,49.23,23.14,0.51,11.84
2020-08-14 23:00:00,65.42,44.66,22.75,0.54,7.9
2020-08-15 00:00:00,57.61,42.95,21.27,0.58,12.82
2020-08-15 01:00:00,52.0,41.66,18.44,0.61,16.11
2020-08-15 02:00:00,54.44,40.56,16.11,0.64,16.09
2020-08-15 03:00:00,40.77,26.5,14.69,0.65,17.25
2020-08-15 04:00:00,31.32,19.29,14.5,0.66,20.26
2020-08-15 05:00:00,40.83,27.73,14.5,0.65,24.27
2020-08-15 06:00:00,36.77,25.5,14.79,0.63,22.75
2020-08-15 07:00:00,43.94,35.42,14.14,0.62,21.56
2020-08-15 08:00:00,42.24,29.21,14.48,0.61,21.75
2020-08-15 09:00:00,31.25,29.52,14.74,0.6,29.81
2020-08-15 10:00:00,45.59,34.43,14.03,0.59,33.3
2020-08-15 11:00:00,33.2,30.03,13.86,0.58,39.43
2020-08-15 12:00:00,45.18,30.09,13.79,0.56,47.0
2020-08-15 13:00:00,45.5,42.47,13.24,0.55,46.16
2020-08-15 14:00:00,44.61,29.11,13.19,0.53,44.65
2020-08-15 15:00:00,33.7,21.19,13.45,0.52,48.65
2020-08-15 16:00:00,34.87,22.94,13.43,0.51,48.67
2020-08-15 17:00:00,40.91,24.34,13.35,0.5,45.74
2020-08-15 18:00:00,35.87,17.72,13.46,0.5,42.18
2020-08-15 19:00:00,41.93,32.23,13.03,0.49,36.99
2020-08-15 20:00:00,18.43,14.24,13.42,0.5,25.39
2020-08-15 21:00:00,25.09,4.65,14.2,0.51,21.91
2020-08-15 22:00:00,17.2,14.75,14.69,0.52,31.58
2020-08-15 23:00:00,34.93,27.75,14.83,0.53,24.19
2020-08-16 00:00:00,34.28,28.83,14.72,0.55,19.43
2020-08-16 01:00:00,39.25,33.71,14.76,0.56,16.05
2020-08-16 02:00:00,32.75,22.07,13.79,0.56,20.1
2020-08-16 03:00:00,27.25,20.33,13.94,0.58,18.08
2020-08-16 04:00:00,27.89,19.58,14.92,0.61,13.91
2020-08-16 05:00:00,47.97,28.15,15.77,0.6,10.97
2020-08-16 06:00:00,45.53,27.42,16.09,0.61,13.55
2020-08-16 07:00:00,23.15,16.0,14.13,0.6,21.01
2020-08-16 08:00:00,8.61,9.35,13.86,0.59,23.81
2020-08-16 09:00:00,14.76,3.97,14.5,0.59,23.2
2020-08-16 10:00:00,20.76,18.38,13.82,0.58,28.45
2020-08-16 11:00:00,43.31,28.95,13.82,0.58,37.81
2020-08-16 12:00:00,29.61,21.57,14.15,0.57,37.54
2020-08-16 13:00:00,29.15,19.46,14.47,0.56,47.82
2020-08-16 14:00:00,48.02,23.42,13.99,0.55,46.83
2020-08-16 15:00:00,14.21,10.91,13.7,0.54,38.43
2020-08-16 16:00:00,27.65,19.11,13.85,0.52,38.48
2020-08-16 17:00:00,32.1,16.79,13.99,0.52,41.19
2020-08-16 18:00:00,37.46,21.62,15.63,0.51,34.78
2020-08-16 19:00:00,45.83,20.43,16.82,0.52,27.5
2020-08-16 20:00:00,36.22,18.45,18.01,0.66,21.0
2020-08-16 21:00:00,49.97,25.25,17.99,0.69,22.46
2020-08-16 22:00:00,61.61,36.61,19.83,0.7,14.55
2020-08-16 23:00:00,79.07,39.32,20.96,0.74,11.95
2020-08-17 00:00:00,75.88,40.91,19.07,0.76,14.13
2020-08-17 01:00:00,69.84,42.48,17.26,0.82,12.7
2020-08-17 02:00:00,67.96,45.46,18.62,0.81,10.98
2020-08-17 03:00:00,95.74,68.2,17.21,0.81,7.08
2020-08-17 04:00:00,70.25,49.67,17.51,0.8,4.12
2020-08-17 05:00:00,73.59,41.68,17.99,0.8,6.02
2020-08-17 06:00:00,49.77,38.45,16.7,0.8,11.56
2020-08-17 07:00:00,55.71,39.24,16.23,0.81,11.63
2020-08-17 08:00:00,33.0,24.82,15.43,0.8,13.81
2020-08-17 09:00:00,37.87,32.02,16.0,0.79,20.23
2020-08-17 10:00:00,57.63,38.52,16.01,0.78,26.88
2020-08-17 11:00:00,40.61,32.26,15.31,0.76,30.42
2020-08-17 12:00:00,40.47,34.52,15.11,0.74,34.54
2020-08-17 13:00:00,39.94,23.79,14.84,0.71,38.81
2020-08-17 14:00:00,44.5,38.46,15.37,0.69,37.01
2020-08-17 15:00:00,35.62,18.25,15.03,0.68,36.81
2020-08-17 16:00:00,40.03,27.45,15.81,0.67,26.27
2020-08-17 17:00:00,26.52,18.97,18.24,0.67,31.53
2020-08-17 18:00:00,45.74,42.34,22.81,0.69,32.5
2020-08-17 19:00:00,17.49,10.66,25.25,0.64,20.43
2020-08-17 20:00:00,35.0,21.86,28.0,0.7,9.14
2020-08-17 21:00:00,49.61,24.8,26.43,0.73,7.72
2020-08-17 22:00:00,89.62,38.32,23.86,0.76,6.63
2020-08-17 23:00:00,85.45,36.01,23.78,0.79,11.37
2020-08-18 00:00:00,63.81,25.31,21.78,0.8,9.58
2020-08-18 01:00:00,72.68,29.98,21.04,0.79,5.45
2020-08-18 02:00:00,67.09,25.79,30.0,0.78,4.11
2020-08-18 03:00:00,70.95,29.65,25.13,0.78,4.53
2020-08-18 04:00:00,84.69,31.45,19.75,0.77,4.76
2020-08-18 05:00:00,71.92,33.35,18.66,0.76,4.54
2020-08-18 06:00:00,67.63,41.94,18.21,0.76,5.51
2020-08-18 07:00:00,53.15,35.07,18.85,0.82,10.27
2020-08-18 08:00:00,71.3,48.89,17.51,0.81,8.91
2020-08-18 09:00:00,47.19,30.82,16.8,0.82,16.23
2020-08-18 10:00:00,60.81,41.33,16.58,0.8,24.36
2020-08-18 11:00:00,61.39,37.78,16.31,0.79,27.43
2020-08-18 12:00:00,47.34,36.44,15.92,0.76,35.57
2020-08-18 13:00:00,37.38,28.62,15.33,0.74,41.38
2020-08-18 14:00:00,38.06,23.38,16.91,0.66,42.79
2020-08-18 15:00:00,49.22,25.82,20.93,0.63,40.66
2020-08-18 16:00:00,60.56,29.86,19.89,0.6,35.46
2020-08-18 17:00:00,9.39,4.49,23.73,0.69,23.99
2020-08-18 18:00:00,13.78,14.57,25.51,0.7,25.7
2020-08-18 19:00:00,30.43,7.87,22.76,0.69,30.13
2020-08-18 20:00:00,25.98,10.43,22.71,0.69,24.24
2020-08-18 21:00:00,29.1,8.43,24.87,0.7,12.37
2020-08-18 22:00:00,41.23,18.17,24.32,0.72,8.0
2020-08-18 23:00:00,32.42,13.09,22.12,0.74,10.46
2020-08-19 00:00:00,30.37,19.31,21.43,0.73,13.24
2020-08-19 01:00:00,27.61,23.64,19.91,0.73,8.73
2020-08-19 02:00:00,30.93,21.14,20.36,0.72,12.09
2020-08-19 03:00:00,47.33,24.36,20.4,0.71,6.84
2020-08-19 04:00:00,47.91,26.07,21.29,0.71,7.98
2020-08-19 05:00:00,45.82,24.03,22.06,0.71,8.96
2020-08-19 06:00:00,28.12,16.67,19.95,0.7,9.99
2020-08-19 07:00:00,30.77,14.33,17.32,0.62,13.08
2020-08-19 08:00:00,24.79,18.09,19.23,0.61,10.12
2020-08-19 09:00:00,24.89,14.36,17.11,0.59,16.35
2020-08-19 10:00:00,13.89,11.46,18.72,0.58,38.25
2020-08-19 11:00:00,5.29,5.94,20.01,0.65,53.89
2020-08-19 12:00:00,0.53,9.97,21.05,0.62,40.35
2020-08-19 13:00:00,13.22,1.3,24.75,0.61,33.77
2020-08-19 14:00:00,14.02,17.0,30.77,0.61,31.64
2020-08-19 15:00:00,15.73,7.19,31.08,0.62,30.17
2020-08-19 16:00:00,20.36,19.89,28.76,0.63,31.53
2020-08-19 17:00:00,48.95,41.88,29.18,0.64,25.48
2020-08-19 18:00:00,58.64,28.91,29.34,0.66,17.23
2020-08-19 19:00:00,57.7,37.82,28.34,0.68,17.08
2020-08-19 20:00:00,37.28,24.13,24.7,0.69,9.58
2020-08-19 21:00:00,36.71,21.7,23.27,0.71,5.95
2020-08-19 22:00:00,45.18,42.25,26.3,0.74,8.0
2020-08-19 23:00:00,50.09,47.97,30.89,0.78,4.81
2020-08-20 00:00:00,42.55,33.54,27.46,0.81,7.07
2020-08-20 01:00:00,21.09,31.77,21.7,0.86,11.68
2020-08-20 02:00:00,40.35,31.52,19.92,0.82,14.53
2020-08-20 03:00:00,38.27,19.75,18.1,0.88,17.34
2020-08-20 04:00:00,24.52,20.51,16.71,0.85,29.97
2020-08-20 05:00:00,5.2,8.57,15.77,0.78,56.09
2020-08-20 06:00:00,3.09,3.9,24.01,0.74,48.91
2020-08-20 07:00:00,8.5,6.76,29.84,0.72,36.5
2020-08-20 08:00:00,9.01,5.7,37.66,0.67,41.57
2020-08-20 09:00:00,4.51,3.72,27.22,0.66,58.36
2020-08-20 10:00:00,4.03,0.86,22.74,0.66,59.2
2020-08-20 11:00:00,3.26,2.4,20.96,0.65,52.51
2020-08-20 12:00:00,11.66,4.76,19.33,0.64,43.67
2020-08-20 13:00:00,12.86,8.96,20.74,0.64,35.38
2020-08-20 14:00:00,18.4,19.88,19.95,0.63,42.24
2020-08-20 15:00:00,20.71,16.92,20.91,0.63,44.09
2020-08-20 16:00:00,56.52,48.74,26.07,0.63,42.06
2020-08-20 17:00:00,54.49,38.02,25.97,0.61,36.36
2020-08-20 18:00:00,,,,,
2020-08-20 19:00:00,,,,,
2020-08-20 20:00:00,,,,,
2020-08-20 21:00:00,,,,,
2020-08-20 22:00:00,,,,,
2020-08-20 23:00:00,,,,,
2020-08-21 00:00:00,,,,,
2020-08-21 01:00:00,,,,,
2020-08-21 02:00:00,,,,,
2020-08-21 03:00:00,,,,,
2020-08-21 04:00:00,,,,,
2020-08-21 05:00:00,,,,,
2020-08-21 06:00:00,,,,,
2020-08-21 07:00:00,,,,,
2020-08-21 08:00:00,,,,,
2020-08-21 09:00:00,,,,,
2020-08-21 10:00:00,,,,,
2020-08-21 11:00:00,43.24,32.02,296.27,2.63,6.06
2020-08-21 12:00:00,,8.04,144.33,1.88,
2020-08-21 13:00:00,,,157.33,1.62,18.93
2020-08-21 14:00:00,,,44.8,0.92,1.04
2020-08-21 15:00:00,,,34.31,0.54,26.75
2020-08-21 16:00:00,,,31.04,0.55,32.21
2020-08-21 17:00:00,,,28.33,0.57,37.12
2020-08-21 18:00:00,10.66,,26.61,0.56,34.67
2020-08-21 19:00:00,1.71,2.66,24.66,0.53,30.02
2020-08-21 20:00:00,0.26,11.26,24.37,0.57,18.01
2020-08-21 21:00:00,13.48,10.29,27.08,0.62,15.08
2020-08-21 22:00:00,3.8,12.24,28.39,0.62,12.1
2020-08-21 23:00:00,6.59,23.03,29.76,0.63,10.44
2020-08-22 00:00:00,14.29,15.95,28.65,0.64,7.68
2020-08-22 01:00:00,10.1,5.87,28.27,0.72,7.73
2020-08-22 02:00:00,21.32,6.79,26.53,0.61,9.6
2020-08-22 03:00:00,22.38,9.98,26.38,0.55,6.9
2020-08-22 04:00:00,23.14,13.19,26.75,0.48,9.83
2020-08-22 05:00:00,16.41,3.23,21.64,0.42,16.69
2020-08-22 06:00:00,16.32,7.8,20.33,0.42,15.9
2020-08-22 07:00:00,17.53,6.52,20.45,0.39,14.53
2020-08-22 08:00:00,8.69,3.57,20.16,0.4,18.73
2020-08-22 09:00:00,30.73,17.03,17.82,0.38,26.81
2020-08-22 10:00:00,25.37,16.29,16.89,0.37,32.87
2020-08-22 11:00:00,32.06,15.18,16.2,0.37,37.36
2020-08-22 12:00:00,26.74,16.36,15.99,0.37,39.36
2020-08-22 13:00:00,32.4,13.95,15.49,0.36,41.98
2020-08-22 14:00:00,28.43,15.06,15.46,0.36,42.54
2020-08-22 15:00:00,24.68,11.07,15.89,0.36,42.54
2020-08-22 16:00:00,27.19,16.03,16.26,0.36,41.93
2020-08-22 17:00:00,33.78,25.13,16.69,0.31,41.27
2020-08-22 18:00:00,25.07,13.43,15.9,0.31,40.78
2020-08-22 19:00:00,17.0,11.18,17.69,0.26,33.69
2020-08-22 20:00:00,34.77,10.88,19.43,0.33,25.99
2020-08-22 21:00:00,19.09,1.22,18.38,0.32,29.62
2020-08-22 22:00:00,21.1,5.47,18.49,0.33,29.9
2020-08-22 23:00:00,25.78,15.77,17.58,0.33,29.88
2020-08-23 00:00:00,19.71,16.9,16.48,0.32,30.15
2020-08-23 01:00:00,29.7,13.86,17.85,0.36,24.0
2020-08-23 02:00:00,30.32,32.35,17.28,0.33,25.8
2020-08-23 03:00:00,22.14,7.86,16.73,0.31,26.27
2020-08-23 04:00:00,32.86,17.32,16.49,0.3,25.98
2020-08-23 05:00:00,23.01,20.4,15.97,0.3,25.77
2020-08-23 06:00:00,34.04,21.92,15.99,0.31,24.22
2020-08-23 07:00:00,31.97,22.55,15.78,0.31,24.75
2020-08-23 08:00:00,31.07,20.67,15.94,0.33,24.91
2020-08-23 09:00:00,27.32,27.2,15.51,0.34,25.94
2020-08-23 10:00:00,29.77,22.67,14.88,0.32,30.15
2020-08-23 11:00:00,34.97,20.58,14.7,0.32,32.32
2020-08-23 12:00:00,23.89,21.98,14.11,0.31,40.43
2020-08-23 13:00:00,39.56,19.87,14.0,0.31,45.25
2020-08-23 14:00:00,32.66,19.15,13.94,0.31,48.12
2020-08-23 15:00:00,42.34,30.81,14.4,0.31,46.67
2020-08-23 16:00:00,33.03,18.93,16.01,0.33,43.48
2020-08-23 17:00:00,26.04,16.44,14.67,0.3,44.35
2020-08-23 18:00:00,27.9,13.13,15.04,0.31,39.94
2020-08-23 19:00:00,27.74,13.53,16.25,0.31,34.47
2020-08-23 20:00:00,9.62,7.43,16.37,0.31,27.43
2020-08-23 21:00:00,9.27,0.94,17.91,0.35,24.8
2020-08-23 22:00:00,19.33,5.26,18.38,0.35,24.19
2020-08-23 23:00:00,18.15,11.51,17.94,0.33,24.19
2020-08-24 00:00:00,19.65,10.82,18.29,0.33,21.78
2020-08-24 01:00:00,14.52,12.27,17.15,0.32,21.97
2020-08-24 02:00:00,25.17,10.48,17.84,0.3,18.08
2020-08-24 03:00:00,17.34,14.28,17.92,0.3,18.38
2020-08-24 04:00:00,17.87,9.47,18.46,0.3,17.17
2020-08-24 05:00:00,15.89,9.56,16.08,0.31,19.26
2020-08-24 06:00:00,12.76,9.89,16.1,0.3,18.18
2020-08-24 07:00:00,56.31,23.98,16.92,0.25,17.64
2020-08-24 08:00:00,58.94,28.21,17.6,0.24,16.51
2020-08-24 09:00:00,37.7,18.87,109.01,0.71,14.47
2020-08-24 10:00:00,,,21.89,0.67,15.88
2020-08-24 11:00:00,,,19.45,0.64,21.63
2020-08-24 12:00:00,,,18.18,0.63,30.19
2020-08-24 13:00:00,,,16.5,0.57,37.04
2020-08-24 14:00:00,4.55,5.15,14.37,0.53,43.91
2020-08-24 15:00:00,13.16,17.15,14.03,0.52,41.89
2020-08-24 16:00:00,,11.63,13.78,0.52,41.76
2020-08-24 17:00:00,,,13.63,0.51,41.78
2020-08-24 18:00:00,2.65,,13.96,0.52,40.72
2020-08-24 19:00:00,9.41,7.96,14.09,0.52,39.15
2020-08-24 20:00:00,11.15,3.35,16.76,0.58,28.5
2020-08-24 21:00:00,19.44,18.68,18.42,0.63,24.22
2020-08-24 22:00:00,47.46,25.17,23.49,0.76,13.51
2020-08-24 23:00:00,50.96,24.47,20.1,0.69,20.23
2020-08-25 00:00:00,28.92,24.26,18.79,0.66,17.16
2020-08-25 01:00:00,19.43,17.01,18.27,0.59,16.56
2020-08-25 02:00:00,39.38,19.51,20.98,0.59,14.55
2020-08-25 03:00:00,57.12,16.65,19.29,0.61,16.44
2020-08-25 04:00:00,43.03,24.11,19.32,0.61,13.8
2020-08-25 05:00:00,38.3,23.01,19.73,0.62,10.64
2020-08-25 06:00:00,40.57,18.78,20.53,0.67,8.23
2020-08-25 07:00:00,34.04,20.3,23.52,0.65,5.87
2020-08-25 08:00:00,43.01,16.44,20.36,0.62,10.53
2020-08-25 09:00:00,33.01,23.62,17.35,0.48,15.18
2020-08-25 10:00:00,32.92,17.07,14.87,0.45,20.71
2020-08-25 11:00:00,19.15,15.05,13.83,0.42,23.65
2020-08-25 12:00:00,42.31,26.1,13.97,0.39,28.48
2020-08-25 13:00:00,90.69,49.88,13.88,0.36,32.01
2020-08-25 14:00:00,63.28,19.85,13.65,0.34,41.61
2020-08-25 15:00:00,44.69,29.86,18.46,0.3,43.21
2020-08-25 16:00:00,,,14.39,0.38,41.33
2020-08-25 17:00:00,,,14.55,0.38,32.12
2020-08-25 18:00:00,,,59.29,0.39,30.47
2020-08-25 19:00:00,,,16.29,0.44,28.2
2020-08-25 20:00:00,,,18.23,0.47,27.02
2020-08-25 21:00:00,,,20.58,0.5,22.73
2020-08-25 22:00:00,,,20.15,0.5,23.24
2020-08-25 23:00:00,7.87,4.27,20.65,0.54,18.67
2020-08-26 00:00:00,17.6,0.12,21.24,0.54,13.05
2020-08-26 01:00:00,30.96,3.18,21.71,0.49,9.45
2020-08-26 02:00:00,17.82,1.94,20.54,0.43,8.75
2020-08-26 03:00:00,30.36,0.89,19.15,0.4,6.9
2020-08-26 04:00:00,45.38,6.14,22.4,0.41,7.99
2020-08-26 05:00:00,26.53,2.37,20.62,0.4,5.71
2020-08-26 06:00:00,17.63,6.97,21.24,0.4,6.56
2020-08-26 07:00:00,24.52,11.93,32.63,0.43,4.96
2020-08-26 08:00:00,30.88,11.73,23.33,0.43,7.92
2020-08-26 09:00:00,29.27,7.79,19.14,0.43,13.48
2020-08-26 10:00:00,33.32,14.14,19.2,0.44,20.59
2020-08-26 11:00:00,47.21,21.86,21.12,0.46,26.04
2020-08-26 12:00:00,43.31,11.34,17.2,0.45,38.13
2020-08-26 13:00:00,51.21,23.16,17.97,0.44,38.54
2020-08-26 14:00:00,42.57,9.22,17.13,0.43,36.6
2020-08-26 15:00:00,31.44,11.12,16.46,0.44,41.34
2020-08-26 16:00:00,38.19,11.65,16.24,0.42,44.15
2020-08-26 17:00:00,49.39,15.25,16.55,0.4,41.1
2020-08-26 18:00:00,40.07,10.2,18.57,0.4,36.12
2020-08-26 19:00:00,37.39,15.57,18.36,0.44,29.95
2020-08-26 20:00:00,54.07,14.34,17.76,0.46,12.34
2020-08-26 21:00:00,41.39,6.88,22.18,0.59,5.17
2020-08-26 22:00:00,51.4,20.22,21.97,0.61,5.21
2020-08-26 23:00:00,56.64,20.31,25.59,0.62,4.03
2020-08-27 00:00:00,51.64,21.47,34.41,0.6,4.19
2020-08-27 01:00:00,60.7,25.63,37.04,0.61,4.44
2020-08-27 02:00:00,63.89,29.67,33.19,0.53,4.01
2020-08-27 03:00:00,50.16,18.29,27.31,0.5,4.37
2020-08-27 04:00:00,40.78,18.08,22.28,0.47,4.41
2020-08-27 05:00:00,26.14,14.06,23.4,0.41,4.43
2020-08-27 06:00:00,39.04,18.66,22.35,0.37,8.91
2020-08-27 07:00:00,35.86,8.4,17.96,0.32,13.05
2020-08-27 08:00:00,,,,,
2020-08-27 09:00:00,,,,,
2020-08-27 10:00:00,,,,,
2020-08-27 11:00:00,,,,,
2020-08-27 12:00:00,,,,,
2020-08-27 13:00:00,,,,,
2020-08-27 14:00:00,,,,,
2020-08-27 15:00:00,,,,,
2020-08-27 16:00:00,,,,,
2020-08-27 17:00:00,,,,,
2020-08-27 18:00:00,,,,,
2020-08-27 19:00:00,,,,,
2020-08-27 20:00:00,,,,,
2020-08-27 21:00:00,,,,,
2020-08-27 22:00:00,,,,,
2020-08-27 23:00:00,17.96,7.29,83.88,1.85,8.38
2020-08-28 00:00:00,,,39.07,1.18,5.62
2020-08-28 01:00:00,,,20.52,0.95,5.13
2020-08-28 02:00:00,3.04,,29.25,0.99,4.42
2020-08-28 03:00:00,16.17,,29.4,0.94,3.13
2020-08-28 04:00:00,,,,,
2020-08-28 05:00:00,,,,,
2020-08-28 06:00:00,,,,,
2020-08-28 07:00:00,,,,,
2020-08-28 08:00:00,,,,,
2020-08-28 09:00:00,,,,,
2020-08-28 10:00:00,20.23,,177.87,1.71,39.3
2020-08-28 11:00:00,,,18.34,1.01,38.22
2020-08-28 12:00:00,,,14.45,0.8,57.58
2020-08-28 13:00:00,23.34,,48.97,0.74,41.94
2020-08-28 14:00:00,22.36,,66.99,0.64,44.5
2020-08-28 15:00:00,,,246.22,0.59,32.92
2020-08-28 16:00:00,,,67.65,0.84,33.38
2020-08-28 17:00:00,37.91,23.88,20.38,0.74,28.6
2020-08-28 18:00:00,103.6,87.2,18.57,0.75,27.06
2020-08-28 19:00:00,,,17.03,0.83,21.11
2020-08-28 20:00:00,,,15.22,0.75,13.39
2020-08-28 21:00:00,,,16.34,0.75,10.47
2020-08-28 22:00:00,3.41,10.44,19.36,0.76,8.56
2020-08-28 23:00:00,11.68,11.93,22.41,0.95,6.46
2020-08-29 00:00:00,16.04,19.97,19.18,0.91,5.47
2020-08-29 01:00:00,24.9,16.99,18.68,0.91,4.89
2020-08-29 02:00:00,40.7,34.25,18.79,0.91,4.79
2020-08-29 03:00:00,42.09,31.7,18.69,0.89,5.43
2020-08-29 04:00:00,51.22,32.68,20.81,0.86,5.19
2020-08-29 05:00:00,42.64,34.93,20.37,0.92,4.51
2020-08-29 06:00:00,56.59,40.43,20.65,0.84,4.39
2020-08-29 07:00:00,47.57,29.5,21.95,0.78,5.75
2020-08-29 08:00:00,45.53,33.1,28.35,0.79,9.69
2020-08-29 09:00:00,66.69,55.13,18.39,0.7,21.17
2020-08-29 10:00:00,43.29,40.77,12.46,0.58,34.91
2020-08-29 11:00:00,27.75,19.07,12.0,0.54,46.89
2020-08-29 12:00:00,60.71,24.28,11.26,0.56,64.13
2020-08-29 13:00:00,58.7,26.94,10.29,0.52,71.8
2020-08-29 14:00:00,47.48,35.19,9.85,0.48,67.91
2020-08-29 15:00:00,43.12,23.96,9.42,0.47,65.2
2020-08-29 16:00:00,40.45,32.59,9.37,0.46,69.3
2020-08-29 17:00:00,41.82,24.9,9.35,0.45,65.24
2020-08-29 18:00:00,32.05,27.42,9.76,0.45,62.61
2020-08-29 19:00:00,40.44,26.18,10.25,0.46,51.75
2020-08-29 20:00:00,34.59,25.24,12.98,0.53,30.03
